ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2003,2003-09-07,1,24.087,IND,@,CLE,W 9-6,*,4,1,18,18.00,0,25.0%,4.50,0,0,,0,0,0,0.0,,
2,2003,2003-09-14,2,24.094,IND,,TEN,W 33-7,*,4,4,63,15.75,0,100.0%,15.75,0,0,,0,0,0,0.0,,
3,2003,2003-09-21,3,24.101,IND,,JAX,W 23-13,*,6,4,16,4.00,0,66.7%,2.67,0,0,,0,0,0,0.0,,
4,2003,2003-09-28,4,24.108,IND,@,NOR,W 55-21,*,2,1,11,11.00,1,50.0%,5.50,0,0,,0,1,6,0.0,,
5,2003,2003-10-06,5,24.116,IND,@,TAM,W 38-35,*,6,5,23,4.60,0,83.3%,3.83,0,0,,0,0,0,0.0,,
6,2003,2003-10-12,6,24.122,IND,,CAR,L 20-23,*,2,2,31,15.50,0,100.0%,15.50,0,0,,0,0,0,0.0,,
7,2003,2003-11-09,9,24.150,IND,@,JAX,L 23-28,*,4,2,43,21.50,0,50.0%,10.75,0,0,,0,0,0,0.0,,
8,2003,2003-11-16,10,24.157,IND,,NYJ,W 38-31,*,7,5,100,20.00,0,71.4%,14.29,0,0,,0,0,0,0.0,,
9,2003,2003-11-23,11,24.164,IND,@,BUF,W 17-14,*,5,3,17,5.67,0,60.0%,3.40,0,0,,0,0,0,0.0,,
10,2003,2003-11-30,12,24.171,IND,,NWE,L 34-38,*,2,2,18,9.00,0,100.0%,9.00,0,0,,0,0,0,0.0,,
11,2004,2004-09-09,1,25.089,IND,@,NWE,L 24-27,*,4,1,64,64.00,0,25.0%,16.00,0,0,,0,0,0,0.0,,
12,2004,2004-09-19,2,25.099,IND,@,TEN,W 31-17,,,,,,,0.0%,,,,,,,,,,
13,2004,2004-09-26,3,25.106,IND,,GNB,W 45-31,*,,,,,,0.0%,,,,,,,,,,
14,2004,2004-10-03,4,25.113,IND,@,JAX,W 24-17,*,2,,,,,0.0%,,,,,,,,,,
15,2004,2004-10-10,5,25.120,IND,,OAK,W 35-14,*,3,1,4,4.00,1,33.3%,1.33,0,0,,0,1,6,0.0,,
16,2004,2004-10-24,6,25.134,IND,,JAX,L 24-27,*,3,3,36,12.00,1,100.0%,12.00,0,0,,0,1,6,0.0,,
17,2004,2004-10-31,7,25.141,IND,@,KAN,L 35-45,*,3,3,88,29.33,0,100.0%,29.33,0,0,,0,0,0,0.0,,
18,2004,2004-11-08,8,25.149,IND,,MIN,W 31-28,*,4,3,38,12.67,1,75.0%,9.50,0,0,,0,1,6,0.0,,
19,2004,2004-11-14,9,25.155,IND,,HOU,W 49-14,*,3,3,102,34.00,2,100.0%,34.00,0,0,,0,2,12,0.0,,
20,2004,2004-11-21,10,25.162,IND,@,CHI,W 41-10,*,4,3,19,6.33,0,75.0%,4.75,0,0,,0,0,0,0.0,,
21,2004,2004-11-25,11,25.166,IND,@,DET,W 41-9,*,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0,0.0,,
22,2004,2004-12-12,13,25.183,IND,@,HOU,W 23-14,,2,2,26,13.00,0,100.0%,13.00,0,0,,0,0,0,0.0,,
23,2004,2004-12-19,14,25.190,IND,,BAL,W 20-10,*,2,1,13,13.00,0,50.0%,6.50,0,0,,0,0,0,0.0,,
24,2004,2004-12-26,15,25.197,IND,,SDG,W 34-31,*,6,3,23,7.67,0,50.0%,3.83,0,0,,0,0,0,0.0,,
25,2004,2005-01-02,16,25.204,IND,@,DEN,L 14-33,*,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,0.0,,
26,2005,2005-09-18,2,26.098,IND,,JAX,W 10-3,,3,1,4,4.00,0,33.3%,1.33,0,0,,0,0,0,0.0,,
27,2005,2005-09-25,3,26.105,IND,,CLE,W 13-6,*,4,2,14,7.00,0,50.0%,3.50,0,0,,0,0,0,0.0,,
28,2005,2005-10-02,4,26.112,IND,@,TEN,W 31-10,*,6,4,47,11.75,0,66.7%,7.83,0,0,,0,0,0,0.0,,
29,2005,2005-10-09,5,26.119,IND,@,SFO,W 28-3,*,3,3,36,12.00,0,100.0%,12.00,0,0,,0,0,0,0.0,,
30,2005,2005-10-17,6,26.127,IND,,STL,W 45-28,*,4,3,31,10.33,0,75.0%,7.75,0,0,,0,0,0,0.0,,
31,2005,2005-10-23,7,26.133,IND,@,HOU,W 38-20,*,3,3,51,17.00,1,100.0%,17.00,0,0,,0,1,6,0.0,,
32,2005,2005-11-07,8,26.148,IND,@,NWE,W 40-21,*,3,1,4,4.00,0,33.3%,1.33,0,0,,0,0,0,0.0,,
33,2005,2005-11-13,9,26.154,IND,,HOU,W 31-17,*,2,2,18,9.00,1,100.0%,9.00,0,0,,0,1,6,0.0,,
34,2005,2005-11-20,10,26.161,IND,@,CIN,W 45-37,*,8,6,125,20.83,1,75.0%,15.63,0,0,,0,1,6,0.0,,
35,2005,2005-11-28,11,26.169,IND,,PIT,W 26-7,*,3,2,19,9.50,0,66.7%,6.33,0,0,,0,0,0,0.0,,
36,2005,2005-12-04,12,26.175,IND,,TEN,W 35-3,*,2,2,37,18.50,0,100.0%,18.50,0,0,,0,0,0,0.0,,
37,2005,2005-12-11,13,26.182,IND,@,JAX,W 26-18,*,2,2,14,7.00,0,100.0%,7.00,0,0,,0,0,0,0.0,,
38,2005,2005-12-18,14,26.189,IND,,SDG,L 17-26,*,6,3,45,15.00,1,50.0%,7.50,0,0,,0,1,6,0.0,,
39,2005,2005-12-24,15,26.195,IND,@,SEA,L 13-28,*,3,3,43,14.33,0,100.0%,14.33,0,0,,0,0,0,0.0,,
40,2005,2006-01-01,16,26.203,IND,,ARI,W 17-13,*,,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
41,2006,2006-09-10,1,27.090,IND,@,NYG,W 26-21,*,5,3,39,13.00,1,60.0%,7.80,0,0,,0,1,6,0.0,,
42,2006,2006-09-17,2,27.097,IND,,HOU,W 43-24,*,4,3,26,8.67,0,75.0%,6.50,0,0,,0,0,0,0.0,,
43,2006,2006-09-24,3,27.104,IND,,JAX,W 21-14,*,4,1,30,30.00,1,25.0%,7.50,0,0,,0,1,6,0.0,,
44,2006,2006-10-01,4,27.111,IND,@,NYJ,W 31-28,*,4,2,14,7.00,0,50.0%,3.50,0,0,,0,0,0,0.0,,
45,2006,2006-10-08,5,27.118,IND,,TEN,W 14-13,*,2,2,15,7.50,0,100.0%,7.50,0,0,,0,0,0,0.0,,
46,2006,2006-10-22,6,27.132,IND,,WAS,W 36-22,*,4,2,41,20.50,1,50.0%,10.25,0,0,,0,1,6,0.0,,
47,2006,2006-10-29,7,27.139,IND,@,DEN,W 34-31,*,9,6,68,11.33,0,66.7%,7.56,0,0,,0,0,0,0.0,,
48,2006,2006-11-05,8,27.146,IND,@,NWE,W 27-20,*,5,2,42,21.00,0,40.0%,8.40,0,0,,0,0,0,0.0,,
49,2006,2006-11-12,9,27.153,IND,,BUF,W 17-16,*,5,3,28,9.33,0,60.0%,5.60,0,0,,0,0,0,0.0,,
50,2006,2006-11-19,10,27.160,IND,@,DAL,L 14-21,*,6,1,4,4.00,1,16.7%,0.67,0,0,,0,1,6,0.0,,
51,2006,2006-11-26,11,27.167,IND,,PHI,W 45-21,*,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,0.0,,
52,2006,2006-12-31,16,27.202,IND,,MIA,W 27-22,*,8,4,56,14.00,0,50.0%,7.00,0,0,,0,0,0,0.0,,
53,2007,2007-09-06,1,28.086,IND,,NOR,W 41-10,*,5,2,48,24.00,0,40.0%,9.60,1,14,14.00,0,0,0,0.0,,
54,2007,2007-09-16,2,28.096,IND,@,TEN,W 22-20,*,10,7,69,9.86,1,70.0%,6.90,0,0,,0,1,6,0.0,,
55,2007,2007-09-23,3,28.103,IND,@,HOU,W 30-24,*,6,4,58,14.50,1,66.7%,9.67,0,0,,0,1,6,0.0,,
56,2007,2007-09-30,4,28.110,IND,,DEN,W 38-20,*,11,6,76,12.67,2,54.5%,6.91,0,0,,0,2,12,0.0,,
57,2007,2007-10-07,5,28.117,IND,,TAM,W 33-14,*,8,7,49,7.00,1,87.5%,6.13,0,0,,0,1,6,0.0,,
58,2007,2007-10-22,6,28.132,IND,@,JAX,W 29-7,*,6,4,66,16.50,1,66.7%,11.00,0,0,,0,1,6,0.0,,
59,2007,2007-10-28,7,28.138,IND,@,CAR,W 31-7,*,7,2,22,11.00,0,28.6%,3.14,0,0,,0,0,0,0.0,,
60,2007,2007-11-04,8,28.145,IND,,NWE,L 20-24,*,4,2,15,7.50,0,50.0%,3.75,0,0,,0,0,0,0.0,,
61,2007,2007-11-18,10,28.159,IND,,KAN,W 13-10,*,10,3,15,5.00,0,30.0%,1.50,0,0,,0,0,0,0.0,,
62,2007,2007-11-22,11,28.163,IND,@,ATL,W 31-13,*,6,5,49,9.80,1,83.3%,8.17,0,0,,0,1,6,0.0,,
63,2007,2007-12-02,12,28.173,IND,,JAX,W 28-25,*,10,7,60,8.57,2,70.0%,6.00,0,0,,0,2,12,0.0,,
64,2007,2007-12-09,13,28.180,IND,@,BAL,W 44-20,*,3,1,15,15.00,0,33.3%,5.00,0,0,,0,0,0,0.0,,
65,2007,2007-12-16,14,28.187,IND,@,OAK,W 21-14,*,7,1,9,9.00,0,14.3%,1.29,0,0,,0,0,0,0.0,,
66,2007,2007-12-23,15,28.194,IND,,HOU,W 38-15,*,7,6,60,10.00,2,85.7%,8.57,1,15,15.00,0,2,12,0.0,,
67,2007,2007-12-30,16,28.201,IND,,TEN,L 10-16,*,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,0.0,,
68,2008,2008-09-07,1,29.087,IND,,CHI,L 13-29,*,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,0.0,0,0
69,2008,2008-09-21,3,29.101,IND,,JAX,L 21-23,*,5,4,47,11.75,0,80.0%,9.40,0,0,,0,0,0,0.0,0,0
70,2008,2008-10-05,4,29.115,IND,@,HOU,W 31-27,*,8,5,81,16.20,0,62.5%,10.13,0,0,,0,0,0,0.0,1,0
71,2008,2008-10-12,5,29.122,IND,,BAL,W 31-3,*,2,2,17,8.50,0,100.0%,8.50,0,0,,0,0,0,0.0,0,0
72,2008,2008-10-19,6,29.129,IND,@,GNB,L 14-34,*,10,8,81,10.13,0,80.0%,8.10,0,0,,0,0,0,0.0,0,0
