ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2003,2003-09-07,1,22.193,IND,@,CLE,W 9-6,,,,,,,,,
2,2003,2003-09-14,2,22.200,IND,,TEN,W 33-7,,0,0,2.0,,,0,0,0
3,2003,2003-09-21,3,22.207,IND,,JAX,W 23-13,,,,,,,,,
4,2003,2003-09-28,4,22.214,IND,@,NOR,W 55-21,,,,,,,,,
5,2003,2003-10-06,5,22.222,IND,@,TAM,W 38-35,,,,,,,,,
6,2003,2003-10-12,6,22.228,IND,,CAR,L 20-23,,,,,,,,,
7,2003,2003-10-26,7,22.242,IND,,HOU,W 30-21,,,,,,,,,
8,2003,2003-11-02,8,22.249,IND,@,MIA,W 23-17,,,,,,,,,
9,2003,2003-11-09,9,22.256,IND,@,JAX,L 23-28,,,,,,,,,
10,2003,2003-11-16,10,22.263,IND,,NYJ,W 38-31,,0,0,0.5,,,0,0,0
11,2003,2003-11-23,11,22.270,IND,@,BUF,W 17-14,,,,,,,,,
12,2003,2003-11-30,12,22.277,IND,,NWE,L 34-38,,,,,,,,,
13,2003,2003-12-07,13,22.284,IND,@,TEN,W 29-27,,,,,,,,,
14,2003,2003-12-14,14,22.291,IND,,ATL,W 38-7,,0,0,1.0,,,0,0,0
15,2003,2003-12-21,15,22.298,IND,,DEN,L 17-31,,,,,,,,,
16,2003,2003-12-28,16,22.305,IND,@,HOU,W 20-17,,,,,,,,,
17,2004,2004-09-09,1,23.196,IND,@,NWE,L 24-27,,,,,,,,,
18,2004,2004-09-19,2,23.206,IND,@,TEN,W 31-17,,0,0,1.0,,,0,0,0
19,2004,2004-09-26,3,23.213,IND,,GNB,W 45-31,,,,,,,,,
20,2004,2004-10-03,4,23.220,IND,@,JAX,W 24-17,,0,0,1.0,,,0,0,0
21,2004,2004-10-10,5,23.227,IND,,OAK,W 35-14,,0,0,2.0,,,0,0,0
22,2004,2004-10-24,6,23.241,IND,,JAX,L 24-27,*,0,0,1.0,,,0,0,0
23,2004,2004-10-31,7,23.248,IND,@,KAN,L 35-45,,,,,,,,,
