ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
17,1987,1987-09-20,2,23.017,HOU,@,BUF,L 30-34,,5,66,13.20,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
18,1987,1987-10-25,6,23.052,HOU,,ATL,W 37-33,,5,99,19.80,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
19,1987,1987-11-01,7,23.059,HOU,@,CIN,W 31-29,,6,55,9.17,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
20,1987,1987-11-08,8,23.066,HOU,@,SFO,L 20-27,,4,43,10.75,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
21,1987,1987-11-15,9,23.073,HOU,@,PIT,W 23-3,,4,52,13.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
22,1987,1987-11-22,10,23.080,HOU,,CLE,L 7-40,,3,126,42.00,1,,,1,-13,-13.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
23,1987,1987-11-29,11,23.087,HOU,@,IND,L 27-51,,3,53,17.67,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
24,1987,1987-12-06,12,23.094,HOU,,SDG,W 33-18,,5,93,18.60,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
25,1987,1987-12-13,13,23.101,HOU,@,NOR,L 10-24,,5,74,14.80,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
26,1987,1987-12-20,14,23.108,HOU,,PIT,W 24-16,,3,62,20.67,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
27,1987,1987-12-27,15,23.115,HOU,,CIN,W 21-17,,4,93,23.25,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
28,1988,1988-09-04,1,24.001,HOU,@,IND,W 17-14,,4,54,13.50,0,,,1,8,8.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
29,1988,1988-09-11,2,24.008,HOU,,RAI,W 38-35,,9,108,12.00,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
30,1988,1988-09-18,3,24.015,HOU,@,NYJ,L 3-45,,3,57,19.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
31,1988,1988-09-25,4,24.022,HOU,,NWE,W 31-6,,0,0,,0,,,0,0,,0,,,,,,,,,,,,,,,,,,,,0,
32,1988,1988-10-02,5,24.029,HOU,@,PHI,L 23-32,,2,44,22.00,0,,,1,10,10.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
33,1988,1988-10-09,6,24.036,HOU,,KAN,W 7-6,,0,0,,0,,,0,0,,0,,,,,,,,,,,,,,,,,,,,0,
34,1988,1988-10-16,7,24.043,HOU,@,PIT,W 34-14,,5,104,20.80,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
35,1988,1988-10-23,8,24.050,HOU,@,CIN,L 21-44,,2,16,8.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
36,1988,1988-10-30,9,24.057,HOU,,WAS,W 41-17,,3,30,10.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
37,1988,1988-11-07,10,24.065,HOU,,CLE,W 24-17,,6,89,14.83,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
38,1988,1988-11-13,11,24.071,HOU,@,SEA,L 24-27,,3,21,7.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
39,1988,1988-11-20,12,24.078,HOU,,PHO,W 38-20,,5,118,23.60,2,,,1,4,4.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,2,12
40,1988,1988-11-24,13,24.082,HOU,@,DAL,W 25-17,,3,63,21.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
41,1988,1988-12-04,14,24.092,HOU,,PIT,L 34-37,,5,93,18.60,0,,,1,4,4.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
42,1988,1988-12-11,15,24.099,HOU,,CIN,W 41-6,,4,60,15.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
43,1988,1988-12-18,16,24.106,HOU,@,CLE,L 23-28,,6,119,19.83,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
44,1989,1989-09-10,1,25.007,HOU,@,MIN,L 7-38,,4,33,8.25,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
45,1989,1989-09-17,2,25.014,HOU,@,SDG,W 34-27,,2,20,10.00,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
46,1989,1989-09-24,3,25.021,HOU,,BUF,L 41-47,,4,65,16.25,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
47,1989,1989-10-01,4,25.028,HOU,,MIA,W 39-7,,4,95,23.75,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
48,1989,1989-10-08,5,25.035,HOU,@,NWE,L 13-23,,5,128,25.60,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
49,1989,1989-10-15,6,25.042,HOU,@,CHI,W 33-28,,3,71,23.67,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
50,1989,1989-10-22,7,25.049,HOU,,PIT,W 27-0,,3,29,9.67,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
51,1989,1989-10-29,8,25.056,HOU,@,CLE,L 17-28,,3,42,14.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
52,1989,1989-11-05,9,25.063,HOU,,DET,W 35-31,,6,77,12.83,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
53,1989,1989-11-13,10,25.071,HOU,,CIN,W 26-24,,5,44,8.80,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
54,1989,1989-11-19,11,25.077,HOU,,RAI,W 23-7,,3,24,8.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
55,1989,1989-12-03,13,25.091,HOU,@,PIT,W 23-16,,1,12,12.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
56,1989,1989-12-10,14,25.098,HOU,,TAM,W 20-17,,5,56,11.20,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
57,1989,1989-12-17,15,25.105,HOU,@,CIN,L 7-61,,1,23,23.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
58,1989,1989-12-23,16,25.111,HOU,,CLE,L 20-24,,6,75,12.50,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
59,1990,1990-09-09,1,26.006,HOU,@,ATL,L 27-47,,4,109,27.25,2,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,2,12
60,1990,1990-09-16,2,26.013,HOU,@,PIT,L 9-20,,6,72,12.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
61,1990,1990-09-23,3,26.020,HOU,,IND,W 24-10,,4,67,16.75,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
62,1990,1990-09-30,4,26.027,HOU,@,SDG,W 17-7,,6,97,16.17,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
63,1990,1990-10-07,5,26.034,HOU,,SFO,L 21-24,,4,31,7.75,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
64,1990,1990-10-14,6,26.041,HOU,,CIN,W 48-17,,6,101,16.83,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
65,1990,1990-10-21,7,26.048,HOU,,NOR,W 23-10,,5,38,7.60,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
66,1990,1990-10-28,8,26.055,HOU,,NYJ,L 12-17,,5,56,11.20,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
67,1990,1990-11-04,9,26.062,HOU,@,RAM,L 13-17,,6,91,15.17,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
68,1990,1990-11-18,10,26.076,HOU,@,CLE,W 35-23,,5,41,8.20,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
69,1990,1990-11-26,11,26.084,HOU,,BUF,W 27-24,,3,69,23.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
70,1990,1990-12-02,12,26.090,HOU,@,SEA,L 10-13,,5,43,8.60,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
71,1990,1990-12-09,13,26.097,HOU,,CLE,W 58-14,,3,15,5.00,1,,,1,21,21.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
72,1990,1990-12-16,14,26.104,HOU,@,KAN,W 27-10,,2,42,21.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
73,1990,1990-12-23,15,26.111,HOU,@,CIN,L 20-40,,5,71,14.20,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
74,1990,1990-12-30,16,26.118,HOU,,PIT,W 34-14,,3,36,12.00,1,,,2,44,22.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
75,1991,1991-09-01,1,26.363,HOU,,RAI,W 47-17,,6,90,15.00,1,,,1,7,7.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
76,1991,1991-09-08,2,27.005,HOU,@,CIN,W 30-7,,5,73,14.60,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
77,1991,1991-09-16,3,27.013,HOU,,KAN,W 17-7,,4,54,13.50,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
78,1991,1991-09-22,4,27.019,HOU,@,NWE,L 20-24,,2,24,12.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
79,1991,1991-10-06,5,27.033,HOU,,DEN,W 42-14,,5,151,30.20,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
80,1991,1991-10-13,6,27.040,HOU,@,NYJ,W 23-20,,4,44,11.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
81,1991,1991-10-20,7,27.047,HOU,@,MIA,W 17-13,,6,55,9.17,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,3,50,16.67,0,0,0
82,1991,1991-10-27,8,27.054,HOU,,CIN,W 35-3,,3,38,12.67,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,3,41,13.67,0,1,6
83,1991,1991-11-03,9,27.061,HOU,@,WAS,L 13-16,,2,20,10.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,3,14,4.67,0,0,0
84,1991,1991-11-10,10,27.068,HOU,,DAL,W 26-23,,4,59,14.75,0,,,1,23,23.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
85,1991,1991-11-17,11,27.075,HOU,,CLE,W 28-24,,5,77,15.40,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,2,2,1.00,0,0,0
86,1991,1991-11-24,12,27.082,HOU,@,PIT,L 14-26,,4,48,12.00,1,,,1,-5,-5.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
87,1991,1991-12-02,13,27.090,HOU,,PHI,L 6-13,,6,89,14.83,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
88,1991,1991-12-08,14,27.096,HOU,,PIT,W 31-6,,5,44,8.80,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
89,1991,1991-12-15,15,27.103,HOU,@,CLE,W 17-14,,3,43,14.33,1,,,1,5,5.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
90,1991,1991-12-21,16,27.109,HOU,@,NYG,L 20-24,,6,87,14.50,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
91,1992,1992-09-06,1,28.003,HOU,,PIT,L 24-29,7,4,42,10.50,2,57.1%,6.00,1,4,4.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,2,12
92,1992,1992-09-13,2,28.010,HOU,@,IND,W 20-10,7,5,44,8.80,0,71.4%,6.29,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
93,1992,1992-09-20,3,28.017,HOU,,KAN,W 23-20,4,2,34,17.00,1,50.0%,8.50,1,5,5.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
94,1992,1992-09-27,4,28.024,HOU,,SDG,W 27-0,3,2,23,11.50,0,66.7%,7.67,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
95,1992,1992-10-11,5,28.038,HOU,@,CIN,W 38-24,9,5,45,9.00,2,55.6%,5.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,2,12
96,1992,1992-10-18,6,28.045,HOU,@,DEN,L 21-27,13,8,79,9.88,1,61.5%,6.08,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
97,1992,1992-10-25,7,28.052,HOU,,CIN,W 26-10,13,8,100,12.50,1,61.5%,7.69,2,19,9.50,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
98,1992,1992-11-01,8,28.059,HOU,@,PIT,L 20-21,7,5,47,9.40,0,71.4%,6.71,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
99,1992,1992-11-08,9,28.066,HOU,,CLE,L 14-24,9,4,50,12.50,1,44.4%,5.56,1,2,2.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
100,1992,1992-11-15,10,28.073,HOU,@,MIN,W 17-13,10,8,91,11.38,1,80.0%,9.10,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
101,1992,1992-11-22,11,28.080,HOU,@,MIA,L 16-19,2,2,16,8.00,0,100.0%,8.00,1,1,1.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
102,1992,1992-11-26,12,28.084,HOU,@,DET,W 24-21,6,4,100,25.00,0,66.7%,16.67,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
103,1992,1992-12-07,13,28.095,HOU,,CHI,W 24-7,5,1,12,12.00,0,20.0%,2.40,1,44,44.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
104,1992,1992-12-13,14,28.101,HOU,,GNB,L 14-16,5,3,30,10.00,0,60.0%,6.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
105,1992,1992-12-20,15,28.108,HOU,@,CLE,W 17-14,4,4,38,9.50,1,100.0%,9.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
106,1992,1992-12-27,16,28.115,HOU,,BUF,W 27-3,7,2,36,18.00,0,28.6%,5.14,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
107,1993,1993-09-05,1,29.002,HOU,@,NOR,L 21-33,10,7,78,11.14,0,70.0%,7.80,1,2,2.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
108,1993,1993-09-12,2,29.009,HOU,,KAN,W 30-0,5,4,50,12.50,0,80.0%,10.00,2,-4,-2.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
109,1993,1993-09-19,3,29.016,HOU,@,SDG,L 17-18,7,4,34,8.50,0,57.1%,4.86,1,16,16.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
110,1993,1993-09-26,4,29.023,HOU,,RAM,L 13-28,9,3,107,35.67,1,33.3%,11.89,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
111,1993,1993-10-11,5,29.038,HOU,@,BUF,L 7-35,3,2,31,15.50,0,66.7%,10.33,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
112,1993,1993-10-17,6,29.044,HOU,@,NWE,W 28-14,6,4,26,6.50,0,66.7%,4.33,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
113,1993,1993-10-24,7,29.051,HOU,,CIN,W 28-12,5,4,38,9.50,0,80.0%,7.60,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
114,1993,1993-11-07,8,29.065,HOU,,SEA,W 24-14,11,8,78,9.75,1,72.7%,7.09,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
115,1993,1993-11-14,9,29.072,HOU,@,CIN,W 38-3,6,5,47,9.40,0,83.3%,7.83,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
116,1993,1993-11-21,10,29.079,HOU,@,CLE,W 27-20,3,0,0,,0,0.0%,0.00,1,2,2.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
117,1993,1993-11-28,11,29.086,HOU,,PIT,W 23-3,7,5,86,17.20,0,71.4%,12.29,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
118,1993,1993-12-05,12,29.093,HOU,,ATL,W 33-17,11,5,89,17.80,0,45.5%,8.09,1,3,3.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
119,1993,1993-12-12,13,29.100,HOU,,CLE,W 19-17,7,5,54,10.80,0,71.4%,7.71,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
120,1993,1993-12-19,14,29.107,HOU,@,PIT,W 26-17,8,5,71,14.20,0,62.5%,8.88,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
121,1993,1993-12-25,15,29.113,HOU,@,SFO,W 10-7,7,4,35,8.75,1,57.1%,5.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
122,1993,1994-01-02,16,29.121,HOU,,NYJ,W 24-0,5,3,63,21.00,1,60.0%,12.60,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
123,1994,1994-09-04,1,30.001,HOU,@,IND,L 21-45,6,3,65,21.67,0,50.0%,10.83,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
124,1994,1994-09-11,2,30.008,HOU,@,DAL,L 17-20,7,4,57,14.25,0,57.1%,8.14,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,2,5,2.50,0,0,0
125,1994,1994-09-18,3,30.015,HOU,,BUF,L 7-15,3,1,13,13.00,0,33.3%,4.33,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,2,31,15.50,0,0,0
126,1994,1994-09-25,4,30.022,HOU,,CIN,W 20-13,8,3,31,10.33,0,37.5%,3.88,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,2,6,3.00,0,0,0
127,1994,1994-10-03,5,30.030,HOU,@,PIT,L 14-30,4,2,82,41.00,1,50.0%,20.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
128,1994,1994-10-13,6,30.040,HOU,,CLE,L 8-11,6,3,27,9.00,0,50.0%,4.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,2,6,3.00,0,0,0
129,1994,1994-10-24,7,30.051,HOU,@,PHI,L 6-21,6,4,91,22.75,0,66.7%,15.17,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,4,6,1.50,0,0,0
130,1994,1994-10-30,8,30.057,HOU,@,RAI,L 14-17,6,1,7,7.00,0,16.7%,1.17,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,2,11,5.50,0,0,0
131,1994,1994-11-06,9,30.064,HOU,,PIT,L 9-12,6,2,35,17.50,0,33.3%,5.83,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,3,3,1.00,0,0,0
132,1994,1994-11-13,10,30.071,HOU,@,CIN,L 31-34,4,3,25,8.33,0,75.0%,6.25,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,4,21,5.25,0,0,0
133,1994,1994-11-21,11,30.079,HOU,,NYG,L 10-13,2,2,23,11.50,0,100.0%,11.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,2,5,2.50,0,0,0
134,1994,1994-11-27,12,30.085,HOU,@,CLE,L 10-34,3,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,14,14.00,0,0,0
135,1994,1994-12-04,13,30.092,HOU,,ARI,L 12-30,5,1,8,8.00,0,20.0%,1.60,1,-5,-5.00,0,0,0,,0,0,0,,,,,,1,27,27.00,0,3,-2,-0.67,0,0,0
136,1994,1994-12-11,14,30.099,HOU,,SEA,L 14-16,7,5,48,9.60,0,71.4%,6.86,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,3,92,30.67,1,1,6
137,1994,1994-12-18,15,30.106,HOU,@,KAN,L 9-31,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,3,12,4.00,0,0,0
138,1994,1994-12-24,16,30.112,HOU,,NYJ,W 24-10,3,2,9,4.50,0,66.7%,3.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,4,0,0.00,0,0,0
139,1995,1995-09-03,1,31.000,JAX,,HOU,L 3-10,8,2,19,9.50,0,25.0%,2.38,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
140,1995,1995-09-10,2,31.007,JAX,@,CIN,L 17-24,2,1,11,11.00,0,50.0%,5.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
141,1995,1995-09-17,3,31.014,JAX,@,NYJ,L 10-27,7,4,30,7.50,1,57.1%,4.29,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
142,1995,1995-10-15,7,31.042,JAX,,CHI,L 27-30,11,7,73,10.43,1,63.6%,6.64,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
143,1995,1995-10-29,9,31.056,JAX,@,PIT,L 7-24,2,1,3,3.00,0,50.0%,1.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,2,-7,-3.50,0,0,0
144,1995,1995-11-12,10,31.070,JAX,,SEA,L 30-47,6,5,46,9.20,1,83.3%,7.67,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
145,1995,1995-11-19,11,31.077,JAX,@,TAM,L 16-17,5,4,39,9.75,0,80.0%,7.80,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
146,1995,1995-11-26,12,31.084,JAX,,CIN,L 13-17,8,4,41,10.25,0,50.0%,5.13,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
