ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,def_int,def_int_yds,def_int_td
1,2001,2001-09-09,1,24.122,BAL,,CHI,W 17-6,,,,
2,2001,2001-09-23,2,24.136,BAL,@,CIN,L 10-21,,,,
3,2001,2001-09-30,3,24.143,BAL,@,DEN,W 20-13,,,,
4,2001,2001-10-07,4,24.150,BAL,,TEN,W 26-7,,,,
5,2001,2001-10-14,5,24.157,BAL,@,GNB,L 23-31,,,,
6,2001,2001-10-21,6,24.164,BAL,@,CLE,L 14-24,,,,
7,2001,2001-10-28,7,24.171,BAL,,JAX,W 18-17,,,,
8,2001,2001-11-04,8,24.178,BAL,@,PIT,W 13-10,,,,
9,2001,2001-11-12,9,24.186,BAL,@,TEN,W 16-10,,,,
10,2001,2001-11-18,10,24.192,BAL,,CLE,L 17-27,,1,-3,0
11,2001,2001-11-25,11,24.199,BAL,@,JAX,W 24-21,,,,
12,2001,2001-12-02,12,24.206,BAL,,IND,W 39-27,,,,
13,2001,2001-12-16,13,24.220,BAL,,PIT,L 21-26,,,,
14,2001,2001-12-23,14,24.227,BAL,,CIN,W 16-0,,,,
15,2001,2001-12-29,15,24.233,BAL,@,TAM,L 10-22,,,,
16,2001,2002-01-07,16,24.242,BAL,,MIN,W 19-3,,,,
17,2002,2002-09-08,1,25.121,BAL,@,CAR,L 7-10,*,,,
18,2002,2002-09-15,2,25.128,BAL,,TAM,L 0-25,*,,,
19,2002,2002-09-30,3,25.143,BAL,,DEN,W 34-23,,,,
20,2002,2002-10-06,4,25.149,BAL,@,CLE,W 26-21,,,,
21,2002,2002-10-13,5,25.156,BAL,@,IND,L 20-22,,,,
22,2002,2002-10-20,6,25.163,BAL,,JAX,W 17-10,,,,
23,2002,2002-10-27,7,25.170,BAL,,PIT,L 18-31,,,,
24,2002,2002-11-03,8,25.177,BAL,@,ATL,L 17-20,,,,
25,2002,2002-11-10,9,25.184,BAL,,CIN,W 38-27,*,,,
26,2002,2002-11-17,10,25.191,BAL,@,MIA,L 7-26,*,,,
27,2002,2002-11-24,11,25.198,BAL,,TEN,W 13-12,*,,,
28,2002,2002-12-01,12,25.205,BAL,@,CIN,W 27-23,,,,
29,2002,2002-12-08,13,25.212,BAL,,NOR,L 25-37,,,,
30,2002,2002-12-15,14,25.219,BAL,@,HOU,W 23-19,,,,
31,2002,2002-12-22,15,25.226,BAL,,CLE,L 13-14,,,,
32,2002,2002-12-29,16,25.233,BAL,@,PIT,L 31-34,,,,
33,2003,2003-09-21,3,26.134,BAL,@,SDG,W 24-10,,,,
