ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,def_int,def_int_yds,def_int_td
1,1992,1992-09-06,1,22.204,NOR,@,PHI,L 13-15,,,,,,,,
2,1992,1992-09-13,2,22.211,NOR,,CHI,W 28-6,,,,,,,,
3,1992,1992-09-20,3,22.218,NOR,@,ATL,W 10-7,,,,,,,,
4,1992,1992-09-27,4,22.225,NOR,,SFO,L 10-16,,,,,,,,
5,1992,1992-10-04,5,22.232,NOR,@,DET,W 13-7,,,,,,,,
6,1992,1992-10-11,6,22.239,NOR,,RAM,W 13-10,,,,,,,,
7,1992,1992-10-18,7,22.246,NOR,@,PHO,W 30-21,,,,,,,,
8,1992,1992-11-01,8,22.260,NOR,,TAM,W 23-21,,,,,,,,
9,1993,1993-09-05,1,23.202,NOR,,HOU,W 33-21,,,,,,,,
10,1993,1993-09-12,2,23.209,NOR,@,ATL,W 34-31,,,,,,,,
11,1993,1993-09-19,3,23.216,NOR,,DET,W 14-3,,,,,,,,
12,1993,1993-09-26,4,23.223,NOR,,SFO,W 16-13,,,,,,,,
13,1993,1993-10-03,5,23.230,NOR,@,RAM,W 37-6,,,,,,,,
14,1993,1993-10-17,6,23.244,NOR,@,PIT,L 14-37,,,,,,,,
15,1993,1993-10-24,7,23.251,NOR,,ATL,L 15-26,,,,,,,,
16,1993,1993-10-31,8,23.258,NOR,@,PHO,W 20-17,,,,,,,,
17,1993,1993-11-28,11,23.286,NOR,@,MIN,W 17-14,,,,,,,,
18,1993,1993-12-05,12,23.293,NOR,@,CLE,L 13-17,,,,,,,,
19,1993,1993-12-12,13,23.300,NOR,,RAM,L 20-23,,,,,,,,
20,1993,1993-12-20,14,23.308,NOR,,NYG,L 14-24,,,,,,,,
21,1993,1993-12-26,15,23.314,NOR,@,PHI,L 26-37,,,,,,,,
22,1993,1994-01-02,16,23.321,NOR,,CIN,W 20-13,,,,,,,,
23,1994,1994-09-04,1,24.201,NOR,,KAN,L 17-30,0,0,,0,,,,
24,1994,1994-09-11,2,24.208,NOR,,WAS,L 24-38,1,0,0.00,0,0.0,0,0,0
25,1994,1994-09-18,3,24.215,NOR,@,TAM,W 9-7,0,0,,0,,,,
26,1994,1994-09-25,4,24.222,NOR,@,SFO,L 13-24,0,0,,0,,,,
27,1994,1994-10-02,5,24.229,NOR,,NYG,W 27-22,0,0,,0,1.0,0,0,0
28,1994,1994-10-09,6,24.236,NOR,@,CHI,L 7-17,0,0,,0,,,,
29,1994,1994-10-16,7,24.243,NOR,,SDG,L 22-36,0,0,,0,,,,
30,1994,1994-11-06,9,24.264,NOR,@,MIN,L 20-21,0,0,,0,,,,
31,1994,1994-11-13,10,24.271,NOR,,ATL,W 33-32,0,0,,0,,,,
32,1994,1994-11-20,11,24.278,NOR,@,RAI,L 19-24,0,0,,0,,,,
33,1994,1994-11-28,12,24.286,NOR,,SFO,L 14-35,0,0,,0,,,,
34,1994,1994-12-04,13,24.292,NOR,@,RAM,W 31-15,0,0,,0,,,,
35,1994,1994-12-11,14,24.299,NOR,@,ATL,W 29-20,0,0,,0,,,,
36,1994,1994-12-19,15,24.307,NOR,,DAL,L 16-24,0,0,,0,,,,
37,1994,1994-12-24,16,24.312,NOR,@,DEN,W 30-28,0,0,,0,,,,
38,1995,1995-09-03,1,25.200,NOR,,SFO,L 22-24,0,0,,0,,,,
39,1995,1995-09-10,2,25.207,NOR,@,STL,L 13-17,0,0,,0,,,,
40,1995,1995-09-17,3,25.214,NOR,,ATL,L 24-27,0,0,,0,,,,
41,1995,1995-09-24,4,25.221,NOR,@,NYG,L 29-45,0,0,,0,,,,
42,1995,1995-10-01,5,25.228,NOR,,PHI,L 10-15,0,0,,0,1.0,0,0,0
43,1995,1995-10-15,6,25.242,NOR,,MIA,W 33-30,0,0,,0,,,,
44,1995,1995-10-22,7,25.249,NOR,@,CAR,L 3-20,0,0,,0,,,,
45,1995,1995-10-29,8,25.256,NOR,@,SFO,W 11-7,0,0,,0,,,,
46,1995,1995-11-05,9,25.263,NOR,,STL,W 19-10,0,0,,0,,,,
47,1995,1995-11-12,10,25.270,NOR,,IND,W 17-14,0,0,,0,,,,
48,1995,1995-11-19,11,25.277,NOR,@,MIN,L 24-43,0,0,,0,,,,
49,1995,1995-11-26,12,25.284,NOR,,CAR,W 34-26,0,0,,0,,,,
50,1995,1995-12-03,13,25.291,NOR,@,NWE,W 31-17,0,0,,0,,,,
51,1995,1995-12-10,14,25.298,NOR,@,ATL,L 14-19,0,0,,0,,,,
52,1995,1995-12-16,15,25.304,NOR,,GNB,L 23-34,0,0,,0,,,,
53,1995,1995-12-24,16,25.312,NOR,@,NYJ,W 12-0,1,6,6.00,0,0.0,1,43,0
54,1996,1996-09-01,1,26.199,TAM,,GNB,L 3-34,,,,,,,,
55,1996,1996-09-08,2,26.206,TAM,@,DET,L 6-21,,,,,,,,
56,1996,1996-09-15,3,26.213,TAM,@,DEN,L 23-27,,,,,,,,
57,1996,1996-09-22,4,26.220,TAM,,SEA,L 13-17,,,,,,,,
58,1996,1996-10-13,6,26.241,TAM,,MIN,W 24-13,,,,,,,,
59,1996,1996-10-20,7,26.248,TAM,@,ARI,L 9-13,,,,,,,,
60,1996,1996-10-27,8,26.255,TAM,@,GNB,L 7-13,,,,,,,,
61,1996,1996-11-03,9,26.262,TAM,@,CHI,L 10-13,,,,,,,,
62,1996,1996-11-10,10,26.269,TAM,,OAK,W 20-17,,,,,,,,
