ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2010,2010-09-12,1,24.029,WAS,,DAL,W 13-7,,,,,,,,,,,0.0%,,,,,,
2,2010,2010-09-19,2,24.036,WAS,,HOU,L 27-30,,0,0,,0,4,4,15,3.75,0,100.0%,3.75,0,0,0.0,0,0
3,2010,2010-09-26,3,24.043,WAS,@,STL,L 16-30,,0,0,,0,4,2,14,7.00,0,50.0%,3.50,0,0,0.0,0,0
4,2010,2010-10-10,5,24.057,WAS,,GNB,W 16-13,,1,1,1.00,0,1,1,9,9.00,0,100.0%,9.00,0,0,0.0,0,0
5,2010,2010-10-17,6,24.064,WAS,,IND,L 24-27,,2,12,6.00,0,5,4,19,4.75,1,80.0%,3.80,1,6,0.0,1,0
6,2010,2010-10-24,7,24.071,WAS,@,CHI,W 17-14,,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
7,2010,2010-10-31,8,24.078,WAS,@,DET,L 25-37,,6,25,4.17,1,3,3,28,9.33,0,100.0%,9.33,1,6,0.0,0,0
8,2010,2010-11-15,9,24.093,WAS,,PHI,L 28-59,*,16,89,5.56,2,7,4,50,12.50,1,57.1%,7.14,3,18,0.0,0,0
9,2010,2010-11-21,10,24.099,WAS,@,TEN,W 19-16,,23,68,2.96,0,8,6,27,4.50,0,75.0%,3.38,0,0,0.0,0,0
10,2010,2010-11-28,11,24.106,WAS,,MIN,L 13-17,*,3,5,1.67,0,6,4,21,5.25,0,66.7%,3.50,0,0,0.0,1,0
11,2010,2010-12-05,12,24.113,WAS,@,NYG,L 7-31,*,5,29,5.80,0,2,2,2,1.00,0,100.0%,1.00,0,0,0.0,0,0
12,2010,2010-12-12,13,24.120,WAS,,TAM,L 16-17,,4,16,4.00,0,7,3,60,20.00,0,42.9%,8.57,0,0,0.0,0,0
13,2010,2010-12-19,14,24.127,WAS,@,DAL,L 30-33,,1,4,4.00,0,3,1,13,13.00,0,33.3%,4.33,0,0,0.0,0,0
14,2010,2010-12-26,15,24.134,WAS,@,JAX,W 20-17,,2,8,4.00,0,3,1,4,4.00,0,33.3%,1.33,0,0,0.0,0,0
15,2010,2011-01-02,16,24.141,WAS,,NYG,L 14-17,,1,4,4.00,0,5,4,47,11.75,0,80.0%,9.40,0,0,0.0,0,0
16,2011,2011-09-18,2,25.035,DET,,KAN,W 48-3,,9,25,2.78,1,0,0,0,,0,0.0%,,1,6,0.0,0,0
17,2011,2011-09-25,3,25.042,DET,@,MIN,W 26-23,,2,3,1.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,1
18,2011,2011-10-02,4,25.049,DET,@,DAL,W 34-30,,4,14,3.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
19,2011,2011-10-10,5,25.057,DET,,CHI,W 24-13,,4,7,1.75,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
20,2011,2011-10-16,6,25.063,DET,,SFO,L 19-25,,,,,,,,,,,0.0%,,,,,,
21,2011,2011-10-23,7,25.070,DET,,ATL,L 16-23,,9,44,4.89,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
22,2011,2011-10-30,8,25.077,DET,@,DEN,W 45-10,,11,25,2.27,0,1,1,5,5.00,0,100.0%,5.00,0,0,0.0,0,0
23,2011,2011-11-13,9,25.091,DET,@,CHI,L 13-37,,1,1,1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
24,2011,2011-11-20,10,25.098,DET,,CAR,W 49-35,,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
25,2011,2011-11-24,11,25.102,DET,,GNB,L 15-27,,2,19,9.50,1,4,4,33,8.25,0,100.0%,8.25,1,6,0.0,0,0
26,2011,2011-12-04,12,25.112,DET,@,NOR,L 17-31,,2,14,7.00,0,1,1,7,7.00,0,100.0%,7.00,0,0,0.0,0,0
27,2011,2011-12-11,13,25.119,DET,,MIN,W 34-28,,12,43,3.58,0,2,2,17,8.50,0,100.0%,8.50,0,0,0.0,0,0
