ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2009,2009-09-13,1,23.320,DEN,@,CIN,W 12-7,,0.0,0,2,0,0,0
2,2009,2009-09-20,2,23.327,DEN,,CLE,W 27-6,,0.0,1,0,1,3,0
3,2009,2009-09-27,3,23.334,DEN,@,OAK,W 23-3,,0.0,0,1,0,0,0
4,2009,2009-10-04,4,23.341,DEN,,DAL,W 17-10,,,,,,,
5,2009,2009-10-11,5,23.348,DEN,,NWE,W 20-17,,0.0,0,0,0,0,0
6,2009,2009-10-19,6,23.356,DEN,@,SDG,W 34-23,,0.0,3,0,0,0,0
7,2009,2009-11-01,7,24.004,DEN,@,BAL,L 7-30,,,,,,,
8,2009,2009-11-09,8,24.012,DEN,,PIT,L 10-28,,0.0,0,0,0,0,0
9,2009,2009-11-15,9,24.018,DEN,@,WAS,L 17-27,,0.0,0,0,0,0,0
10,2009,2009-11-22,10,24.025,DEN,,SDG,L 3-32,,0.0,6,1,0,0,0
11,2009,2009-11-26,11,24.029,DEN,,NYG,W 26-6,,0.0,1,0,0,0,0
12,2009,2009-12-06,12,24.039,DEN,@,KAN,W 44-13,,0.0,1,0,0,0,0
13,2009,2009-12-13,13,24.046,DEN,@,IND,L 16-28,,0.0,1,0,1,25,0
14,2010,2010-09-26,3,24.333,DEN,,IND,L 13-27,,0.0,5,0,0,0,0
15,2010,2010-10-03,4,24.340,DEN,@,TEN,W 26-20,,,,,,,
16,2010,2010-10-10,5,24.347,DEN,@,BAL,L 17-31,,0.0,1,0,0,0,0
17,2010,2010-11-14,9,25.017,DEN,,KAN,W 49-29,,0.0,4,0,0,0,0
18,2010,2010-11-22,10,25.025,DEN,@,SDG,L 14-35,,0.0,0,0,0,0,0
19,2010,2010-12-19,14,25.052,DEN,@,OAK,L 23-39,*,0.0,5,0,0,0,0
20,2010,2011-01-02,16,25.066,DEN,,SDG,L 28-33,,,,,,,
21,2011,2011-12-15,14,26.048,JAX,@,ATL,L 14-41,,0.0,0,1,0,0,0
22,2012,2012-09-09,1,26.317,SFO,@,GNB,W 30-22,,,,,,,
23,2012,2012-09-16,2,26.324,SFO,,DET,W 27-19,,,,,,,
24,2012,2012-09-23,3,26.331,SFO,@,MIN,L 13-24,,,,,,,
25,2012,2012-09-30,4,26.338,SFO,@,NYJ,W 34-0,,,,,,,
26,2012,2012-10-07,5,26.345,SFO,,BUF,W 45-3,,0.0,1,0,0,0,0
27,2012,2012-10-14,6,26.352,SFO,,NYG,L 3-26,,,,,,,
28,2012,2012-10-18,7,26.356,SFO,,SEA,W 13-6,,,,,,,
29,2012,2012-10-29,8,27.001,SFO,@,ARI,W 24-3,,,,,,,
30,2012,2012-11-11,9,27.014,SFO,,STL,T 24-24,,0.0,0,0,0,0,0
31,2012,2012-11-19,10,27.022,SFO,,CHI,W 32-7,,,,,,,
32,2012,2012-11-25,11,27.028,SFO,@,NOR,W 31-21,,,,,,,
33,2012,2012-12-02,12,27.035,SFO,@,STL,L 13-16,,0.0,0,0,0,0,0
34,2012,2012-12-09,13,27.042,SFO,,MIA,W 27-13,,,,,,,
35,2012,2012-12-16,14,27.049,SFO,@,NWE,W 41-34,,0.0,0,0,0,0,0
36,2012,2012-12-23,15,27.056,SFO,@,SEA,L 13-42,,,,,,,
37,2012,2012-12-30,16,27.063,SFO,,ARI,W 27-13,,0.0,1,0,0,0,0
