ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1977,1977-10-02,3,25.220,NYJ,,NWE,W 30-27,0,0,,0,0,0,,0,0,0,,0,0,,,7,264,37.71,0
2,1977,1977-10-09,4,25.227,NYJ,@,BUF,W 24-19,0,0,,0,0,0,,0,0,0,,0,0,,,3,111,37.00,0
3,1977,1977-10-16,5,25.234,NYJ,@,MIA,L 17-21,0,0,,0,0,0,,0,0,0,,0,0,,,3,134,44.67,0
4,1977,1977-10-23,6,25.241,NYJ,,OAK,L 27-28,0,0,,0,0,0,,0,0,0,,0,0,,,2,79,39.50,0
5,1977,1977-10-30,7,25.248,NYJ,@,NWE,L 13-24,0,0,,0,0,0,,0,0,0,,0,0,,,5,158,31.60,0
6,1977,1977-11-06,8,25.255,NYJ,,MIA,L 10-14,0,0,,0,0,0,,0,0,0,,0,0,,,5,174,34.80,0
7,1977,1977-11-13,9,25.262,NYJ,,SEA,L 0-17,0,0,,0,0,0,,0,0,0,,0,0,,,9,298,33.11,0
8,1977,1977-11-20,10,25.269,NYJ,@,BAL,L 12-33,0,0,,0,0,0,,0,0,0,,0,0,,,8,315,39.38,0
9,1977,1977-11-27,11,25.276,NYJ,,PIT,L 20-23,0,0,,0,0,0,,0,0,0,,0,0,,,2,89,44.50,0
10,1977,1977-12-04,12,25.283,NYJ,@,NOR,W 16-13,0,0,,0,0,0,,0,0,0,,0,0,,,5,208,41.60,0
11,1977,1977-12-11,13,25.290,NYJ,,BUF,L 10-14,0,0,,0,0,0,,0,0,0,,0,0,,,6,195,32.50,0
12,1977,1977-12-18,14,25.297,NYJ,@,PHI,L 0-27,0,0,,0,0,0,,0,0,0,,0,0,,,7,273,39.00,0
13,1978,1978-09-03,1,26.191,NYJ,,MIA,W 33-20,0,0,,0,0,0,,0,0,0,,0,0,,,2,96,48.00,0
14,1978,1978-09-10,2,26.198,NYJ,@,BUF,W 21-20,0,0,,0,0,0,,0,0,0,,0,0,,,7,311,44.43,0
15,1978,1978-09-17,3,26.205,NYJ,,SEA,L 17-24,0,0,,0,0,0,,0,0,0,,0,0,,,2,84,42.00,0
16,1978,1978-09-24,4,26.212,NYJ,@,WAS,L 3-23,0,0,,0,0,0,,0,0,0,,0,0,,,6,236,39.33,0
17,1978,1978-10-01,5,26.219,NYJ,,PIT,L 17-28,0,0,,0,0,0,,0,0,0,,0,0,,,4,167,41.75,0
18,1978,1978-10-08,6,26.226,NYJ,,BUF,W 45-14,0,0,,0,0,0,,0,0,0,,0,0,,,4,142,35.50,0
19,1978,1978-10-15,7,26.233,NYJ,@,BAL,W 33-10,0,0,,0,0,0,,0,0,0,,0,0,,,5,220,44.00,0
20,1978,1978-10-22,8,26.240,NYJ,,STL,W 23-10,0,0,,0,0,0,,0,0,0,,0,0,,,7,307,43.86,0
21,1978,1978-10-29,9,26.247,NYJ,@,NWE,L 21-55,0,0,,0,0,0,,0,0,0,,0,0,,,4,168,42.00,0
22,1978,1978-11-05,10,26.254,NYJ,@,DEN,W 31-28,0,0,,0,0,0,,0,0,0,,0,0,,,7,331,47.29,0
23,1978,1978-11-12,11,26.261,NYJ,@,PHI,L 9-17,0,0,,0,0,0,,0,0,0,,0,0,,,5,171,34.20,0
24,1978,1978-11-19,12,26.268,NYJ,,NWE,L 17-19,0,0,,0,0,0,,0,0,0,,0,0,,,4,160,40.00,0
25,1978,1978-11-26,13,26.275,NYJ,@,MIA,W 24-13,0,0,,0,0,0,,0,0,0,,0,0,,,4,126,31.50,0
26,1978,1978-12-03,14,26.282,NYJ,,BAL,W 24-16,0,0,,0,0,0,,0,0,0,,0,0,,,3,105,35.00,0
27,1978,1978-12-10,15,26.289,NYJ,@,CLE,L 34-37,0,0,,0,0,0,,0,0,0,,0,0,,,3,99,33.00,0
28,1978,1978-12-17,16,26.296,NYJ,,DAL,L 7-30,0,0,,0,0,0,,0,0,0,,0,0,,,7,241,34.43,0
29,1979,1979-09-02,1,27.190,NYJ,,CLE,L 22-25,0,0,,0,0,0,,0,0,0,,0,0,,,5,214,42.80,0
30,1979,1979-09-09,2,27.197,NYJ,@,NWE,L 3-56,0,0,,0,0,0,,0,0,0,,0,0,,,7,285,40.71,0
31,1979,1979-09-16,3,27.204,NYJ,,DET,W 31-10,0,0,,0,0,0,,0,0,0,,0,0,,,4,157,39.25,0
32,1979,1979-09-23,4,27.211,NYJ,@,BUF,L 31-46,0,0,,0,0,0,,0,0,0,,0,0,,,2,79,39.50,0
33,1979,1979-09-30,5,27.218,NYJ,,MIA,W 33-27,0,0,,0,0,0,,0,0,0,,0,0,,,5,196,39.20,0
34,1979,1979-10-07,6,27.225,NYJ,@,BAL,L 8-10,0,0,,0,0,0,,0,0,0,,0,0,,,5,196,39.20,0
35,1979,1979-10-15,7,27.233,NYJ,,MIN,W 14-7,0,0,,0,0,0,,0,0,0,,0,0,,,5,210,42.00,0
36,1979,1979-10-21,8,27.239,NYJ,,OAK,W 28-19,0,0,,0,0,0,,0,0,0,,0,0,,,4,184,46.00,0
37,1979,1979-10-28,9,27.246,NYJ,@,HOU,L 24-27,0,0,,0,0,0,,0,0,0,,0,0,,,6,254,42.33,0
38,1979,1979-11-04,10,27.253,NYJ,@,GNB,W 27-22,0,0,,0,0,0,,0,0,0,,0,0,,,3,116,38.67,0
39,1979,1979-11-11,11,27.260,NYJ,,BUF,L 12-14,0,0,,0,0,0,,0,0,0,,0,0,,,5,168,33.60,0
40,1979,1979-11-18,12,27.267,NYJ,@,CHI,L 13-23,0,0,,0,0,0,,0,0,0,,0,0,,,3,148,49.33,0
41,1979,1979-11-26,13,27.275,NYJ,@,SEA,L 7-30,1,0,0.00,0,0,0,,0,0,0,,0,0,,,3,91,30.33,0
42,1979,1979-12-02,14,27.281,NYJ,,BAL,W 30-17,0,0,,0,0,0,,0,0,0,,0,0,,,6,253,42.17,0
43,1979,1979-12-09,15,27.288,NYJ,,NWE,W 27-26,1,0,0.00,0,0,0,,0,0,0,,0,0,,,8,336,42.00,0
44,1979,1979-12-15,16,27.294,NYJ,@,MIA,W 27-24,0,0,,0,0,0,,0,0,0,,0,0,,,2,92,46.00,0
45,1980,1980-09-07,1,28.196,NYJ,,BAL,L 14-17,0,0,,0,0,0,,0,0,0,,0,0,,,6,267,44.50,0
46,1980,1980-09-14,2,28.203,NYJ,@,BUF,L 10-20,0,0,,0,0,0,,0,0,0,,0,0,,,7,310,44.29,0
47,1980,1980-09-21,3,28.210,NYJ,,SFO,L 27-37,0,0,,0,0,0,,0,0,0,,0,0,,,3,150,50.00,0
48,1980,1980-09-28,4,28.217,NYJ,@,BAL,L 21-35,1,-15,-15.00,0,0,0,,0,0,0,,0,0,,,5,164,32.80,0
49,1980,1980-10-05,5,28.224,NYJ,,NWE,L 11-21,0,0,,0,0,0,,0,0,0,,0,0,,,5,237,47.40,0
50,1980,1980-10-12,6,28.231,NYJ,@,ATL,W 14-7,0,0,,0,0,0,,0,0,0,,0,0,,,6,258,43.00,0
