ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1987,1987-10-04,3,22.244,RAM,@,NOR,L 10-37,,,,,,,,,,
2,1987,1987-10-11,4,22.251,RAM,,PIT,W 31-21,,,,,,,,,,
3,1987,1987-10-18,5,22.258,RAM,@,ATL,L 20-24,0,0,,0,0,0,0.0,1,36,0
4,1987,1987-11-01,7,22.272,RAM,,SFO,L 10-31,,,,,,,,,,
5,1987,1987-11-08,8,22.279,RAM,,NOR,L 14-31,,,,,,,,,,
6,1988,1988-10-30,9,23.271,BUF,,GNB,W 28-0,,,,,,,,,,
7,1988,1988-11-06,10,23.278,BUF,@,SEA,W 13-3,,,,,,,,,,
8,1988,1988-11-14,11,23.286,BUF,@,MIA,W 31-6,,,,,,,,,,
9,1988,1988-11-20,12,23.292,BUF,,NYJ,W 9-6,,,,,,,,,,
10,1988,1988-11-27,13,23.299,BUF,@,CIN,L 21-35,,,,,,,,,,
11,1988,1988-12-04,14,23.306,BUF,@,TAM,L 5-10,,,,,,,,,,
12,1988,1988-12-11,15,23.313,BUF,,RAI,W 37-21,,,,,,,,,,
13,1988,1988-12-18,16,23.320,BUF,@,IND,L 14-17,,,,,,,,,,
14,1989,1989-09-10,1,24.220,BUF,@,MIA,W 27-24,0,0,,0,,,,,,
15,1989,1989-10-01,4,24.241,BUF,,NWE,W 31-10,0,0,,0,,,,,,
16,1989,1989-10-08,5,24.248,BUF,@,IND,L 14-37,0,0,,0,,,,,,
17,1989,1989-10-16,6,24.256,BUF,,RAM,W 23-20,0,0,,0,,,,,,
18,1989,1989-10-22,7,24.262,BUF,,NYJ,W 34-3,0,0,,0,,,,,,
19,1989,1989-10-29,8,24.269,BUF,,MIA,W 31-17,0,0,,0,1,6,0.0,2,43,1
20,1989,1989-11-05,9,24.276,BUF,@,ATL,L 28-30,0,0,,0,,,,,,
21,1989,1989-11-12,10,24.283,BUF,,IND,W 30-7,1,0,0.00,0,0,0,0.0,0,0,0
22,1989,1989-11-19,11,24.290,BUF,@,NWE,L 24-33,0,0,,0,,,,,,
23,1989,1989-11-26,12,24.297,BUF,,CIN,W 24-7,0,0,,0,,,,,,
24,1989,1989-12-04,13,24.305,BUF,@,SEA,L 16-17,0,0,,0,,,,,,
25,1989,1989-12-10,14,24.311,BUF,,NOR,L 19-22,0,0,,0,,,,,,
26,1989,1989-12-17,15,24.318,BUF,@,SFO,L 10-21,0,0,,0,,,,,,
27,1989,1989-12-23,16,24.324,BUF,@,NYJ,W 37-0,0,0,,0,,,,,,
28,1990,1990-09-09,1,25.219,BUF,,IND,W 26-10,,,,,,,,,,
29,1990,1990-09-16,2,25.226,BUF,@,MIA,L 7-30,,,,,,,,,,
30,1990,1990-09-24,3,25.234,BUF,@,NYJ,W 30-7,,,,,,,,,,
31,1990,1990-09-30,4,25.240,BUF,,DEN,W 29-28,0,0,,0,0,0,0.0,1,2,0
32,1990,1990-10-07,5,25.247,BUF,,RAI,W 38-24,,,,,,,,,,
33,1990,1990-10-21,6,25.261,BUF,,NYJ,W 30-27,0,0,,0,0,0,0.0,1,0,0
34,1990,1990-10-28,7,25.268,BUF,@,NWE,W 27-10,,,,,,,,,,
35,1990,1990-11-04,8,25.275,BUF,@,CLE,W 42-0,,,,,,,,,,
36,1990,1990-11-11,9,25.282,BUF,,PHO,W 45-14,,,,,,,,,,
37,1990,1990-11-26,11,25.297,BUF,@,HOU,L 24-27,,,,,,,,,,
38,1990,1990-12-02,12,25.303,BUF,,PHI,W 30-23,,,,,,,,,,
39,1990,1990-12-09,13,25.310,BUF,@,IND,W 31-7,0,0,,0,0,0,0.0,1,14,0
40,1991,1991-09-01,1,26.211,BUF,,MIA,W 35-31,,,,,,,,,,
41,1991,1991-09-08,2,26.218,BUF,,PIT,W 52-34,,,,,,,,,,
42,1991,1991-09-15,3,26.225,BUF,@,NYJ,W 23-20,,,,,,,,,,
43,1991,1991-09-22,4,26.232,BUF,@,TAM,W 17-10,,,,,,,,,,
44,1991,1991-09-29,5,26.239,BUF,,CHI,W 35-20,0,0,,0,0,0,0.0,1,4,0
45,1991,1991-10-07,6,26.247,BUF,@,KAN,L 6-33,,,,,,,,,,
46,1991,1991-10-13,7,26.253,BUF,,IND,W 42-6,0,0,,0,0,0,0.0,1,0,0
47,1991,1991-10-21,8,26.261,BUF,,CIN,W 35-16,,,,,,,,,,
48,1991,1991-11-03,9,26.274,BUF,,NWE,W 22-17,,,,,,,,,,
49,1991,1991-11-10,10,26.281,BUF,@,GNB,W 34-24,,,,,,,,,,
50,1991,1991-11-18,11,26.289,BUF,@,MIA,W 41-27,0,0,,0,0,0,0.0,1,12,0
51,1991,1991-11-24,12,26.295,BUF,@,NWE,L 13-16,,,,,,,,,,
52,1991,1991-12-01,13,26.302,BUF,,NYJ,W 24-13,0,0,,0,0,0,0.0,1,15,0
53,1991,1991-12-08,14,26.309,BUF,@,RAI,W 30-27,,,,,,,,,,
54,1991,1991-12-15,15,26.316,BUF,@,IND,W 35-7,0,0,,0,0,0,1.0,0,0,0
55,1991,1991-12-22,16,26.323,BUF,,DET,L 14-17,,,,,,,,,,
56,1992,1992-09-06,1,27.217,BUF,,RAM,W 40-7,,,,,,,,,,
57,1992,1992-09-13,2,27.224,BUF,@,SFO,W 34-31,,,,,,,,,,
58,1992,1992-09-20,3,27.231,BUF,,IND,W 38-0,,,,,,,,,,
59,1992,1992-09-27,4,27.238,BUF,@,NWE,W 41-7,,,,,,,,,,
60,1992,1992-10-04,5,27.245,BUF,,MIA,L 10-37,,,,,,,,,,
61,1992,1992-10-11,6,27.252,BUF,@,RAI,L 3-20,,,,,,,,,,
62,1992,1992-10-26,7,27.267,BUF,@,NYJ,W 24-20,,,,,,,,,,
63,1992,1992-11-01,8,27.273,BUF,,NWE,W 16-7,,,,,,,,,,
64,1992,1992-11-08,9,27.280,BUF,,PIT,W 28-20,,,,,,,,,,
65,1992,1992-11-16,10,27.288,BUF,@,MIA,W 26-20,,,,,,,,,,
66,1992,1992-11-22,11,27.294,BUF,,ATL,W 41-14,,,,,,,,,,
67,1992,1992-11-29,12,27.301,BUF,@,IND,L 13-16,,,,,,,,,,
68,1992,1992-12-06,13,27.308,BUF,,NYJ,L 17-24,,,,,,,,,,
69,1992,1992-12-12,14,27.314,BUF,,DEN,W 27-17,,,,,,,,,,
70,1992,1992-12-20,15,27.322,BUF,@,NOR,W 20-16,,,,,,,,,,
