ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,def_int,def_int_yds,def_int_td
53,2005,2005-12-04,12,25.157,TEN,@,IND,L 3-35,*,,,,,,,,
54,2005,2005-12-11,13,25.164,TEN,,HOU,W 13-10,*,,,,,,,,
55,2005,2005-12-18,14,25.171,TEN,,SEA,L 24-28,*,,,,,,,,
56,2005,2005-12-24,15,25.177,TEN,@,MIA,L 10-24,*,,,,,,,,
57,2005,2006-01-01,16,25.185,TEN,@,JAX,L 13-40,*,,,,,,,,
58,2007,2007-09-09,1,27.071,MIN,,ATL,W 24-3,,,,,,,,,
59,2007,2007-09-16,2,27.078,MIN,@,DET,L 17-20,,,,,,,,,
60,2007,2007-09-23,3,27.085,MIN,@,KAN,L 10-13,,,,,,,,,
61,2007,2007-09-30,4,27.092,MIN,,GNB,L 16-23,,,,,,,,,
62,2007,2007-10-14,5,27.106,MIN,@,CHI,W 34-31,,,,,,,,,
63,2007,2007-10-21,6,27.113,MIN,@,DAL,L 14-24,*,,,,,,,,
64,2007,2007-10-28,7,27.120,MIN,,PHI,L 16-23,*,,,,,,,,
65,2007,2007-11-04,8,27.127,MIN,,SDG,W 35-17,,,,,,,,,
66,2007,2007-11-11,9,27.134,MIN,@,GNB,L 0-34,,,,,,,,,
67,2007,2007-11-18,10,27.141,MIN,,OAK,W 29-22,,,,,,,,,
68,2007,2007-11-25,11,27.148,MIN,@,NYG,W 41-17,,,,,,,,,
69,2007,2007-12-23,15,27.176,MIN,,WAS,L 21-32,,,,,,,,,
70,2007,2007-12-30,16,27.183,MIN,@,DEN,L 19-22,,,,,,,,,
