ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,def_int,def_int_yds,def_int_td
1,2002,2002-09-08,1,22.070,TEN,,PHI,W 27-24,*,,,,,,,,
2,2002,2002-09-15,2,22.077,TEN,@,DAL,L 13-21,*,,,,,,,,
3,2002,2002-09-22,3,22.084,TEN,,CLE,L 28-31,*,,,,,,,,
4,2002,2002-09-29,4,22.091,TEN,@,OAK,L 25-52,*,,,,,,,,
5,2002,2002-10-06,5,22.098,TEN,,WAS,L 14-31,*,,,,,,,,
6,2002,2002-10-13,6,22.105,TEN,,JAX,W 23-14,*,0,0,,0,0.5,0,0,0
7,2002,2002-10-27,7,22.119,TEN,@,CIN,W 30-24,*,,,,,,,,
8,2002,2002-11-03,8,22.126,TEN,@,IND,W 23-15,*,0,0,,0,1.0,0,0,0
9,2002,2002-11-10,9,22.133,TEN,,HOU,W 17-10,*,,,,,,,,
10,2002,2002-11-17,10,22.140,TEN,,PIT,W 31-23,*,0,0,,0,0.5,0,0,0
11,2002,2002-11-24,11,22.147,TEN,@,BAL,L 12-13,*,,,,,,,,
12,2002,2002-12-01,12,22.154,TEN,@,NYG,W 32-29,*,,,,,,,,
13,2002,2002-12-08,13,22.161,TEN,,IND,W 27-17,*,0,0,,0,0.0,1,0,0
14,2002,2002-12-16,14,22.169,TEN,,NWE,W 24-7,*,,,,,,,,
15,2002,2002-12-22,15,22.175,TEN,@,JAX,W 28-10,*,,,,,,,,
16,2002,2002-12-29,16,22.182,TEN,@,HOU,W 13-3,*,,,,,,,,
17,2003,2003-09-07,1,23.069,TEN,,OAK,W 25-20,*,,,,,,,,
18,2003,2003-09-14,2,23.076,TEN,@,IND,L 7-33,*,,,,,,,,
19,2003,2003-09-21,3,23.083,TEN,,NOR,W 27-12,*,,,,,,,,
20,2003,2003-09-28,4,23.090,TEN,@,PIT,W 30-13,*,,,,,,,,
21,2003,2003-10-05,5,23.097,TEN,@,NWE,L 30-38,*,0,0,,0,0.5,0,0,0
22,2003,2003-10-12,6,23.104,TEN,,HOU,W 38-17,*,,,,,,,,
23,2003,2003-10-19,7,23.111,TEN,@,CAR,W 37-17,*,,,,,,,,
24,2003,2003-10-26,8,23.118,TEN,@,JAX,W 30-17,*,,,,,,,,
25,2003,2003-11-09,9,23.132,TEN,,MIA,W 31-7,*,,,,,,,,
26,2003,2003-11-16,10,23.139,TEN,,JAX,W 10-3,*,,,,,,,,
27,2003,2003-11-23,11,23.146,TEN,@,ATL,W 38-31,*,,,,,,,,
28,2003,2003-12-01,12,23.154,TEN,@,NYJ,L 17-24,*,,,,,,,,
29,2003,2003-12-07,13,23.160,TEN,,IND,L 27-29,*,,,,,,,,
30,2003,2003-12-14,14,23.167,TEN,,BUF,W 28-26,*,,,,,,,,
31,2003,2003-12-21,15,23.174,TEN,@,HOU,W 27-24,*,,,,,,,,
32,2003,2003-12-28,16,23.181,TEN,,TAM,W 33-13,*,0,0,,0,0.0,2,0,0
33,2004,2004-09-11,1,24.073,TEN,@,MIA,W 17-7,*,,,,,,,,
34,2004,2004-09-19,2,24.081,TEN,,IND,L 17-31,*,,,,,,,,
35,2004,2004-09-26,3,24.088,TEN,,JAX,L 12-15,*,,,,,,,,
36,2004,2004-10-03,4,24.095,TEN,@,SDG,L 17-38,*,,,,,,,,
37,2004,2004-10-11,5,24.103,TEN,@,GNB,W 48-27,*,0,0,,0,0.0,1,13,0
38,2004,2004-10-17,6,24.109,TEN,,HOU,L 10-20,*,0,0,,0,1.0,0,0,0
39,2004,2004-10-24,7,24.116,TEN,@,MIN,L 3-20,*,,,,,,,,
40,2004,2004-10-31,8,24.123,TEN,,CIN,W 27-20,*,,,,,,,,
41,2004,2004-11-14,9,24.137,TEN,,CHI,L 17-19,*,,,,,,,,
42,2005,2005-09-11,1,25.073,TEN,@,PIT,L 7-34,,,,,,,,,
43,2005,2005-09-18,2,25.080,TEN,,BAL,W 25-10,*,,,,,,,,
44,2005,2005-09-25,3,25.087,TEN,@,STL,L 27-31,*,0,0,,0,0.0,1,1,0
45,2005,2005-10-02,4,25.094,TEN,,IND,L 10-31,*,,,,,,,,
46,2005,2005-10-09,5,25.101,TEN,@,HOU,W 34-20,*,1,9,9.00,0,0.0,0,0,0
47,2005,2005-10-16,6,25.108,TEN,,CIN,L 23-31,*,,,,,,,,
48,2005,2005-10-23,7,25.115,TEN,@,ARI,L 10-20,*,,,,,,,,
49,2005,2005-10-30,8,25.122,TEN,,OAK,L 25-34,*,,,,,,,,
50,2005,2005-11-06,9,25.129,TEN,@,CLE,L 14-20,*,,,,,,,,
51,2005,2005-11-20,10,25.143,TEN,,JAX,L 28-31,*,,,,,,,,
52,2005,2005-11-27,11,25.150,TEN,,SFO,W 33-22,*,,,,,,,,
