ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,2011,2011-09-11,1,23.311,SDG,,MIN,W 24-17,,2,2,21,10.50,0,100.0%,10.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,5,38,7.60,0,0,0
2,2011,2011-09-18,2,23.318,SDG,@,NWE,L 21-35,,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,-2,-2.00,0,0,0
3,2011,2011-09-25,3,23.325,SDG,,KAN,W 20-17,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,9,4.50,0,0,0
4,2011,2011-11-06,8,24.002,SDG,,GNB,L 38-45,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2013,2013-10-13,6,25.343,SEA,,TEN,W 20-13,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2013,2013-10-17,7,25.347,SEA,@,ARI,W 34-22,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2013,2013-11-03,9,25.364,SEA,,TAM,W 27-24,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2013,2013-12-29,16,26.055,SEA,,STL,W 27-9,*,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2014,2014-09-04,1,26.304,SEA,,GNB,W 36-16,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
10,2014,2014-09-14,2,26.314,SEA,@,SDG,L 21-30,,2,2,17,8.50,0,100.0%,8.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
11,2014,2014-09-21,3,26.321,SEA,,DEN,W 26-20,,5,2,22,11.00,0,40.0%,4.40,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,5,36,7.20,0,0,0
12,2014,2014-10-06,4,26.336,SEA,@,WAS,W 27-17,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,5,54,10.80,0,0,0
13,2014,2014-10-12,5,26.342,SEA,,DAL,L 23-30,,3,1,5,5.00,0,33.3%,1.67,1,-2,-2.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
14,2014,2014-10-19,6,26.349,SEA,@,STL,L 26-28,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,2,43,21.50,0,2,19,9.50,0,0,0
15,2014,2014-11-09,9,27.005,SEA,,NYG,W 38-17,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,1,0.50,0,0,0
16,2014,2014-11-16,10,27.012,SEA,@,KAN,L 20-24,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,10,10.00,0,0,0
17,2014,2014-11-23,11,27.019,SEA,,ARI,W 19-3,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,32,16.00,0,0,0
18,2014,2014-11-27,12,27.023,SEA,@,SFO,W 19-3,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,4,29,7.25,0,0,0
19,2014,2014-12-14,14,27.040,SEA,,SFO,W 17-7,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,19,6.33,0,0,0
20,2014,2014-12-21,15,27.047,SEA,@,ARI,W 35-6,,1,1,13,13.00,0,100.0%,13.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,0,0.00,0,0,0
21,2014,2014-12-28,16,27.054,SEA,,STL,W 20-6,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,7,3.50,0,0,0
22,2015,2015-09-13,1,27.313,JAX,,CAR,L 9-20,,2,2,17,8.50,0,100.0%,8.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
23,2015,2015-09-27,3,27.327,JAX,@,NWE,L 17-51,,3,2,28,14.00,0,66.7%,9.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
24,2015,2015-10-04,4,27.334,JAX,@,IND,L 13-16,,3,2,27,13.50,0,66.7%,9.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,17,5.67,0,0,0
25,2015,2015-10-11,5,27.341,JAX,@,TAM,L 31-38,,4,4,64,16.00,0,100.0%,16.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,0,0.00,0,0,0
26,2015,2015-10-18,6,27.348,JAX,,HOU,L 20-31,,12,8,87,10.88,0,66.7%,7.25,0,0,,0,0,0,,0,0,0,,0,0,,,3,79,26.33,0,1,7,7.00,0,0,0
27,2015,2015-10-25,7,27.355,JAX,,BUF,W 34-31,*,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,1.00,0,0,0,,0,0,0
28,2015,2015-11-08,8,28.004,JAX,@,NYJ,L 23-28,,7,5,54,10.80,1,71.4%,7.71,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
29,2015,2015-11-15,9,28.011,JAX,@,BAL,W 22-20,,5,3,29,9.67,0,60.0%,5.80,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,2,1.00,0,0,0
30,2015,2015-11-19,10,28.015,JAX,,TEN,W 19-13,,3,2,35,17.50,0,66.7%,11.67,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,0,0
31,2015,2015-11-29,11,28.025,JAX,,SDG,L 25-31,,3,1,4,4.00,0,33.3%,1.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
32,2015,2015-12-06,12,28.032,JAX,@,TEN,L 39-42,,2,2,18,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,4,4.00,0,0,0
33,2016,2016-10-02,4,28.333,JAX,,IND,W 30-27,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
34,2016,2016-10-16,5,28.347,JAX,@,CHI,W 17-16,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
35,2016,2016-10-27,7,28.358,JAX,@,TEN,L 22-36,,2,2,14,7.00,1,100.0%,7.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,0,0.00,0,1,6
36,2016,2016-11-06,8,29.002,JAX,@,KAN,L 14-19,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,4,34,8.50,0,0,0
37,2016,2016-11-27,11,29.023,JAX,@,BUF,L 21-28,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,14,14.00,0,0,0
38,2016,2016-12-04,12,29.030,JAX,,DEN,L 10-20,,6,3,31,10.33,0,50.0%,5.17,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,4,17,4.25,0,0,0
39,2016,2016-12-11,13,29.037,JAX,,MIN,L 16-25,*,4,4,31,7.75,1,100.0%,7.75,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,4,4.00,0,1,6
40,2016,2016-12-18,14,29.044,JAX,@,HOU,L 20-21,,5,2,26,13.00,0,40.0%,5.20,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,9,4.50,0,0,0
41,2016,2016-12-24,15,29.050,JAX,,TEN,W 38-17,*,6,5,45,9.00,0,83.3%,7.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,10,5.00,0,0,0
42,2016,2017-01-01,16,29.058,JAX,@,IND,L 20-24,*,9,8,84,10.50,0,88.9%,9.33,1,4,4.00,0,0,0,,0,0,0,,0,0,,,2,39,19.50,0,2,-2,-1.00,0,0,0
