ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1978,1978-09-03,1,22.197,CLE,,SFO,W 24-7,0,0,,0,0,0,,0,0,0,,0,0,,,5,175,35.00,0
2,1978,1978-09-10,2,22.204,CLE,,CIN,W 13-10,0,0,,0,0,0,,0,0,0,,0,0,,,7,278,39.71,0
3,1978,1978-09-17,3,22.211,CLE,@,ATL,W 24-16,0,0,,0,0,0,,0,0,0,,0,0,,,8,306,38.25,0
4,1978,1978-09-24,4,22.218,CLE,@,PIT,L 9-15,0,0,,0,0,0,,0,0,0,,0,0,,,6,250,41.67,0
5,1978,1978-10-01,5,22.225,CLE,,HOU,L 13-16,0,0,,0,0,0,,0,0,0,,0,0,,,7,296,42.29,0
6,1978,1978-10-08,6,22.232,CLE,@,NOR,W 24-16,0,0,,0,0,0,,0,0,0,,0,0,,,3,154,51.33,0
7,1978,1978-10-15,7,22.239,CLE,,PIT,L 14-34,0,0,,0,0,0,,0,0,0,,0,0,,,4,125,31.25,0
8,1978,1978-10-22,8,22.246,CLE,@,KAN,L 3-17,0,0,,0,0,0,,0,0,0,,0,0,,,7,316,45.14,0
9,1978,1978-10-29,9,22.253,CLE,,BUF,W 41-20,0,0,,0,0,0,,0,0,0,,0,0,,,2,59,29.50,0
10,1978,1978-11-05,10,22.260,CLE,@,HOU,L 10-14,0,0,,0,0,0,,0,0,0,,0,0,,,10,407,40.70,0
11,1978,1978-11-12,11,22.267,CLE,,DEN,L 7-19,0,0,,0,0,0,,0,0,0,,0,0,,,7,228,32.57,0
12,1978,1978-11-19,12,22.274,CLE,@,BAL,W 45-24,1,12,12.00,0,0,0,,0,0,0,,0,0,,,2,54,27.00,0
13,1978,1978-11-26,13,22.281,CLE,,RAM,W 30-19,0,0,,0,0,0,,0,0,0,,0,0,,,5,168,33.60,0
14,1978,1978-12-03,14,22.288,CLE,@,SEA,L 24-47,1,0,0.00,0,1,1,100.00,19,0,0,118.7,0,0,19.00,19.00,1,58,58.00,0
15,1978,1978-12-10,15,22.295,CLE,,NYJ,W 37-34,0,0,,0,0,0,,0,0,0,,0,0,,,1,42,42.00,0
16,1978,1978-12-17,16,22.302,CLE,@,CIN,L 16-48,0,0,,0,0,0,,0,0,0,,0,0,,,4,173,43.25,0
17,1979,1979-09-02,1,23.196,CLE,@,NYJ,W 25-22,0,0,,0,0,0,,0,0,0,,0,0,,,2,86,43.00,1
18,1979,1979-09-09,2,23.203,CLE,@,KAN,W 27-24,0,0,,0,0,0,,0,0,0,,0,0,,,5,249,49.80,0
19,1979,1979-09-16,3,23.210,CLE,,BAL,W 13-10,0,0,,0,0,0,,0,0,0,,0,0,,,5,215,43.00,1
20,1979,1979-09-24,4,23.218,CLE,,DAL,W 26-7,0,0,,0,0,0,,0,0,0,,0,0,,,8,291,36.38,0
21,1979,1979-09-30,5,23.224,CLE,@,HOU,L 10-31,0,0,,0,0,0,,0,0,0,,0,0,,,5,226,45.20,0
22,1979,1979-10-07,6,23.231,CLE,,PIT,L 35-51,0,0,,0,1,1,100.00,14,0,0,118.7,0,0,14.00,14.00,2,65,32.50,0
23,1979,1979-10-14,7,23.238,CLE,,WAS,L 9-13,0,0,,0,0,0,,0,0,0,,0,0,,,5,215,43.00,0
24,1979,1979-10-21,8,23.245,CLE,,CIN,W 28-27,0,0,,0,0,0,,0,0,0,,0,0,,,4,161,40.25,0
25,1979,1979-10-28,9,23.252,CLE,@,STL,W 38-20,0,0,,0,0,0,,0,0,0,,0,0,,,2,89,44.50,0
26,1979,1979-11-04,10,23.259,CLE,@,PHI,W 24-19,0,0,,0,0,0,,0,0,0,,0,0,,,4,159,39.75,0
27,1979,1979-11-11,11,23.266,CLE,,SEA,L 24-29,0,0,,0,0,0,,0,0,0,,0,0,,,4,162,40.50,0
28,1979,1979-11-18,12,23.273,CLE,,MIA,W 30-24,0,0,,0,0,0,,0,0,0,,0,0,,,5,171,34.20,0
29,1979,1979-11-25,13,23.280,CLE,@,PIT,L 30-33,0,0,,0,0,0,,0,0,0,,0,0,,,4,185,46.25,0
30,1979,1979-12-02,14,23.287,CLE,,HOU,W 14-7,0,0,,0,0,0,,0,0,0,,0,0,,,4,156,39.00,0
31,1979,1979-12-09,15,23.294,CLE,@,OAK,L 14-19,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,4,155,38.75,0
32,1979,1979-12-16,16,23.301,CLE,@,CIN,L 12-16,0,0,,0,0,0,,0,0,0,,0,0,,,6,259,43.17,0
33,1980,1980-09-07,1,24.202,CLE,@,NWE,L 17-34,0,0,,0,0,0,,0,0,0,,0,0,,,6,231,38.50,0
34,1980,1980-09-15,2,24.210,CLE,,HOU,L 7-16,0,0,,0,0,0,,0,0,0,,0,0,,,6,218,36.33,0
35,1980,1980-09-21,3,24.216,CLE,,KAN,W 20-13,1,-1,-1.00,0,0,0,,0,0,0,,0,0,,,2,73,36.50,0
36,1980,1980-09-28,4,24.223,CLE,@,TAM,W 34-27,0,0,,0,0,0,,0,0,0,,0,0,,,4,152,38.00,0
37,1980,1980-10-05,5,24.230,CLE,,DEN,L 16-19,0,0,,0,0,0,,0,0,0,,0,0,,,4,146,36.50,0
38,1980,1980-10-12,6,24.237,CLE,@,SEA,W 27-3,0,0,,0,0,0,,0,0,0,,0,0,,,3,104,34.67,0
39,1980,1980-10-19,7,24.244,CLE,,GNB,W 26-21,0,0,,0,0,0,,0,0,0,,0,0,,,4,172,43.00,0
40,1980,1980-10-26,8,24.251,CLE,,PIT,W 27-26,1,0,0.00,0,0,0,,0,0,0,,0,0,,,3,134,44.67,0
41,1980,1980-11-03,9,24.259,CLE,,CHI,W 27-21,0,0,,0,0,0,,0,0,0,,0,0,,,3,146,48.67,0
