ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,def_int,def_int_yds,def_int_td
1,1971,1971-11-14,9,22.192,KAN,,CLE,W 13-7,1,23,23.00,0,0,0,,0,0,0,0
2,1971,1971-11-21,10,22.199,KAN,,DEN,W 28-10,2,67,33.50,0,1,0,0.00,0,0,0,0
3,1971,1971-11-25,11,22.203,KAN,@,DET,L 21-32,4,91,22.75,0,0,0,,0,0,0,0
4,1971,1971-12-06,12,22.214,KAN,@,SFO,W 26-17,2,40,20.00,0,1,4,4.00,0,0,0,0
5,1971,1971-12-12,13,22.220,KAN,,OAK,W 16-14,,,,,,,,,,,
6,1971,1971-12-19,14,22.227,KAN,,BUF,W 22-9,3,87,29.00,0,1,1,1.00,0,0,0,0
7,1972,1972-09-17,1,23.134,KAN,,MIA,L 10-20,,,,,,,,,,,
8,1972,1972-09-25,2,23.142,KAN,@,NOR,W 20-17,,,,,,,,,,,
9,1972,1972-10-01,3,23.148,KAN,@,DEN,W 45-24,,,,,,,,,,,
10,1972,1972-10-08,4,23.155,KAN,@,CLE,W 31-7,1,18,18.00,0,1,3,3.00,0,0,0,0
11,1972,1972-12-03,12,23.211,KAN,,DEN,W 24-21,,,,,,,,,,,
12,1972,1972-12-10,13,23.218,KAN,,BAL,W 24-10,,,,,,,,,,,
13,1972,1972-12-17,14,23.225,KAN,@,ATL,W 17-14,1,17,17.00,0,0,0,,0,0,0,0
14,1973,1973-09-16,1,24.133,KAN,,RAM,L 13-23,,,,,,,,,,,
15,1973,1973-09-23,2,24.140,KAN,@,NWE,W 10-7,0,0,,0,0,0,,0,1,0,0
16,1973,1973-09-30,3,24.147,KAN,,OAK,W 16-3,,,,,,,,,,,
17,1973,1973-10-07,4,24.154,KAN,,DEN,W 16-14,0,0,,0,1,6,6.00,0,0,0,0
18,1973,1973-10-14,5,24.161,KAN,@,GNB,T 10-10,,,,,,,,,,,
19,1973,1973-10-21,6,24.168,KAN,@,CIN,L 6-14,,,,,,,,,,,
20,1973,1973-10-29,7,24.176,KAN,@,BUF,L 14-23,,,,,,,,,,,
21,1973,1973-11-04,8,24.182,KAN,@,SDG,W 19-0,,,,,,,,,,,
22,1973,1973-11-12,9,24.190,KAN,,CHI,W 19-7,2,45,22.50,0,0,0,,0,0,0,0
23,1973,1973-11-18,10,24.196,KAN,,HOU,W 38-14,0,0,,0,1,3,3.00,0,0,0,0
24,1973,1973-12-08,13,24.216,KAN,@,OAK,L 7-37,,,,,,,,,,,
25,1973,1973-12-16,14,24.224,KAN,,SDG,W 33-6,0,0,,0,0,0,,0,1,17,0
26,1974,1974-09-15,1,25.132,KAN,,NYJ,W 24-16,0,0,,0,0,0,,0,1,0,0
27,1974,1974-09-22,2,25.139,KAN,@,OAK,L 7-27,0,0,,0,3,11,3.67,0,0,0,0
28,1974,1974-09-29,3,25.146,KAN,@,HOU,W 17-7,,,,,,,,,,,
29,1974,1974-10-06,4,25.153,KAN,,DEN,L 14-17,,,,,,,,,,,
30,1974,1974-10-13,5,25.160,KAN,,PIT,L 24-34,0,0,,0,0,0,,0,1,0,0
31,1974,1974-10-20,6,25.167,KAN,@,MIA,L 3-9,,,,,,,,,,,
32,1974,1974-10-27,7,25.174,KAN,@,SDG,W 24-14,0,0,,0,0,0,,0,1,0,0
33,1974,1974-11-03,8,25.181,KAN,,NYG,L 27-33,,,,,,,,,,,
34,1974,1974-11-10,9,25.188,KAN,,SDG,L 7-14,0,0,,0,0,0,,0,1,0,0
35,1974,1974-11-18,10,25.196,KAN,@,DEN,W 42-34,0,0,,0,1,19,19.00,0,0,0,0
36,1974,1974-11-24,11,25.202,KAN,@,CIN,L 6-33,,,,,,,,,,,
37,1975,1975-09-21,1,26.138,KAN,@,DEN,L 33-37,0,0,,0,2,21,10.50,0,0,0,0
38,1975,1975-09-28,2,26.145,KAN,,NYJ,L 24-30,0,0,,0,0,0,,0,1,0,0
39,1975,1975-10-05,3,26.152,KAN,,SFO,L 3-20,,,,,,,,,,,
40,1975,1975-10-12,4,26.159,KAN,,OAK,W 42-10,0,0,,0,0,0,,0,1,28,0
41,1975,1975-10-19,5,26.166,KAN,@,SDG,W 12-10,,,,,,,,,,,
42,1975,1975-10-26,6,26.173,KAN,,DEN,W 26-13,0,0,,0,0,0,,0,1,12,0
43,1975,1975-11-02,7,26.180,KAN,,HOU,L 13-17,0,0,,0,2,15,7.50,0,0,0,0
44,1975,1975-11-10,8,26.188,KAN,@,DAL,W 34-31,0,0,,0,1,5,5.00,0,0,0,0
45,1976,1976-09-12,1,27.129,KAN,,SDG,L 16-30,,,,,,,,,,,
46,1976,1976-09-20,2,27.137,KAN,,OAK,L 21-24,,,,,,,,,,,
47,1976,1976-09-26,3,27.143,KAN,,NOR,L 17-27,0,0,,0,1,4,4.00,0,1,0,0
48,1976,1976-10-03,4,27.150,KAN,@,BUF,L 17-50,,,,,,,,,,,
49,1976,1976-10-10,5,27.157,KAN,@,WAS,W 33-30,,,,,,,,,,,
50,1976,1976-10-17,6,27.164,KAN,@,MIA,W 20-17,0,0,,0,0,0,,0,1,0,0
51,1976,1976-10-24,7,27.171,KAN,,DEN,L 26-35,0,0,,0,0,0,,0,1,22,0
52,1976,1976-10-31,8,27.178,KAN,@,TAM,W 28-19,,,,,,,,,,,
53,1976,1976-11-07,9,27.185,KAN,,PIT,L 0-45,,,,,,,,,,,
54,1976,1976-11-14,10,27.192,KAN,@,OAK,L 10-21,0,0,,0,0,0,,0,1,0,0
55,1976,1976-11-21,11,27.199,KAN,,CIN,L 24-27,,,,,,,,,,,
56,1976,1976-11-28,12,27.206,KAN,@,SDG,W 23-20,,,,,,,,,,,
57,1976,1976-12-05,13,27.213,KAN,@,DEN,L 16-17,0,0,,0,0,0,,0,1,4,0
58,1976,1976-12-12,14,27.220,KAN,,CLE,W 39-14,,,,,,,,,,,
