ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
32,1988,1988-11-20,12,26.061,DEN,@,NOR,L 0-42,,,,,,,,,,,
33,1988,1988-11-27,13,26.068,DEN,,RAM,W 35-24,,,,,,,,,,,
34,1988,1988-12-04,14,26.075,DEN,@,RAI,L 20-21,,,,,,,,,,,
35,1988,1988-12-11,15,26.082,DEN,@,SEA,L 14-42,,,,,,,,,,,
36,1988,1988-12-17,16,26.088,DEN,,NWE,W 21-10,,,,,,,,,,,
37,1989,1989-11-12,10,27.053,DEN,@,KAN,W 16-13,,,,,,,,,,,
38,1989,1989-11-20,11,27.061,DEN,@,WAS,W 14-10,,,,,,,,,,,
39,1989,1989-11-26,12,27.067,DEN,,SEA,W 41-14,,,,,,,,,,,
40,1990,1990-09-09,1,27.354,ATL,,HOU,W 47-27,,,,,,,,,,,
41,1990,1990-09-16,2,27.361,ATL,@,DET,L 14-21,,,,,,,,,,,
42,1990,1990-09-23,3,28.003,ATL,@,SFO,L 13-19,,,,,,,,,,,
43,1990,1990-10-07,4,28.017,ATL,,NOR,W 28-27,,,,,,,,,,,
44,1990,1990-10-14,5,28.024,ATL,,SFO,L 35-45,,,,,,,,,,,
45,1990,1990-10-21,6,28.031,ATL,@,RAM,L 24-44,,,,,,,,,,,
46,1990,1990-10-28,7,28.038,ATL,,CIN,W 38-17,,,,,,,,,,,
47,1990,1990-11-04,8,28.045,ATL,@,PIT,L 9-21,,,,,,,,,,,
48,1990,1990-11-11,9,28.052,ATL,@,CHI,L 24-30,,,,,,,,,,,
49,1990,1990-11-18,10,28.059,ATL,,PHI,L 23-24,,,,,,,,,,,
50,1990,1990-11-25,11,28.066,ATL,@,NOR,L 7-10,,,,,,,,,,,
51,1990,1990-12-02,12,28.073,ATL,@,TAM,L 17-23,,,,,,,,,,,
52,1990,1990-12-09,13,28.080,ATL,,PHO,L 13-24,,,,,,,,,,,
53,1990,1990-12-16,14,28.087,ATL,@,CLE,L 10-13,,,,,,,,,,,
54,1990,1990-12-23,15,28.094,ATL,,RAM,W 20-13,,,,,,,,,,,
55,1990,1990-12-30,16,28.101,ATL,,DAL,W 26-7,,,,,,,,,,,
56,1991,1991-09-01,1,28.346,ATL,@,KAN,L 3-14,,1,22,22.00,0,,,0,0,,0
57,1991,1991-09-08,2,28.353,ATL,,MIN,L 19-20,,0,0,,0,,,,,,
58,1991,1991-09-15,3,28.360,ATL,@,SDG,W 13-10,,0,0,,0,,,,,,
59,1991,1991-09-22,4,29.002,ATL,,RAI,W 21-17,,0,0,,0,,,,,,
60,1991,1991-09-29,5,29.009,ATL,,NOR,L 6-27,,0,0,,0,,,,,,
61,1991,1991-10-13,6,29.023,ATL,@,SFO,W 39-34,,0,0,,0,,,,,,
62,1991,1991-10-20,7,29.030,ATL,@,PHO,L 10-16,,0,0,,0,,,,,,
63,1991,1991-10-27,8,29.037,ATL,,RAM,W 31-14,,0,0,,0,,,,,,
64,1991,1991-11-03,9,29.044,ATL,,SFO,W 17-14,,0,0,,0,,,,,,
65,1991,1991-11-10,10,29.051,ATL,@,WAS,L 17-56,,0,0,,0,,,,,,
66,1991,1991-11-17,11,29.058,ATL,,TAM,W 43-7,,0,0,,0,,,,,,
67,1991,1991-11-24,12,29.065,ATL,@,NOR,W 23-20,,0,0,,0,,,,,,
68,1991,1991-12-01,13,29.072,ATL,,GNB,W 35-31,,0,0,,0,,,,,,
69,1991,1991-12-08,14,29.079,ATL,@,RAM,W 31-14,,0,0,,0,,,,,,
70,1991,1991-12-15,15,29.086,ATL,,SEA,W 26-13,,0,0,,0,,,,,,
71,1991,1991-12-22,16,29.093,ATL,@,DAL,L 27-31,,0,0,,0,,,,,,
72,1992,1992-09-06,1,29.352,ATL,,NYJ,W 20-17,,,,,,0.0%,,,,,
73,1992,1992-09-13,2,29.359,ATL,@,WAS,L 17-24,,,,,,0.0%,,,,,
74,1992,1992-09-20,3,30.000,ATL,,NOR,L 7-10,,,,,,0.0%,,,,,
75,1992,1992-09-27,4,30.007,ATL,@,CHI,L 31-41,,,,,,0.0%,,,,,
76,1992,1992-10-04,5,30.014,ATL,,GNB,W 24-10,,,,,,0.0%,,,,,
77,1992,1992-10-11,6,30.021,ATL,@,MIA,L 17-21,,,,,,0.0%,,,,,
78,1992,1992-10-18,7,30.028,ATL,@,SFO,L 17-56,,,,,,0.0%,,,,,
79,1992,1992-11-01,8,30.042,ATL,,RAM,W 30-28,,,,,,0.0%,,,,,
80,1992,1992-11-09,9,30.050,ATL,,SFO,L 3-41,,,,,,0.0%,,,,,
81,1992,1992-11-15,10,30.056,ATL,,PHO,W 20-17,,,,,,0.0%,,,,,
82,1992,1992-11-22,11,30.063,ATL,@,BUF,L 14-41,,,,,,0.0%,,,,,
83,1992,1992-11-29,12,30.070,ATL,,NWE,W 34-0,,,,,,0.0%,,,,,
84,1992,1992-12-03,13,30.074,ATL,@,NOR,L 14-22,,,,,,0.0%,,,,,
85,1992,1992-12-13,14,30.084,ATL,@,TAM,W 35-7,,,,,,0.0%,,,,,
86,1992,1992-12-21,15,30.092,ATL,,DAL,L 17-41,,,,,,0.0%,,,,,
87,1992,1992-12-27,16,30.098,ATL,@,RAM,L 27-38,,,,,,0.0%,,,,,
88,1993,1993-09-05,1,30.350,ATL,@,DET,L 13-30,,,,,,0.0%,,0,0,,0
89,1993,1993-09-12,2,30.357,ATL,,NOR,L 31-34,,,,,,0.0%,,0,0,,0
90,1993,1993-09-19,3,30.364,ATL,@,SFO,L 30-37,,,,,,0.0%,,0,0,,0
91,1993,1993-09-27,4,31.007,ATL,,PIT,L 17-45,,,,,,0.0%,,0,0,,0
92,1993,1993-10-03,5,31.013,ATL,@,CHI,L 0-6,,,,,,0.0%,,0,0,,0
93,1993,1993-10-14,6,31.024,ATL,,RAM,W 30-24,,,,,,0.0%,,0,0,,0
94,1993,1993-10-24,7,31.034,ATL,@,NOR,W 26-15,,,,,,0.0%,,0,0,,0
95,1993,1993-10-31,8,31.041,ATL,,TAM,L 24-31,,,,,,0.0%,,0,0,,0
96,1993,1993-11-14,9,31.055,ATL,@,RAM,W 13-0,,,,,,0.0%,,0,0,,0
97,1993,1993-11-21,10,31.062,ATL,,DAL,W 27-14,,,,,,0.0%,,0,0,,0
98,1993,1993-11-28,11,31.069,ATL,,CLE,W 17-14,,,,,,0.0%,,0,0,,0
99,1993,1993-12-05,12,31.076,ATL,@,HOU,L 17-33,,,,,,0.0%,,0,0,,0
100,1993,1993-12-11,13,31.082,ATL,,SFO,W 27-24,,,,,,0.0%,,0,0,,0
101,1993,1993-12-19,14,31.090,ATL,@,WAS,L 17-30,,0,0,,0,0.0%,,1,7,7.00,0
102,1993,1993-12-26,15,31.097,ATL,@,CIN,L 17-21,,,,,,0.0%,,0,0,,0
103,1993,1994-01-02,16,31.104,ATL,,PHO,L 10-27,,,,,,0.0%,,0,0,,0
