ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1996,1996-11-10,10,24.065,NOR,,HOU,L 14-31,,,,,
2,1996,1996-11-17,11,24.072,NOR,@,ATL,L 15-17,,,,,
3,1997,1997-08-31,1,24.359,NOR,@,STL,L 24-38,,,,,
4,1997,1997-09-07,2,25.001,NOR,,SDG,L 6-20,,,,,
5,1997,1997-09-14,3,25.008,NOR,@,SFO,L 7-33,,,,,
6,1997,1997-09-21,4,25.015,NOR,,DET,W 35-17,,,,,
7,1997,1997-09-28,5,25.022,NOR,@,NYG,L 9-14,,,,,
8,1997,1997-10-05,6,25.029,NOR,@,CHI,W 20-17,,,,,
9,1997,1997-10-12,7,25.036,NOR,,ATL,L 17-23,,,,,
10,1997,1997-11-09,10,25.064,NOR,@,OAK,W 13-10,,,,,
11,1997,1997-11-16,11,25.071,NOR,,SEA,W 20-17,,,,,
12,1997,1997-11-23,12,25.078,NOR,@,ATL,L 3-20,,,,,
13,1997,1997-11-30,13,25.085,NOR,@,CAR,W 16-13,,,,,
14,1997,1997-12-07,14,25.092,NOR,,STL,L 27-34,,,,,
15,1997,1997-12-14,15,25.099,NOR,,ARI,W 27-10,,,,,
16,1997,1997-12-21,16,25.106,NOR,@,KAN,L 13-25,,,,,
17,1998,1998-09-06,1,26.000,NOR,@,STL,W 24-17,,,,,
18,1998,1998-09-13,2,26.007,NOR,,CAR,W 19-14,,,,,
19,1998,1998-09-27,3,26.021,NOR,@,IND,W 19-13,,,,,
20,1998,1998-10-04,4,26.028,NOR,,NWE,L 27-30,,,,,
21,1998,1998-10-11,5,26.035,NOR,,SFO,L 0-31,,,,,
22,1998,1998-10-18,6,26.042,NOR,@,ATL,L 23-31,,,,,
23,1998,1998-10-25,7,26.049,NOR,,TAM,W 9-3,,,,,
24,1998,1998-11-01,8,26.056,NOR,@,CAR,L 17-31,,,,,
25,1998,1998-11-08,9,26.063,NOR,@,MIN,L 24-31,,,,,
26,1998,1998-11-15,10,26.070,NOR,,STL,W 24-3,,,,,
27,1998,1998-11-22,11,26.077,NOR,@,SFO,L 20-31,,,,,
28,1998,1998-11-29,12,26.084,NOR,@,MIA,L 10-30,,,,,
29,1998,1998-12-06,13,26.091,NOR,,DAL,W 22-3,,,,,
30,1998,1998-12-13,14,26.098,NOR,,ATL,L 17-27,,,,,
31,1998,1998-12-20,15,26.105,NOR,@,ARI,L 17-19,,,,,
