ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1990,1990-09-09,1,23.199,ATL,,HOU,W 47-27,17,54,3.18,1,,2,23,11.50,0,,,0,0,,0,0,0,,,,,,0,0,,0,1,6
2,1990,1990-09-16,2,23.206,ATL,@,DET,L 14-21,19,88,4.63,1,,3,26,8.67,0,,,0,0,,0,0,0,,,,,,0,0,,0,1,6
3,1990,1990-09-23,3,23.213,ATL,@,SFO,L 13-19,15,45,3.00,0,,1,2,2.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
4,1990,1990-10-07,4,23.227,ATL,,NOR,W 28-27,12,46,3.83,0,,1,-2,-2.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
5,1990,1990-10-14,5,23.234,ATL,,SFO,L 35-45,1,-1,-1.00,0,,2,12,6.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
6,1990,1990-10-21,6,23.241,ATL,@,RAM,L 24-44,8,55,6.88,0,,4,18,4.50,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
7,1990,1990-10-28,7,23.248,ATL,,CIN,W 38-17,11,81,7.36,1,,1,13,13.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,1,6
8,1990,1990-11-04,8,23.255,ATL,@,PIT,L 9-21,11,18,1.64,0,,3,18,6.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
9,1990,1990-11-11,9,23.262,ATL,@,CHI,L 24-30,5,12,2.40,1,,3,20,6.67,0,,,0,0,,0,0,0,,,,,,0,0,,0,1,6
10,1990,1990-11-18,10,23.269,ATL,,PHI,L 23-24,10,25,2.50,0,,1,5,5.00,0,,,0,0,,0,0,0,,,,,,2,22,11.00,0,0,0
11,1990,1990-11-25,11,23.276,ATL,@,NOR,L 7-10,7,21,3.00,0,,3,25,8.33,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
12,1990,1990-12-09,13,23.290,ATL,,PHO,L 13-24,3,-1,-0.33,0,,0,0,,0,,,0,0,,0,0,0,,,,,,1,23,23.00,0,0,0
13,1990,1990-12-30,16,23.311,ATL,,DAL,W 26-7,7,11,1.57,0,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
14,1991,1991-09-01,1,24.191,ATL,@,KAN,L 3-14,1,1,1.00,0,,1,10,10.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
15,1991,1991-09-08,2,24.198,ATL,,MIN,L 19-20,1,3,3.00,0,,1,-5,-5.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
16,1991,1991-09-15,3,24.205,ATL,@,SDG,W 13-10,20,101,5.05,0,,2,20,10.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
17,1991,1991-09-22,4,24.212,ATL,,RAI,W 21-17,5,7,1.40,0,,1,25,25.00,1,,,0,0,,0,0,0,,,,,,0,0,,0,1,6
18,1991,1991-09-29,5,24.219,ATL,,NOR,L 6-27,3,3,1.00,0,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
19,1991,1991-10-13,6,24.233,ATL,@,SFO,W 39-34,10,104,10.40,0,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
20,1991,1991-10-20,7,24.240,ATL,@,PHO,L 10-16,7,34,4.86,0,,1,12,12.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
21,1991,1991-10-27,8,24.247,ATL,,RAM,W 31-14,0,0,,0,,2,10,5.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
