ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2000,2000-09-03,1,23.004,PIT,,BAL,L 0-16,,1,25,25.00,0,0,0,,0,0,0,0.0,,,0,0,0
2,2000,2000-09-17,2,23.018,PIT,@,CLE,L 20-23,,4,81,20.25,0,2,43,21.50,0,0,0,0.0,,,0,0,0
3,2000,2000-10-01,4,23.032,PIT,@,JAX,W 24-13,,1,31,31.00,0,3,51,17.00,0,0,0,0.0,,,0,0,0
4,2000,2000-10-08,5,23.039,PIT,@,NYJ,W 20-3,,0,0,,0,3,25,8.33,0,0,0,0.0,,,0,0,0
5,2000,2000-10-15,6,23.046,PIT,,CIN,W 15-0,,0,0,,0,6,78,13.00,0,0,0,0.0,,,0,0,0
6,2000,2000-10-22,7,23.053,PIT,,CLE,W 22-0,,0,0,,0,4,74,18.50,0,0,0,0.0,,,0,0,0
7,2000,2000-10-29,8,23.060,PIT,@,BAL,W 9-6,,3,63,21.00,0,0,0,,0,0,0,0.0,,,0,0,0
8,2000,2000-11-05,9,23.067,PIT,@,TEN,L 7-9,,1,23,23.00,0,1,0,0.00,0,0,0,0.0,,,0,0,0
9,2000,2000-11-12,10,23.074,PIT,,PHI,L 23-26,,2,39,19.50,0,3,5,1.67,0,0,0,0.0,,,0,0,0
10,2000,2000-11-19,11,23.081,PIT,,JAX,L 24-34,,2,29,14.50,0,4,28,7.00,0,0,0,0.0,,,0,0,0
11,2000,2000-11-26,12,23.088,PIT,@,CIN,W 48-28,,1,19,19.00,0,1,0,0.00,0,0,0,0.0,,,0,0,0
12,2000,2000-12-03,13,23.095,PIT,,OAK,W 21-20,,3,54,18.00,0,2,23,11.50,0,0,0,0.0,,,0,0,0
13,2000,2000-12-10,14,23.102,PIT,@,NYG,L 10-30,,5,88,17.60,0,0,0,,0,0,0,0.0,,,0,0,0
14,2000,2000-12-16,15,23.108,PIT,,WAS,W 24-3,,0,0,,0,2,56,28.00,1,1,6,0.0,,,0,0,0
15,2000,2000-12-24,16,23.116,PIT,@,SDG,W 34-21,,1,13,13.00,0,5,84,16.80,0,0,0,0.0,,,0,0,0
16,2001,2001-09-09,1,24.010,PIT,@,JAX,L 3-21,,0,0,,0,3,27,9.00,0,0,0,0.0,,,0,0,0
17,2001,2001-09-30,2,24.031,PIT,@,BUF,W 20-3,,0,0,,0,6,91,15.17,0,0,0,0.0,,,0,0,0
18,2001,2001-10-07,3,24.038,PIT,,CIN,W 16-7,,1,30,30.00,0,3,23,7.67,0,0,0,0.0,,,0,0,0
19,2001,2001-10-14,4,24.045,PIT,@,KAN,W 20-17,,0,0,,0,4,25,6.25,0,0,0,0.0,,,0,0,0
20,2001,2001-10-21,5,24.052,PIT,@,TAM,W 17-10,,1,19,19.00,0,2,10,5.00,0,0,0,0.0,,,0,0,0
21,2001,2001-10-29,6,24.060,PIT,,TEN,W 34-7,,2,31,15.50,0,2,31,15.50,0,0,0,0.0,,,0,0,0
22,2001,2001-11-04,7,24.066,PIT,,BAL,L 10-13,,2,34,17.00,0,5,21,4.20,0,0,0,0.0,,,0,0,0
23,2001,2001-11-11,8,24.073,PIT,@,CLE,W 15-12,,3,39,13.00,0,4,32,8.00,0,0,0,0.0,,,0,0,0
24,2001,2001-11-18,9,24.080,PIT,,JAX,W 20-7,,0,0,,0,4,25,6.25,0,0,0,0.0,,,0,0,0
25,2001,2001-11-25,10,24.087,PIT,@,TEN,W 34-24,,2,26,13.00,0,2,7,3.50,0,0,0,0.0,,,0,0,0
