ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td
1,1953,1953-10-04,2,23.038,GNB,,CHI,L 13-17,3,-3,-1.00,0
2,1953,1953-10-11,3,23.045,GNB,,RAM,L 20-38,1,3,3.00,0
3,1953,1953-12-12,12,23.107,GNB,@,RAM,L 17-33,1,18,18.00,0
