ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1972,1972-09-17,1,22.036,NOR,@,RAM,L 14-34,,,,,,,,,,,,,,
2,1972,1972-09-25,2,22.044,NOR,,KAN,L 17-20,,,,,,,,,,,,,,
3,1972,1972-10-01,3,22.050,NOR,,SFO,L 2-37,,,,,,,,,,,,,,
4,1972,1972-10-08,4,22.057,NOR,@,NYG,L 21-45,,,,,,,,,,,,,,
5,1972,1972-10-15,5,22.064,NOR,,ATL,L 14-21,4,17,4.25,0,0,0,,0,0,0,,0,0,0
6,1972,1972-10-22,6,22.071,NOR,@,SFO,T 20-20,2,6,3.00,0,0,0,,0,0,0,,0,0,0
7,1972,1972-10-29,7,22.078,NOR,,PHI,W 21-3,9,37,4.11,0,7,47,6.71,0,0,0,,0,0,0
8,1972,1972-11-05,8,22.085,NOR,@,MIN,L 6-37,2,6,3.00,0,1,5,5.00,0,1,14,14.00,0,0,0
9,1972,1972-11-12,9,22.092,NOR,@,ATL,L 20-36,10,59,5.90,0,1,11,11.00,0,0,0,,0,0,0
10,1972,1972-11-19,10,22.099,NOR,@,DET,L 14-27,7,24,3.43,0,4,44,11.00,0,0,0,,0,0,0
11,1972,1972-11-26,11,22.106,NOR,,RAM,W 19-16,7,11,1.57,0,1,14,14.00,0,0,0,,0,0,0
12,1972,1972-12-03,12,22.113,NOR,@,NYJ,L 17-18,4,29,7.25,0,5,55,11.00,1,0,0,,0,1,6
13,1972,1972-12-10,13,22.120,NOR,,NWE,L 10-17,4,30,7.50,0,4,40,10.00,0,0,0,,0,0,0
14,1972,1972-12-17,14,22.127,NOR,,GNB,L 20-30,5,14,2.80,0,2,10,5.00,1,0,0,,0,1,6
15,1973,1973-09-16,1,23.035,NOR,,ATL,L 7-62,8,40,5.00,0,2,7,3.50,1,0,0,,0,1,6
16,1973,1973-09-24,2,23.043,NOR,@,DAL,L 3-40,10,37,3.70,0,5,31,6.20,0,0,0,,0,0,0
17,1973,1973-09-30,3,23.049,NOR,@,BAL,L 10-14,9,18,2.00,0,4,27,6.75,0,0,0,,0,0,0
18,1973,1973-10-07,4,23.056,NOR,,CHI,W 21-16,7,24,3.43,0,2,9,4.50,0,0,0,,0,0,0
19,1973,1973-10-14,5,23.063,NOR,,DET,W 20-13,15,91,6.07,1,1,16,16.00,0,0,0,,0,1,6
20,1973,1973-10-21,6,23.070,NOR,@,SFO,L 0-40,7,28,4.00,0,0,0,,0,0,0,,0,0,0
21,1973,1973-10-28,7,23.077,NOR,,WAS,W 19-3,9,35,3.89,0,2,13,6.50,1,0,0,,0,1,6
22,1973,1973-11-04,8,23.084,NOR,,BUF,W 13-0,5,19,3.80,0,0,0,,0,0,0,,0,0,0
23,1973,1973-11-11,9,23.091,NOR,@,RAM,L 7-29,6,10,1.67,0,1,4,4.00,0,0,0,,0,0,0
24,1973,1973-11-18,10,23.098,NOR,@,SDG,L 14-17,7,33,4.71,0,2,18,9.00,0,0,0,,0,0,0
25,1973,1973-11-25,11,23.105,NOR,,RAM,L 13-24,2,14,7.00,0,0,0,,0,0,0,,0,0,0
26,1973,1973-12-09,13,23.119,NOR,,SFO,W 16-10,,,,,,,,,,,,,,
27,1973,1973-12-16,14,23.126,NOR,@,ATL,L 10-14,2,-1,-0.50,0,0,0,,0,0,0,,0,0,0
28,1974,1974-09-15,1,24.034,NOR,,SFO,L 13-17,3,11,3.67,0,0,0,,0,0,0,,0,0,0
29,1974,1974-09-22,2,24.041,NOR,@,RAM,L 0-24,3,7,2.33,0,0,0,,0,0,0,,0,0,0
30,1974,1974-09-29,3,24.048,NOR,,ATL,W 14-13,5,30,6.00,0,0,0,,0,0,0,,0,0,0
31,1974,1974-10-06,4,24.055,NOR,@,CHI,L 10-24,0,0,,0,1,1,1.00,0,0,0,,0,0,0
32,1974,1974-10-13,5,24.062,NOR,@,DEN,L 17-33,1,1,1.00,0,0,0,,0,0,0,,0,0,0
33,1974,1974-10-20,6,24.069,NOR,@,ATL,W 13-3,3,11,3.67,0,0,0,,0,1,12,12.00,0,0,0
34,1974,1974-10-27,7,24.076,NOR,,PHI,W 14-10,1,3,3.00,0,0,0,,0,0,0,,0,0,0
35,1974,1974-11-03,8,24.083,NOR,@,DET,L 14-19,,,,,,,,,,,,,,
36,1974,1974-11-10,9,24.090,NOR,,MIA,L 0-21,1,2,2.00,0,0,0,,0,0,0,,0,0,0
37,1974,1974-11-17,10,24.097,NOR,,RAM,W 20-7,4,9,2.25,0,1,2,2.00,0,0,0,,0,0,0
38,1974,1974-11-25,11,24.105,NOR,,PIT,L 7-28,,,,,,,,,,,,,,
39,1974,1974-12-01,12,24.111,NOR,@,MIN,L 9-29,,,,,,,,,,,,,,
40,1974,1974-12-08,13,24.118,NOR,,STL,W 14-0,,,,,,,,,,,,,,
41,1974,1974-12-15,14,24.125,NOR,@,SFO,L 21-35,,,,,,,,,,,,,,
