ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1971,1971-09-26,2,23.212,OAK,@,SDG,W 34-0,,,,
2,1971,1971-10-04,3,23.220,OAK,@,CLE,W 34-20,,,,
3,1971,1971-10-10,4,23.226,OAK,@,DEN,W 27-16,,,,
4,1971,1971-10-17,5,23.233,OAK,,PHI,W 34-10,,,,
5,1971,1971-10-24,6,23.240,OAK,,CIN,W 31-27,,,,
6,1971,1971-10-31,7,23.247,OAK,,KAN,T 20-20,,,,
7,1971,1971-11-07,8,23.254,OAK,@,NOR,T 21-21,,,,
8,1971,1971-11-14,9,23.261,OAK,,HOU,W 41-21,,,,
9,1971,1971-11-21,10,23.268,OAK,,SDG,W 34-33,,,,
10,1971,1971-11-28,11,23.275,OAK,,BAL,L 14-37,,,,
11,1971,1971-12-05,12,23.282,OAK,@,ATL,L 13-24,,,,
12,1971,1971-12-12,13,23.289,OAK,@,KAN,L 14-16,,,,
13,1971,1971-12-19,14,23.296,OAK,,DEN,W 21-13,,,,
14,1972,1972-10-22,6,24.239,OAK,,DEN,L 23-30,,,,
15,1972,1972-10-29,7,24.246,OAK,,RAM,W 45-17,,,,
16,1972,1972-11-05,8,24.253,OAK,@,KAN,L 14-27,,,,
17,1972,1972-11-12,9,24.260,OAK,@,CIN,W 20-14,,,,
18,1972,1972-11-19,10,24.267,OAK,@,DEN,W 37-20,,,,
19,1972,1972-11-26,11,24.274,OAK,,KAN,W 26-3,,,,
20,1972,1972-12-03,12,24.281,OAK,@,SDG,W 21-19,1,0,0.00,0
21,1972,1972-12-11,13,24.289,OAK,,NYJ,W 24-16,,,,
22,1972,1972-12-17,14,24.295,OAK,,CHI,W 28-21,,,,
