ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
44,1986,1986-12-07,14,24.104,TAM,@,CHI,L 14-48,,0,0,,0,,,,
45,1986,1986-12-14,15,24.111,TAM,,GNB,L 7-21,,0,0,,0,,,,
46,1986,1986-12-21,16,24.118,TAM,@,STL,L 17-21,,0,0,,0,,,,
47,1987,1987-09-13,1,25.019,TAM,,ATL,W 48-10,,,,,,,,,
48,1987,1987-09-20,2,25.026,TAM,@,CHI,L 3-20,,,,,,,,,
49,1987,1987-10-25,6,25.061,TAM,,CHI,L 26-27,,,,,,,,,
50,1987,1987-11-01,7,25.068,TAM,@,GNB,W 23-17,,,,,,,,,
51,1987,1987-11-08,8,25.075,TAM,@,STL,L 28-31,,,,,,,,,
52,1987,1987-11-15,9,25.082,TAM,@,MIN,L 17-23,,,,,,,,,
53,1987,1987-11-22,10,25.089,TAM,,SFO,L 10-24,,,,,,,,,
54,1987,1987-11-29,11,25.096,TAM,@,RAM,L 3-35,,,,,,,,,
55,1987,1987-12-06,12,25.103,TAM,@,NOR,L 34-44,,,,,,,,,
56,1987,1987-12-13,13,25.110,TAM,,DET,L 10-20,,,,,,,,,
57,1987,1987-12-20,14,25.117,TAM,,STL,L 14-31,,,,,,,,,
58,1987,1987-12-27,15,25.124,TAM,@,IND,L 6-24,,,,,,,,,
59,1988,1988-09-04,1,26.010,PHI,@,TAM,W 41-14,,,,,,,,,
60,1988,1988-09-11,2,26.017,PHI,,CIN,L 24-28,,,,,,,,,
61,1988,1988-09-18,3,26.024,PHI,@,WAS,L 10-17,,,,,,,,,
62,1988,1988-09-25,4,26.031,PHI,@,MIN,L 21-23,,,,,,,,,
63,1988,1988-10-10,6,26.046,PHI,,NYG,W 24-13,,,,,,,,,
64,1988,1988-10-16,7,26.052,PHI,@,CLE,L 3-19,,,,,,,,,
65,1988,1988-10-23,8,26.059,PHI,,DAL,W 24-23,,,,,,,,,
66,1988,1988-10-30,9,26.066,PHI,,ATL,L 24-27,,,,,,,,,
67,1988,1988-11-06,10,26.073,PHI,,RAM,W 30-24,,,,,,,,,
68,1988,1988-11-13,11,26.080,PHI,@,PIT,W 27-26,,,,,,,,,
69,1988,1988-11-20,12,26.087,PHI,@,NYG,W 23-17,,,,,,,,,
70,1988,1988-11-27,13,26.094,PHI,,PHO,W 31-21,,,,,,,,,
71,1988,1988-12-04,14,26.101,PHI,,WAS,L 19-20,,,,,,,,,
72,1988,1988-12-10,15,26.107,PHI,@,PHO,W 23-17,,,,,,,,,
73,1988,1988-12-18,16,26.115,PHI,@,DAL,W 23-7,,,,,,,,,
74,1989,1989-09-10,1,27.016,PHI,,SEA,W 31-7,,,,,,,,,
75,1989,1989-09-17,2,27.023,PHI,@,WAS,W 42-37,,,,,,,,,
76,1989,1989-09-24,3,27.030,PHI,,SFO,L 28-38,,,,,,,,,
77,1989,1989-10-02,4,27.038,PHI,@,CHI,L 13-27,,,,,,,,,
78,1989,1989-10-08,5,27.044,PHI,,NYG,W 21-19,,,,,,,,,
79,1989,1989-10-15,6,27.051,PHI,@,PHO,W 17-5,,,,,,,,,
80,1989,1989-10-22,7,27.058,PHI,,RAI,W 10-7,,,,,,,,,
81,1989,1989-10-29,8,27.065,PHI,@,DEN,W 28-24,,,,,,,,,
82,1989,1989-11-05,9,27.072,PHI,@,SDG,L 17-20,,,,,,,,,
83,1989,1989-11-12,10,27.079,PHI,,WAS,L 3-10,,,,,,,,,
84,1989,1989-11-19,11,27.086,PHI,,MIN,W 10-9,,,,,,,,,
85,1989,1989-11-23,12,27.090,PHI,@,DAL,W 27-0,,,,,,,,,
86,1989,1989-12-03,13,27.100,PHI,@,NYG,W 24-17,,,,,,,,,
87,1989,1989-12-10,14,27.107,PHI,,DAL,W 20-10,,,,,,,,,
88,1989,1989-12-18,15,27.115,PHI,@,NOR,L 20-30,,,,,,,,,
89,1989,1989-12-24,16,27.121,PHI,,PHO,W 31-14,,,,,,,,,
90,1990,1990-09-09,1,28.015,PHI,@,NYG,L 20-27,,,,,,,,,
91,1990,1990-09-16,2,28.022,PHI,,PHO,L 21-23,,,,,,,,,
92,1990,1990-09-23,3,28.029,PHI,@,RAM,W 27-21,,,,,,,,,
93,1990,1990-09-30,4,28.036,PHI,,IND,L 23-24,,,,,,,,,
94,1990,1990-10-15,5,28.051,PHI,,MIN,W 32-24,,,,,,,,,
95,1990,1990-10-21,6,28.057,PHI,@,WAS,L 7-13,,,,,,,,,
96,1990,1990-10-28,7,28.064,PHI,@,DAL,W 21-20,,,,,,,,,
97,1990,1990-11-04,8,28.071,PHI,,NWE,W 48-20,,,,,,,,,
98,1990,1990-11-12,9,28.079,PHI,,WAS,W 28-14,,,,,,,,,
99,1990,1990-11-18,10,28.085,PHI,@,ATL,W 24-23,,,,,,,,,
100,1990,1990-11-25,11,28.092,PHI,,NYG,W 31-13,,,,,,,,,
101,1990,1990-12-02,12,28.099,PHI,@,BUF,L 23-30,,,,,,,,,
102,1990,1990-12-09,13,28.106,PHI,@,MIA,L 20-23,,,,,,,,,
103,1990,1990-12-16,14,28.113,PHI,,GNB,W 31-0,,,,,,,,,
104,1990,1990-12-23,15,28.120,PHI,,DAL,W 17-3,,,,,,,,,
105,1990,1990-12-29,16,28.126,PHI,@,PHO,W 23-21,,,,,,,,,
106,1991,1991-09-01,1,29.007,PHI,@,GNB,W 20-3,,,,,,,,,
107,1991,1991-09-08,2,29.014,PHI,,PHO,L 10-26,,,,,,,,,
108,1991,1991-09-15,3,29.021,PHI,@,DAL,W 24-0,,,,,,,,,
109,1991,1991-09-22,4,29.028,PHI,,PIT,W 23-14,,,,,,,,,
110,1991,1991-09-30,5,29.036,PHI,@,WAS,L 0-23,,,,,,,,,
111,1991,1991-10-06,6,29.042,PHI,@,TAM,L 13-14,,,,,,,,,
112,1991,1991-10-13,7,29.049,PHI,,NOR,L 6-13,,,,,,,,,
113,1991,1991-10-27,8,29.063,PHI,,SFO,L 7-23,,,,,,,,,
114,1991,1991-11-04,9,29.071,PHI,,NYG,W 30-7,,,,,,,,,
115,1991,1991-11-10,10,29.077,PHI,@,CLE,W 32-30,,,,,,,,,
116,1991,1991-11-17,11,29.084,PHI,,CIN,W 17-10,,,,,,,,,
117,1991,1991-11-24,12,29.091,PHI,@,PHO,W 34-14,,,,,,,,,
118,1991,1991-12-02,13,29.099,PHI,@,HOU,W 13-6,,,,,,,,,
119,1991,1991-12-08,14,29.105,PHI,@,NYG,W 19-14,,,,,,,,,
120,1991,1991-12-15,15,29.112,PHI,,DAL,L 13-25,,,,,,,,,
121,1991,1991-12-22,16,29.119,PHI,,WAS,W 24-22,,,,,,,,,
122,1992,1992-09-06,1,30.012,PHI,,NOR,W 15-13,,,,,,0.0%,,,
123,1992,1992-09-13,2,30.019,PHI,@,PHO,W 31-14,,,,,,0.0%,,,
124,1992,1992-09-20,3,30.026,PHI,,DEN,W 30-0,,,,,,0.0%,,,
125,1992,1992-10-05,4,30.041,PHI,,DAL,W 31-7,,,,,,0.0%,,,
126,1992,1992-10-11,5,30.047,PHI,@,KAN,L 17-24,,,,,,0.0%,,,
127,1992,1992-11-08,9,30.075,PHI,,RAI,W 31-10,,,,,,0.0%,,,
128,1992,1992-11-15,10,30.082,PHI,@,GNB,L 24-27,,,,,,0.0%,,,
129,1992,1992-11-22,11,30.089,PHI,@,NYG,W 47-34,,,,,,0.0%,,,
130,1992,1992-11-29,12,30.096,PHI,@,SFO,L 14-20,,,,,,0.0%,,,
131,1992,1992-12-06,13,30.103,PHI,,MIN,W 28-17,,,,,,0.0%,,,
132,1992,1992-12-13,14,30.110,PHI,@,SEA,W 20-17,,,,,,0.0%,,,
133,1992,1992-12-20,15,30.117,PHI,,WAS,W 17-13,,,,,,0.0%,,,
134,1993,1993-09-05,1,31.011,MIA,@,IND,W 24-20,,,,,,0.0%,,,
135,1993,1993-09-12,2,31.018,MIA,,NYJ,L 14-24,,,,,,0.0%,,,
136,1993,1993-09-26,3,31.032,MIA,@,BUF,W 22-13,,,,,,0.0%,,,
137,1993,1993-10-04,4,31.040,MIA,,WAS,W 17-10,,,,,,0.0%,,,
138,1993,1993-10-10,5,31.046,MIA,@,CLE,W 24-14,,,,,,0.0%,,,
139,1993,1993-10-24,6,31.060,MIA,,IND,W 41-27,,,,,,0.0%,,,
140,1993,1993-10-31,7,31.067,MIA,,KAN,W 30-10,,,,,,0.0%,,,
141,1993,1993-11-07,8,31.074,MIA,@,NYJ,L 10-27,,,,,,0.0%,,,
142,1993,1993-11-14,9,31.081,MIA,@,PHI,W 19-14,,,,,,0.0%,,,
143,1993,1993-11-21,10,31.088,MIA,,NWE,W 17-13,,,,,,0.0%,,,
144,1993,1993-11-25,11,31.092,MIA,@,DAL,W 16-14,,,,,,0.0%,,,
145,1993,1993-12-05,12,31.102,MIA,,NYG,L 14-19,,,,,,0.0%,,,
146,1993,1993-12-13,13,31.110,MIA,,PIT,L 20-21,,,,,,0.0%,,,
147,1993,1993-12-19,14,31.116,MIA,,BUF,L 34-47,,,,,,0.0%,,,
148,1993,1993-12-27,15,31.124,MIA,@,SDG,L 20-45,,,,,,0.0%,,,
149,1993,1994-01-02,16,31.130,MIA,@,NWE,L 27-33,,,,,,0.0%,,,
150,1994,1994-09-04,1,32.010,MIA,,NWE,W 39-35,,,,,,0.0%,,,
151,1994,1994-09-11,2,32.017,MIA,@,GNB,W 24-14,,,,,,0.0%,,,
152,1994,1994-09-18,3,32.024,MIA,,NYJ,W 28-14,,,,,,0.0%,,,
153,1994,1994-09-25,4,32.031,MIA,@,MIN,L 35-38,,,,,,0.0%,,,
154,1994,1994-10-02,5,32.038,MIA,@,CIN,W 23-7,,,,,,0.0%,,,
155,1994,1994-10-09,6,32.045,MIA,@,BUF,L 11-21,,,,,,0.0%,,,
156,1994,1994-10-16,7,32.052,MIA,,RAI,W 20-17,,,,,,0.0%,,,
157,1994,1994-10-30,8,32.066,MIA,@,NWE,W 23-3,,,,,,0.0%,,,
158,1994,1994-11-06,9,32.073,MIA,,IND,W 22-21,,,,,,0.0%,,,
159,1994,1994-11-13,10,32.080,MIA,,CHI,L 14-17,,,,,,0.0%,,,
160,1994,1994-11-20,11,32.087,MIA,@,PIT,L 13-16,,,,,,0.0%,,,
161,1994,1994-11-27,12,32.094,MIA,@,NYJ,W 28-24,,,,,,0.0%,,,
162,1994,1994-12-04,13,32.101,MIA,,BUF,L 31-42,,,,,,0.0%,,,
163,1994,1994-12-12,14,32.109,MIA,,KAN,W 45-28,,,,,,0.0%,,,
164,1994,1994-12-18,15,32.115,MIA,@,IND,L 6-10,,,,,,0.0%,,,
165,1994,1994-12-25,16,32.122,MIA,,DET,W 27-20,,,,,,0.0%,,,
166,1995,1995-09-03,1,33.009,MIA,,NYJ,W 52-14,,,,,,0.0%,,,
167,1995,1995-09-10,2,33.016,MIA,@,NWE,W 20-3,,,,,,0.0%,,,
168,1995,1995-09-18,3,33.024,MIA,,PIT,W 23-10,,,,,,0.0%,,,
169,1995,1995-10-01,4,33.037,MIA,@,CIN,W 26-23,,,,,,0.0%,,,
170,1995,1995-10-08,5,33.044,MIA,,IND,L 24-27,,,,,,0.0%,,,
171,1995,1995-10-15,6,33.051,MIA,@,NOR,L 30-33,,,,,,0.0%,,,
172,1995,1995-10-22,7,33.058,MIA,@,NYJ,L 16-17,,,,,,0.0%,,,
