ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,1984,1984-09-16,3,22.022,TAM,,DET,W 21-17,,,,,,,,,
2,1984,1984-09-23,4,22.029,TAM,@,NYG,L 14-17,,,,,,,,,
3,1984,1984-09-30,5,22.036,TAM,,GNB,W 30-27,,,,,,,,,
4,1984,1984-10-07,6,22.043,TAM,,MIN,W 35-31,,,,,,,,,
5,1984,1984-10-14,7,22.050,TAM,@,DET,L 7-13,,,,,,,,,
6,1984,1984-10-21,8,22.057,TAM,,CHI,L 9-44,,,,,,,,,
7,1984,1984-10-28,9,22.064,TAM,@,KAN,L 20-24,,,,,,,,,
8,1984,1984-11-04,10,22.071,TAM,@,MIN,L 24-27,,,,,,,,,
9,1984,1984-11-11,11,22.078,TAM,,NYG,W 20-17,,,,,,,,,
10,1984,1984-11-18,12,22.085,TAM,@,SFO,L 17-24,,,,,,,,,
11,1984,1984-11-25,13,22.092,TAM,,RAM,L 33-34,,,,,,,,,
12,1984,1984-12-02,14,22.099,TAM,@,GNB,L 14-27,,,,,,,,,
13,1984,1984-12-09,15,22.106,TAM,,ATL,W 23-6,,,,,,,,,
14,1984,1984-12-16,16,22.113,TAM,,NYJ,W 41-21,,,,,,,,,
15,1985,1985-09-08,1,23.014,TAM,@,CHI,L 28-38,,,,,,,,,
16,1985,1985-09-15,2,23.021,TAM,,MIN,L 16-31,,,,,,,,,
17,1985,1985-09-22,3,23.028,TAM,@,NOR,L 13-20,,,,,,,,,
18,1985,1985-09-29,4,23.035,TAM,@,DET,L 9-30,,,,,,,,,
19,1985,1985-10-06,5,23.042,TAM,,CHI,L 19-27,,,,,,,,,
20,1985,1985-10-13,6,23.049,TAM,,RAM,L 27-31,,,,,,,,,
21,1985,1985-10-20,7,23.056,TAM,@,MIA,L 38-41,,,,,,,,,
22,1985,1985-10-27,8,23.063,TAM,,NWE,L 14-32,,,,,,,,,
23,1985,1985-11-03,9,23.070,TAM,@,NYG,L 20-22,,,,,,,,,
24,1985,1985-11-10,10,23.077,TAM,,STL,W 16-0,,,,,,,,,
25,1985,1985-11-17,11,23.084,TAM,@,NYJ,L 28-62,,,,,,,,,
26,1985,1985-11-24,12,23.091,TAM,,DET,W 19-16,,,,,,,,,
27,1985,1985-12-01,13,23.098,TAM,@,GNB,L 0-21,,,,,,,,,
28,1985,1985-12-08,14,23.105,TAM,@,MIN,L 7-26,,,,,,,,,
29,1985,1985-12-15,15,23.112,TAM,,IND,L 23-31,,,,,,,,,
30,1985,1985-12-22,16,23.119,TAM,,GNB,L 17-20,,,,,,,,,
31,1986,1986-09-07,1,24.013,TAM,,SFO,L 7-31,,0,0,,0,,,,
32,1986,1986-09-14,2,24.020,TAM,,MIN,L 10-23,,0,0,,0,,,,
33,1986,1986-09-21,3,24.027,TAM,@,DET,W 24-20,,0,0,,0,,,,
34,1986,1986-09-28,4,24.034,TAM,,ATL,L 20-23,,0,0,,0,,,,
35,1986,1986-10-05,5,24.041,TAM,@,RAM,L 20-26,,0,0,,0,,,,
36,1986,1986-10-12,6,24.048,TAM,,STL,L 19-30,,0,0,,0,,,,
37,1986,1986-10-19,7,24.055,TAM,@,NOR,L 7-38,,0,0,,0,,,,
38,1986,1986-10-26,8,24.062,TAM,@,KAN,L 20-27,,0,0,,0,,,,
39,1986,1986-11-02,9,24.069,TAM,,BUF,W 34-28,,0,0,,0,,,,
40,1986,1986-11-09,10,24.076,TAM,,CHI,L 3-23,,0,0,,0,,,,
41,1986,1986-11-16,11,24.083,TAM,@,GNB,L 7-31,,0,0,,0,,,,
42,1986,1986-11-23,12,24.090,TAM,,DET,L 17-38,,0,0,,0,,,,
43,1986,1986-11-30,13,24.097,TAM,@,MIN,L 13-45,,1,1,1.00,1,,,1,6
