ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
50,1992,1992-09-13,2,25.252,DET,,MIN,W 31-17,,0,0,,0,0,0,,0,0,0,0.0,1,0,0
51,1992,1992-09-20,3,25.259,DET,@,WAS,L 10-13,,,,,,,,,,,,,,,
52,1992,1992-09-27,4,25.266,DET,,TAM,L 23-27,,0,0,,0,0,0,,0,0,0,0.0,1,2,0
53,1992,1992-10-15,6,25.284,DET,@,MIN,L 14-31,,,,,,,,,,,,,,,
54,1992,1992-10-25,7,25.294,DET,@,TAM,W 38-7,,,,,,,,,,,,,,,
55,1992,1992-11-01,8,25.301,DET,,GNB,L 13-27,,,,,,,,,,,,,,,
56,1992,1992-11-08,9,25.308,DET,,DAL,L 3-37,,,,,,,,,,,,,,,
57,1992,1992-11-15,10,25.315,DET,@,PIT,L 14-17,,,,,,,,,,,,,,,
58,1992,1992-11-22,11,25.322,DET,@,CIN,W 19-13,,,,,,,,,,,,,,,
59,1992,1992-11-26,12,25.326,DET,,HOU,L 21-24,,0,0,,0,0,0,,0,0,0,0.0,1,13,0
60,1992,1992-12-06,13,25.336,DET,@,GNB,L 10-38,,,,,,,,,,,,,,,
61,1992,1992-12-13,14,25.343,DET,,CLE,W 24-14,,,,,,,,,,,,,,,
62,1992,1992-12-20,15,25.350,DET,,CHI,W 16-3,,0,0,,0,0,0,,0,0,0,1.0,1,35,0
63,1992,1992-12-28,16,25.358,DET,@,SFO,L 6-24,,,,,,,,,,,,,,,
64,1993,1993-09-05,1,26.243,DET,,ATL,W 30-13,,0,0,,0,0,0,,0,0,0,0.0,1,0,0
65,1993,1993-09-12,2,26.250,DET,@,NWE,W 19-16,,,,,,,,,,,,,,,
66,1993,1993-09-19,3,26.257,DET,@,NOR,L 3-14,,,,,,,,,,,,,,,
67,1993,1993-09-26,4,26.264,DET,,PHO,W 26-20,,,,,,,,,,,,,,,
68,1993,1993-10-03,5,26.271,DET,@,TAM,L 10-27,,,,,,,,,,,,,,,
69,1993,1993-10-17,6,26.285,DET,,SEA,W 30-10,,,,,,,,,,,,,,,
70,1993,1993-10-24,7,26.292,DET,@,RAM,W 16-13,,,,,,,,,,,,,,,
71,1993,1993-10-31,8,26.299,DET,@,MIN,W 30-27,,,,,,,,,,,,,,,
72,1993,1993-11-07,9,26.306,DET,,TAM,W 23-0,,,,,,,,,,,,,,,
73,1993,1993-11-21,10,26.320,DET,@,GNB,L 17-26,,,,,,,,,,,,,,,
74,1993,1993-11-25,11,26.324,DET,,CHI,L 6-10,,,,,,,,,,,,,,,
75,1993,1993-12-05,12,26.334,DET,,MIN,L 0-13,,,,,,,,,,,,,,,
76,1993,1993-12-12,13,26.341,DET,@,PHO,W 21-14,,,,,,,,,,,,,,,
77,1993,1993-12-19,14,26.348,DET,,SFO,L 17-55,,,,,,,,,,,,,,,
78,1993,1993-12-26,15,26.355,DET,@,CHI,W 20-14,,,,,,,,,,,,,,,
79,1993,1994-01-02,16,26.362,DET,,GNB,W 30-20,,0,0,,0,0,0,,0,0,0,1.0,1,31,0
80,1994,1994-09-04,1,27.242,DEN,,SDG,L 34-37,,,,,,,,,,,,,,,
81,1994,1994-09-11,2,27.249,DEN,@,NYJ,L 22-25,,,,,,,,,,,,,,,
82,1994,1994-09-18,3,27.256,DEN,,RAI,L 16-48,,,,,,,,,,,,,,,
83,1994,1994-09-26,4,27.264,DEN,@,BUF,L 20-27,,,,,,,,,,,,,,,
84,1994,1994-10-23,7,27.291,DEN,@,SDG,W 20-15,,0,0,,0,0,0,,0,0,0,0.0,1,0,0
85,1994,1994-10-30,8,27.298,DEN,,CLE,W 26-14,,,,,,,,,,,,,,,
86,1994,1994-11-06,9,27.305,DEN,@,RAM,L 21-27,,,,,,,,,,,,,,,
87,1994,1994-11-13,10,27.312,DEN,,SEA,W 17-10,,,,,,,,,,,,,,,
88,1994,1994-11-20,11,27.319,DEN,,ATL,W 32-28,,,,,,,,,,,,,,,
89,1994,1994-11-27,12,27.326,DEN,,CIN,W 15-13,,0,0,,0,0,0,,0,0,0,0.0,1,6,0
90,1994,1994-12-04,13,27.333,DEN,@,KAN,W 20-17,,,,,,,,,,,,,,,
91,1994,1994-12-11,14,27.340,DEN,@,RAI,L 13-23,,,,,,,,,,,,,,,
92,1994,1994-12-17,15,27.346,DEN,@,SFO,L 19-42,,,,,,,,,,,,,,,
93,1994,1994-12-24,16,27.353,DEN,,NOR,L 28-30,,,,,,,,,,,,,,,
94,1995,1995-09-03,1,28.241,DEN,,BUF,W 22-7,,,,,,0,0,,0,,,,,,
95,1995,1995-09-10,2,28.248,DEN,@,DAL,L 21-31,,,,,,0,0,,0,,,,,,
96,1995,1995-09-17,3,28.255,DEN,,WAS,W 38-31,,,,,,0,0,,0,,,,,,
97,1995,1995-09-24,4,28.262,DEN,@,SDG,L 6-17,,,,,,0,0,,0,,,,,,
98,1995,1995-10-01,5,28.269,DEN,@,SEA,L 10-27,,,,,,0,0,,0,,,,,,
99,1995,1995-10-08,6,28.276,DEN,@,NWE,W 37-3,,,,,,0,0,,0,,,,,,
100,1995,1995-10-16,7,28.284,DEN,,OAK,W 27-0,,,,,,0,0,,0,,,,,,
101,1995,1995-10-22,8,28.290,DEN,,KAN,L 7-21,,,,,,0,0,,0,,,,,,
102,1995,1995-11-05,9,28.304,DEN,,ARI,W 38-6,,0,0,,0,0,0,,0,0,0,1.0,0,0,0
103,1995,1995-11-12,10,28.311,DEN,@,PHI,L 13-31,,0,0,,0,0,0,,0,0,0,1.0,0,0,0
104,1995,1995-11-19,11,28.318,DEN,,SDG,W 30-27,,,,,,0,0,,0,,,,,,
105,1995,1995-11-26,12,28.325,DEN,@,HOU,L 33-42,,,,,,0,0,,0,,,,,,
106,1995,1995-12-03,13,28.332,DEN,,JAX,W 31-23,,,,,,0,0,,0,,,,,,
107,1995,1995-12-10,14,28.339,DEN,,SEA,L 27-31,,,,,,0,4,,0,,,,,,
108,1995,1995-12-17,15,28.346,DEN,@,KAN,L 17-20,,0,0,,0,0,0,,0,0,0,1.0,0,0,0
109,1995,1995-12-24,16,28.353,DEN,@,OAK,W 31-28,,,,,,0,0,,0,,,,,,
110,1996,1996-09-01,1,29.240,DEN,,NYJ,W 31-6,,0,0,,0,0,0,,0,0,0,1.0,0,0,0
111,1996,1996-09-08,2,29.247,DEN,@,SEA,W 30-20,,0,0,,0,0,0,,0,0,0,1.0,0,0,0
112,1996,1996-09-15,3,29.254,DEN,,TAM,W 27-23,,,,,,,,,,,,,,,
113,1996,1996-09-22,4,29.261,DEN,@,KAN,L 14-17,,0,0,,0,0,0,,0,0,0,1.0,0,0,0
114,1996,1996-09-29,5,29.268,DEN,@,CIN,W 14-10,,,,,,,,,,,,,,,
115,1996,1996-10-06,6,29.275,DEN,,SDG,W 28-17,,,,,,,,,,,,,,,
116,1996,1996-10-20,7,29.289,NWE,@,IND,W 27-9,,,,,,,,,,,,,,,
117,1996,1996-10-27,8,29.296,DEN,,KAN,W 34-7,,0,0,,0,0,0,,0,0,0,0.0,1,0,0
118,1996,1996-11-04,9,29.304,DEN,@,OAK,W 22-21,,0,0,,0,0,0,,0,0,0,1.0,0,0,0
119,1996,1996-11-10,10,29.310,DEN,,CHI,W 17-12,,,,,,,,,,,,,,,
120,1996,1996-11-17,11,29.317,DEN,@,NWE,W 34-8,,,,,,,,,,,,,,,
121,1996,1996-11-24,12,29.324,DEN,@,MIN,W 21-17,,,,,,,,,,,,,,,
122,1996,1996-12-01,13,29.331,DEN,,SEA,W 34-7,,,,,,,,,,,,,,,
123,1996,1996-12-08,14,29.338,DEN,@,GNB,L 6-41,,,,,,,,,,,,,,,
124,1996,1996-12-15,15,29.345,DEN,,OAK,W 24-19,,0,0,,0,0,0,,0,0,0,0.0,1,34,0
125,1997,1997-08-31,1,30.238,DEN,,KAN,W 19-3,,,,,,,,,,,,,,,
126,1997,1997-09-07,2,30.245,DEN,@,SEA,W 35-14,,,,,,,,,,,,,,,
127,1997,1997-09-14,3,30.252,DEN,,STL,W 35-14,,0,0,,0,0,0,,0,0,0,0.0,1,4,0
128,1997,1997-09-21,4,30.259,DEN,,CIN,W 38-20,,,,,,,,,,,,,,,
129,1997,1997-09-28,5,30.266,DEN,@,ATL,W 29-21,,,,,,,,,,,,,,,
130,1997,1997-10-06,6,30.274,DEN,,NWE,W 34-13,,,,,,,,,,,,,,,
131,1997,1997-10-19,7,30.287,DEN,@,OAK,L 25-28,,,,,,,,,,,,,,,
132,1997,1997-10-26,8,30.294,DEN,@,BUF,W 23-20,,0,0,,0,0,0,,0,0,0,0.0,1,10,0
133,1997,1997-11-02,9,30.301,DEN,,SEA,W 30-27,,,,,,,,,,,,,,,
134,1997,1997-11-09,10,30.308,DEN,,CAR,W 34-0,,0,0,,0,0,0,,0,0,0,0.0,2,4,0
135,1997,1997-11-16,11,30.315,DEN,@,KAN,L 22-24,,,,,,,,,,,,,,,
136,1997,1997-11-24,12,30.323,DEN,,OAK,W 31-3,,,,,,,,,,,,,,,
137,1997,1997-11-30,13,30.329,DEN,@,SDG,W 38-28,,,,,,,,,,,,,,,
138,1997,1997-12-07,14,30.336,DEN,@,PIT,L 24-35,,,,,,,,,,,,,,,
139,1997,1997-12-15,15,30.344,DEN,@,SFO,L 17-34,,,,,,,,,,,,,,,
140,1997,1997-12-21,16,30.350,DEN,,SDG,W 38-3,,,,,,,,,,,,,,,
141,1998,1998-09-20,3,31.258,DEN,@,OAK,W 34-17,,0,0,,0,0,0,,0,1,6,0.0,2,105,1
142,1998,1998-10-25,7,31.293,DEN,,JAX,W 37-24,,0,0,,0,0,0,,0,0,0,0.5,0,0,0
143,1998,1998-11-22,11,31.321,DEN,,OAK,W 40-14,,0,0,,0,0,0,,0,0,0,0.0,1,0,0
144,1999,1999-09-13,1,32.251,DEN,,MIA,L 21-38,*,,,,,,,,,,,,,,
145,1999,1999-09-19,2,32.257,DEN,@,KAN,L 10-26,*,,,,,,,,,,,,,,
146,1999,1999-09-26,3,32.264,DEN,@,TAM,L 10-13,*,,,,,,,,,,,,,,
147,1999,1999-10-03,4,32.271,DEN,,NYJ,L 13-21,*,0,0,,0,0,0,,0,0,0,1.0,1,10,0
148,1999,1999-10-10,5,32.278,DEN,@,OAK,W 16-13,*,,,,,,,,,,,,,,
149,1999,1999-10-17,6,32.285,DEN,,GNB,W 31-10,*,0,0,,0,0,0,,0,0,0,0.0,1,4,0
150,1999,1999-10-24,7,32.292,DEN,@,NWE,L 23-24,*,,,,,,,,,,,,,,
151,1999,1999-10-31,8,32.299,DEN,,MIN,L 20-23,*,,,,,,,,,,,,,,
152,1999,1999-11-07,9,32.306,DEN,@,SDG,W 33-17,*,,,,,,,,,,,,,,
153,1999,1999-11-14,10,32.313,DEN,@,SEA,L 17-20,*,,,,,,,,,,,,,,
154,1999,1999-11-22,11,32.321,DEN,,OAK,W 27-21,*,,,,,,,,,,,,,,
155,1999,1999-12-05,12,32.334,DEN,,KAN,L 10-16,*,,,,,,,,,,,,,,
156,1999,1999-12-13,13,32.342,DEN,@,JAX,L 24-27,*,,,,,,,,,,,,,,
157,1999,1999-12-19,14,32.348,DEN,,SEA,W 36-30,*,0,0,,0,0,0,,0,0,0,1.0,0,0,0
158,1999,1999-12-25,15,32.354,DEN,@,DET,W 17-7,*,,,,,,,,,,,,,,
159,1999,2000-01-02,16,32.362,DEN,,SDG,L 6-12,*,,,,,,,,,,,,,,
160,2000,2000-09-04,1,33.243,DEN,@,STL,L 36-41,*,,,,,,,,,,,,,,
161,2000,2000-09-10,2,33.249,DEN,,ATL,W 42-14,*,,,,,,,,,,,,,,
162,2000,2000-09-17,3,33.256,DEN,@,OAK,W 33-24,,,,,,,,,,,,,,,
163,2000,2000-09-24,4,33.263,DEN,,KAN,L 22-23,,0,0,,0,0,0,,0,1,6,0.0,2,26,1
164,2000,2000-10-01,5,33.270,DEN,,NWE,L 19-28,,,,,,,,,,,,,,,
165,2000,2000-10-08,6,33.277,DEN,@,SDG,W 21-7,*,,,,,,,,,,,,,,
166,2000,2000-10-15,7,33.284,DEN,,CLE,W 44-10,*,0,0,,0,0,0,,0,0,0,0.0,1,5,0
167,2000,2000-10-22,8,33.291,DEN,@,CIN,L 21-31,*,,,,,,,,,,,,,,
168,2000,2000-11-05,9,33.305,DEN,@,NYJ,W 30-23,*,,,,,,,,,,,,,,
169,2000,2000-11-13,10,33.313,DEN,,OAK,W 27-24,,0,0,,0,0,0,,0,0,0,0.0,1,0,0
170,2000,2000-11-19,11,33.319,DEN,,SDG,W 38-37,,,,,,,,,,,,,,,
171,2000,2000-12-17,15,33.347,DEN,@,KAN,L 7-20,,,,,,,,,,,,,,,
172,2000,2000-12-23,16,33.353,DEN,,SFO,W 38-9,,0,0,,0,0,0,,0,0,0,1.0,0,0,0
173,2001,2001-09-09,1,34.247,KAN,,OAK,L 24-27,*,,,,,,,,,,,,,,
174,2001,2001-09-23,2,34.261,KAN,,NYG,L 3-13,*,0,0,,0,0,0,,0,0,0,0.0,1,8,0
175,2001,2001-09-30,3,34.268,KAN,@,WAS,W 45-13,*,,,,,,,,,,,,,,
176,2001,2001-10-07,4,34.275,KAN,@,DEN,L 6-20,*,,,,,,,,,,,,,,
177,2001,2001-10-14,5,34.282,KAN,,PIT,L 17-20,*,,,,,,,,,,,,,,
178,2001,2001-11-04,8,34.303,KAN,@,SDG,W 25-20,,,,,,,,,,,,,,,
179,2001,2001-11-11,9,34.310,KAN,@,NYJ,L 7-27,*,,,,,,,,,,,,,,
180,2001,2001-11-25,10,34.324,KAN,,SEA,W 19-7,,,,,,,,,,,,,,,
181,2001,2001-11-29,11,34.328,KAN,,PHI,L 10-23,*,,,,,,,,,,,,,,
182,2001,2001-12-09,12,34.338,KAN,@,OAK,L 26-28,*,,,,,,,,,,,,,,
183,2001,2001-12-16,13,34.345,KAN,,DEN,W 26-23,*,,,,,,,,,,,,,,
184,2001,2001-12-23,14,34.352,KAN,,SDG,W 20-17,*,,,,,,,,,,,,,,
185,2001,2001-12-30,15,34.359,KAN,@,JAX,W 30-26,*,,,,,,,,,,,,,,
186,2001,2002-01-06,16,35.001,KAN,@,SEA,L 18-21,*,,,,,,,,,,,,,,
187,2002,2002-09-08,1,35.246,KAN,@,CLE,W 40-39,,,,,,,,,,,,,,,
188,2002,2002-09-15,2,35.253,KAN,,JAX,L 16-23,,,,,,,,,,,,,,,
189,2002,2002-09-22,3,35.260,KAN,@,NWE,L 38-41,,,,,,,,,,,,,,,
190,2002,2002-10-06,5,35.274,KAN,@,NYJ,W 29-25,,,,,,,,,,,,,,,
191,2002,2002-10-13,6,35.281,KAN,@,SDG,L 34-35,,,,,,,,,,,,,,,
192,2002,2002-10-20,7,35.288,KAN,,DEN,L 34-37,,,,,,,,,,,,,,,
193,2002,2002-10-27,8,35.295,KAN,,OAK,W 20-10,*,,,,,,,,,,,,,,
194,2002,2002-11-10,9,35.309,KAN,@,SFO,L 13-17,,0,0,,0,0,0,,0,0,0,1.0,0,0,0
195,2002,2002-11-17,10,35.316,KAN,,BUF,W 17-16,,,,,,,,,,,,,,,
196,2002,2002-11-24,11,35.323,KAN,@,SEA,L 32-39,*,,,,,,,,,,,,,,
197,2002,2002-12-01,12,35.330,KAN,,ARI,W 49-0,*,0,0,,0,0,0,,0,0,0,0.0,2,0,0
198,2002,2002-12-08,13,35.337,KAN,,STL,W 49-10,*,,,,,,,,,,,,,,
199,2002,2002-12-15,14,35.344,KAN,@,DEN,L 24-31,,,,,,,,,,,,,,,
200,2002,2002-12-22,15,35.351,KAN,,SDG,W 24-22,,,,,,,,,,,,,,,
201,2002,2002-12-28,16,35.357,KAN,@,OAK,L 0-24,*,,,,,,,,,,,,,,
