ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1989,1989-09-10,1,21.255,DAL,@,NOR,L 0-28,,,,,,
2,1989,1989-09-17,2,21.262,DAL,@,ATL,L 21-27,,,,,,
3,1989,1989-09-24,3,21.269,DAL,,WAS,L 7-30,,,,,,
4,1989,1989-10-01,4,21.276,DAL,,NYG,L 13-30,,,,,,
5,1989,1989-10-08,5,21.283,DAL,@,GNB,L 13-31,,,,,,
6,1989,1989-10-15,6,21.290,DAL,,SFO,L 14-31,,,,,,
7,1989,1989-10-22,7,21.297,DAL,@,KAN,L 28-36,,,,,,
8,1989,1989-10-29,8,21.304,DAL,,PHO,L 10-19,,,,,,
9,1989,1989-11-05,9,21.311,DAL,@,WAS,W 13-3,,,,,,
10,1989,1989-11-12,10,21.318,DAL,@,PHO,L 20-24,0,0,1.0,0,0,0
11,1989,1989-11-19,11,21.325,DAL,,MIA,L 14-17,,,,,,
12,1989,1989-11-23,12,21.329,DAL,,PHI,L 0-27,,,,,,
13,1989,1989-12-03,13,21.339,DAL,,RAM,L 31-35,,,,,,
14,1989,1989-12-10,14,21.346,DAL,@,PHI,L 10-20,0,0,1.0,0,0,0
15,1989,1989-12-16,15,21.352,DAL,@,NYG,L 0-15,,,,,,
16,1989,1989-12-24,16,21.360,DAL,,GNB,L 10-20,,,,,,
17,1990,1990-09-09,1,22.254,DAL,,SDG,W 17-14,,,,,,
18,1990,1990-09-16,2,22.261,DAL,,NYG,L 7-28,,,,,,
19,1990,1990-09-23,3,22.268,DAL,@,WAS,L 15-19,,,,,,
20,1990,1990-09-30,4,22.275,DAL,@,NYG,L 17-31,,,,,,
21,1990,1990-10-07,5,22.282,DAL,,TAM,W 14-10,0,0,1.0,0,0,0
22,1990,1990-10-14,6,22.289,DAL,@,PHO,L 3-20,,,,,,
23,1990,1990-10-21,7,22.296,DAL,@,TAM,W 17-13,0,0,1.0,0,0,0
24,1990,1990-10-28,8,22.303,DAL,,PHI,L 20-21,,,,,,
25,1990,1990-11-04,9,22.310,DAL,@,NYJ,L 9-24,0,0,1.0,0,0,0
26,1990,1990-11-11,10,22.317,DAL,,SFO,L 6-24,,,,,,
27,1990,1990-11-18,11,22.324,DAL,@,RAM,W 24-21,0,0,1.0,0,0,0
28,1990,1990-11-22,12,22.328,DAL,,WAS,W 27-17,0,0,1.0,0,0,0
29,1990,1990-12-02,13,22.338,DAL,,NOR,W 17-13,,,,,,
30,1990,1990-12-16,14,22.352,DAL,,PHO,W 41-10,,,,,,
31,1990,1990-12-23,15,22.359,DAL,@,PHI,L 3-17,,,,,,
32,1990,1990-12-30,16,23.001,DAL,@,ATL,L 7-26,0,0,1.0,0,0,0
33,1991,1991-09-01,1,23.246,DAL,@,CLE,W 26-14,,,,,,
34,1991,1991-09-09,2,23.254,DAL,,WAS,L 31-33,,,,,,
35,1991,1991-09-15,3,23.260,DAL,,PHI,L 0-24,,,,,,
36,1991,1991-09-22,4,23.267,DAL,@,PHO,W 17-9,0,0,1.0,0,0,0
37,1991,1991-09-29,5,23.274,DAL,,NYG,W 21-16,,,,,,
38,1991,1991-10-06,6,23.281,DAL,@,GNB,W 20-17,0,0,1.0,0,0,0
39,1991,1991-10-13,7,23.288,DAL,,CIN,W 35-23,0,0,1.0,0,0,0
40,1991,1991-10-27,8,23.302,DAL,@,DET,L 10-34,0,0,1.0,0,0,0
41,1991,1991-11-03,9,23.309,DAL,,PHO,W 27-7,,,,,,
42,1991,1991-11-10,10,23.316,DAL,@,HOU,L 23-26,0,0,0.5,0,0,0
43,1991,1991-11-17,11,23.323,DAL,@,NYG,L 9-22,,,,,,
44,1991,1991-11-24,12,23.330,DAL,@,WAS,W 24-21,,,,,,
45,1991,1991-11-28,13,23.334,DAL,,PIT,W 20-10,0,0,1.0,0,0,0
46,1991,1991-12-08,14,23.344,DAL,,NOR,W 23-14,,,,,,
47,1991,1991-12-15,15,23.351,DAL,@,PHI,W 25-13,0,0,0.5,0,0,0
