ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,2014,2014-09-07,1,22.262,MIA,,NWE,W 33-20,,1,1,7,7.00,0,100.0%,7.00
2,2014,2014-09-14,2,22.269,MIA,@,BUF,L 10-29,,,,,,,0.0%,
3,2014,2014-09-21,3,22.276,MIA,,KAN,L 15-34,,,,,,,0.0%,
4,2014,2014-09-28,4,22.283,MIA,@,OAK,W 38-14,,,,,,,0.0%,
5,2014,2014-11-02,8,22.318,MIA,,SDG,W 37-0,,1,1,14,14.00,0,100.0%,14.00
6,2014,2014-11-09,9,22.325,MIA,@,DET,L 16-20,,1,0,0,,0,0.0%,0.00
7,2014,2014-11-13,10,22.329,MIA,,BUF,W 22-9,,,,,,,0.0%,
8,2014,2014-11-23,11,22.339,MIA,@,DEN,L 36-39,,,,,,,0.0%,
9,2014,2014-12-01,12,22.347,MIA,@,NYJ,W 16-13,,1,1,0,0.00,0,100.0%,0.00
10,2014,2014-12-07,13,22.353,MIA,,BAL,L 13-28,,,,,,,0.0%,
11,2014,2014-12-14,14,22.360,MIA,@,NWE,L 13-41,,,,,,,0.0%,
