ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,safety_md,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2006,2006-09-10,1,22.311,KAN,,CIN,L 10-23,*,,,,,,,,,
2,2006,2006-09-17,2,22.318,KAN,@,DEN,L 6-9,*,,,,,,,,,
3,2006,2006-10-01,3,22.332,KAN,,SFO,W 41-0,*,,0,0,1.5,,,0,0,0
4,2006,2006-10-08,4,22.339,KAN,@,ARI,W 23-20,*,,0,0,1.0,,,0,0,0
5,2006,2006-10-15,5,22.346,KAN,@,PIT,L 7-45,*,,,,,,,,,
6,2006,2006-10-22,6,22.353,KAN,,SDG,W 30-27,*,,0,0,1.0,,,0,0,0
7,2006,2006-10-29,7,22.360,KAN,,SEA,W 35-28,*,,,,,,,,,
8,2006,2006-11-05,8,23.002,KAN,@,STL,W 31-17,*,,,,,,,,,
9,2006,2006-11-12,9,23.009,KAN,@,MIA,L 10-13,*,,,,,,,,,
10,2006,2006-11-19,10,23.016,KAN,,OAK,W 17-13,*,,,,,,,,,
11,2006,2006-11-23,11,23.020,KAN,,DEN,W 19-10,*,,0,0,1.5,,,0,0,0
12,2006,2006-12-03,12,23.030,KAN,@,CLE,L 28-31,*,,,,,,,,,
13,2006,2006-12-10,13,23.037,KAN,,BAL,L 10-20,*,,,,,,,,,
14,2006,2006-12-17,14,23.044,KAN,@,SDG,L 9-20,*,,0,0,1.0,,,1,-9,0
15,2006,2006-12-23,15,23.050,KAN,@,OAK,W 20-9,*,,0,0,1.0,,,0,0,0
16,2006,2006-12-31,16,23.058,KAN,,JAX,W 35-30,*,,0,0,1.0,,,0,0,0
17,2007,2007-09-09,1,23.310,KAN,@,HOU,L 3-20,*,,,,,,,,,
18,2007,2007-09-16,2,23.317,KAN,@,CHI,L 10-20,*,,,,,,,,,
19,2007,2007-09-23,3,23.324,KAN,,MIN,W 13-10,*,,0,0,2.0,,,0,0,0
20,2007,2007-09-30,4,23.331,KAN,@,SDG,W 30-16,*,,,,,,,,,
21,2007,2007-10-07,5,23.338,KAN,,JAX,L 7-17,*,,,,,,,,,
22,2007,2007-10-14,6,23.345,KAN,,CIN,W 27-20,*,,0,0,0.5,,,0,0,0
23,2007,2007-10-21,7,23.352,KAN,@,OAK,W 12-10,*,,,,,,,,,
24,2007,2007-11-04,8,24.001,KAN,,GNB,L 22-33,*,,0,0,0.5,,,0,0,0
25,2007,2007-11-11,9,24.008,KAN,,DEN,L 11-27,*,,,,,,,,,
26,2007,2007-11-18,10,24.015,KAN,@,IND,L 10-13,*,,0,0,1.0,,,0,0,0
27,2007,2007-11-25,11,24.022,KAN,,OAK,L 17-20,*,,0,0,1.0,,,0,0,0
28,2007,2007-12-02,12,24.029,KAN,,SDG,L 10-24,*,,,,,,,,,
29,2007,2007-12-09,13,24.036,KAN,@,DEN,L 7-41,*,,0,0,1.0,,,0,0,0
30,2007,2007-12-16,14,24.043,KAN,,TEN,L 17-26,*,,0,0,0.5,,,0,0,0
31,2007,2007-12-23,15,24.050,KAN,@,DET,L 20-25,*,,,,,,,,,
32,2007,2007-12-30,16,24.057,KAN,@,NYJ,L 10-13,*,,0,0,1.0,,,0,0,0
33,2008,2008-09-07,1,24.309,KAN,@,NWE,L 10-17,*,,0,0,0.0,3,3,0,0,0
