ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,def_int,def_int_yds,def_int_td
1,1960,1960-10-09,2,30.148,WAS,,DAL,W 26-14,1,15,15.00,0,1,3,0
2,1960,1960-11-13,7,30.183,WAS,@,PHI,L 13-19,0,0,,0,1,1,0
3,1960,1960-12-11,11,30.211,WAS,,NYG,L 3-17,0,0,,0,1,0,0
4,1961,1961-11-12,9,31.182,BAL,@,MIN,L 20-28,0,0,,0,1,8,0
5,1961,1961-11-26,11,31.196,BAL,@,WAS,W 27-6,0,0,,0,3,10,0
6,1963,1963-12-01,11,33.201,SDG,,HOU,W 27-0,0,0,,0,1,13,0
