ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1965,1965-12-05,12,23.021,PIT,@,NYG,L 10-35,1,7,7.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
2,1965,1965-12-12,13,23.028,PIT,,PHI,L 13-47,1,9,9.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
3,1965,1965-12-19,14,23.035,PIT,@,WAS,L 14-35,0,0,,0,0,0,,0,1,28,28.00,0,0,0,,0,0,0
4,1966,1966-09-11,1,23.301,PIT,,NYG,T 34-34,2,33,16.50,1,0,0,,0,0,0,,0,2,0,0.00,0,1,6
5,1966,1966-10-02,4,23.322,PIT,@,WAS,L 10-24,1,4,4.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
6,1966,1966-10-08,5,23.328,PIT,@,CLE,L 10-41,0,0,,0,0,0,,0,2,61,30.50,0,0,0,,0,0,0
7,1966,1966-10-16,6,23.336,PIT,,PHI,L 14-31,0,0,,0,0,0,,0,3,51,17.00,0,0,0,,0,0,0
8,1966,1966-10-30,7,23.350,PIT,@,DAL,L 21-52,0,0,,0,0,0,,0,4,69,17.25,0,0,0,,0,0,0
9,1966,1966-11-20,10,24.006,PIT,,DAL,L 7-20,0,0,,0,0,0,,0,1,15,15.00,0,0,0,,0,0,0
10,1966,1966-12-11,13,24.027,PIT,@,NYG,W 47-28,1,6,6.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
11,1966,1966-12-18,14,24.034,PIT,@,ATL,W 57-33,2,25,12.50,0,0,0,,0,0,0,,0,0,0,,0,0,0
12,1967,1967-09-17,1,24.307,NOR,,RAM,L 13-27,1,16,16.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
13,1967,1967-09-24,2,24.314,NOR,,WAS,L 10-30,1,9,9.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
14,1967,1967-10-08,4,24.328,ATL,,PHI,L 7-38,3,46,15.33,1,0,0,,0,0,0,,0,2,0,0.00,0,1,6
15,1967,1967-10-22,6,24.342,ATL,@,DET,L 3-24,1,5,5.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
16,1967,1967-10-29,7,24.349,ATL,,MIN,W 21-20,3,56,18.67,0,0,0,,0,0,0,,0,0,0,,0,0,0
17,1967,1967-11-05,8,24.356,ATL,@,DAL,L 7-37,5,59,11.80,0,0,0,,0,0,0,,0,1,0,0.00,0,0,0
18,1967,1967-12-03,12,25.019,ATL,@,RAM,L 3-20,1,18,18.00,0,0,0,,0,2,38,19.00,0,0,0,,0,0,0
19,1967,1967-12-10,13,25.026,ATL,,SFO,L 28-34,5,67,13.40,1,0,0,,0,0,0,,0,0,0,,0,1,6
20,1967,1967-12-17,14,25.033,ATL,,CHI,L 14-23,3,36,12.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
21,1968,1968-09-14,1,25.305,ATL,@,MIN,L 7-47,4,56,14.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
22,1968,1968-09-22,2,25.313,ATL,,BAL,L 20-28,1,12,12.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
23,1968,1968-09-29,3,25.320,ATL,@,SFO,L 13-28,4,68,17.00,0,1,-6,-6.00,0,0,0,,0,0,0,,0,0,0
24,1968,1968-10-06,4,25.327,ATL,,GNB,L 7-38,1,5,5.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
25,1968,1968-10-13,5,25.334,ATL,,NYG,W 24-21,3,85,28.33,0,0,0,,0,0,0,,0,0,0,,0,0,0
26,1968,1968-10-20,6,25.341,ATL,@,RAM,L 14-27,2,36,18.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
27,1968,1968-11-03,8,25.355,ATL,,PIT,L 21-41,1,10,10.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
28,1968,1968-11-10,9,25.362,ATL,,RAM,L 10-17,1,15,15.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
29,1968,1968-11-17,10,26.003,ATL,@,CHI,W 16-13,1,12,12.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
30,1968,1968-11-24,11,26.010,ATL,@,STL,L 12-17,3,62,20.67,0,0,0,,0,0,0,,0,0,0,,0,0,0
31,1968,1968-12-01,12,26.017,ATL,@,BAL,L 0-44,1,28,28.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
32,1968,1968-12-08,13,26.024,ATL,,DET,L 7-24,2,53,26.50,0,0,0,,0,0,0,,0,0,0,,0,0,0
33,1968,1968-12-15,14,26.031,ATL,,SFO,L 12-14,4,37,9.25,0,0,0,,0,0,0,,0,0,0,,0,0,0
34,1969,1969-09-21,1,26.311,ATL,,SFO,W 24-12,1,4,4.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
35,1969,1969-11-09,8,26.360,CHI,,PIT,W 38-7,2,20,10.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
36,1969,1969-11-16,9,27.002,CHI,@,ATL,L 31-48,2,64,32.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
37,1969,1969-11-23,10,27.009,CHI,,BAL,L 21-24,5,57,11.40,0,0,0,,0,0,0,,0,0,0,,0,0,0
38,1969,1969-11-30,11,27.016,CHI,,CLE,L 24-28,1,12,12.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
39,1969,1969-12-06,12,27.022,CHI,@,SFO,L 21-42,3,25,8.33,0,0,0,,0,0,0,,0,0,0,,0,0,0
40,1971,1971-09-19,1,28.309,DEN,,MIA,T 10-10,,,,,,,,,,,,,,,,,,
41,1971,1971-09-26,2,28.316,DEN,@,GNB,L 13-34,2,12,6.00,1,0,0,,0,0,0,,0,0,0,,0,1,6
42,1971,1971-10-03,3,28.323,DEN,,KAN,L 3-16,3,33,11.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
43,1971,1971-10-10,4,28.330,DEN,,OAK,L 16-27,3,37,12.33,0,0,0,,0,0,0,,0,0,0,,0,0,0
44,1971,1971-10-17,5,28.337,DEN,,SDG,W 20-16,,,,,,,,,,,,,,,,,,
45,1971,1971-10-24,6,28.344,DEN,@,CLE,W 27-0,1,13,13.00,0,1,7,7.00,0,0,0,,0,0,0,,0,0,0
46,1971,1971-10-31,7,28.351,DEN,@,PHI,L 16-17,2,27,13.50,0,0,0,,0,0,0,,0,0,0,,0,0,0
47,1971,1971-11-07,8,28.358,DEN,,DET,L 20-24,1,31,31.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
48,1971,1971-11-14,9,29.000,DEN,,CIN,L 10-24,2,16,8.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
49,1971,1971-11-21,10,29.007,DEN,@,KAN,L 10-28,6,153,25.50,0,0,0,,0,0,0,,0,0,0,,0,0,0
50,1971,1971-11-28,11,29.014,DEN,@,PIT,W 22-10,,,,,,,,,,,,,,,,,,
51,1971,1971-12-05,12,29.021,DEN,,CHI,W 6-3,1,13,13.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
52,1971,1971-12-12,13,29.028,DEN,@,SDG,L 17-45,1,27,27.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
53,1971,1971-12-19,14,29.035,DEN,@,OAK,L 13-21,3,41,13.67,0,0,0,,0,0,0,,0,0,0,,0,0,0
54,1972,1972-09-17,1,29.308,DEN,,HOU,W 30-17,,,,,,,,,,,,,,,,,,
55,1972,1972-09-24,2,29.315,DEN,@,SDG,L 14-37,3,44,14.67,0,0,0,,0,0,0,,0,0,0,,0,0,0
56,1972,1972-10-01,3,29.322,DEN,,KAN,L 24-45,1,15,15.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
57,1972,1972-10-08,4,29.329,DEN,@,CIN,L 10-21,,,,,,,,,,,,,,,,,,
58,1972,1972-10-15,5,29.336,DEN,,MIN,L 20-23,3,13,4.33,0,0,0,,0,0,0,,0,0,0,,0,0,0
59,1972,1972-10-22,6,29.343,DEN,@,OAK,W 30-23,6,118,19.67,1,0,0,,0,0,0,,0,0,0,,0,1,6
60,1972,1972-10-29,7,29.350,DEN,,CLE,L 20-27,,,,,,,,,,,,,,,,,,
61,1972,1972-11-05,8,29.357,DEN,@,NYG,L 17-29,1,10,10.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
62,1972,1972-11-12,9,29.364,DEN,@,RAM,W 16-10,3,35,11.67,1,0,0,,0,0,0,,0,0,0,,0,1,6
63,1973,1973-09-16,1,30.306,DEN,,CIN,W 28-10,3,50,16.67,0,0,0,,0,0,0,,0,0,0,,0,0,0
64,1973,1973-09-23,2,30.313,DEN,,SFO,L 34-36,2,35,17.50,1,0,0,,0,0,0,,0,0,0,,0,1,6
65,1973,1973-09-30,3,30.320,DEN,,CHI,L 14-33,1,22,22.00,0,1,-4,-4.00,0,0,0,,0,0,0,,0,0,0
66,1973,1973-10-07,4,30.327,DEN,@,KAN,L 14-16,,,,,,,,,,,,,,,,,,
