ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
12,2007,2007-12-02,12,22.234,MIA,,NYJ,L 13-40,*,9,3,19,6.33,0,33.3%,2.11,0,0,,0,0,0,,0,0,0,,,,,,8,198,24.75,0,0,0,,0,,0,0,0.0,,
13,2007,2007-12-09,13,22.241,MIA,@,BUF,L 17-38,*,10,4,67,16.75,0,40.0%,6.70,0,0,,0,0,0,,0,0,0,,,,,,3,51,17.00,0,4,3,0.75,0,,0,0,0.0,,
14,2007,2007-12-16,14,22.248,MIA,,BAL,W 22-16,*,3,1,14,14.00,0,33.3%,4.67,0,0,,0,0,0,,0,0,0,,,,,,5,112,22.40,0,3,31,10.33,0,,0,0,0.0,,
15,2007,2007-12-23,15,22.255,MIA,@,NWE,L 7-28,*,9,4,27,6.75,0,44.4%,3.00,0,0,,0,0,0,,0,0,0,,,,,,4,79,19.75,0,1,2,2.00,0,,0,0,0.0,,
16,2007,2007-12-30,16,22.262,MIA,,CIN,L 25-38,*,8,7,53,7.57,1,87.5%,6.63,0,0,,0,0,0,,0,0,0,,,,,,6,111,18.50,0,1,6,6.00,0,,1,6,0.0,,
17,2008,2008-09-07,1,23.148,MIA,,NYJ,L 14-20,*,7,2,17,8.50,0,28.6%,2.43,1,2,2.00,0,0,0,,0,0,0,,,,,,0,0,,0,3,13,4.33,0,,0,0,0.0,0,0
18,2008,2008-09-14,2,23.155,MIA,@,ARI,L 10-31,*,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
19,2008,2008-09-21,3,23.162,MIA,@,NWE,W 38-13,*,6,5,49,9.80,0,83.3%,8.17,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
20,2008,2008-10-05,4,23.176,MIA,,SDG,W 17-10,*,8,7,55,7.86,0,87.5%,6.88,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,11,11.00,0,,0,0,0.0,0,0
21,2008,2008-10-12,5,23.183,MIA,@,HOU,L 28-29,*,2,1,-1,-1.00,0,50.0%,-0.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
22,2008,2008-10-19,6,23.190,MIA,,BAL,L 13-27,*,7,4,48,12.00,0,57.1%,6.86,0,0,,0,0,0,,0,0,0,,,,,,5,93,18.60,0,0,0,,0,,0,0,0.0,0,0
23,2008,2008-10-26,7,23.197,MIA,,BUF,W 25-16,*,9,7,175,25.00,0,77.8%,19.44,0,0,,0,0,0,,0,0,0,,,,,,3,37,12.33,0,0,0,,0,,0,0,0.0,0,0
24,2008,2008-11-02,8,23.204,MIA,@,DEN,W 26-17,*,7,3,38,12.67,0,42.9%,5.43,0,0,,0,0,0,,0,0,0,,,,,,1,41,41.00,0,0,0,,0,,0,0,0.0,0,0
25,2008,2008-11-09,9,23.211,MIA,,SEA,W 21-19,,8,4,67,16.75,1,50.0%,8.38,0,0,,0,0,0,,0,0,0,,,,,,3,88,29.33,0,0,0,,0,,1,6,0.0,0,0
26,2008,2008-11-16,10,23.218,MIA,,OAK,W 17-15,*,5,4,51,12.75,0,80.0%,10.20,2,42,21.00,1,0,0,,0,0,0,,,,,,3,53,17.67,0,2,23,11.50,0,,1,6,0.0,0,0
27,2008,2008-11-23,11,23.225,MIA,,NWE,L 28-48,*,8,5,88,17.60,0,62.5%,11.00,0,0,,0,0,0,,0,0,0,,,,,,8,154,19.25,0,0,0,,0,,0,0,0.0,0,0
28,2008,2008-11-30,12,23.232,MIA,@,STL,W 16-12,*,8,4,55,13.75,0,50.0%,6.88,0,0,,0,0,0,,0,0,0,,,,,,5,99,19.80,0,0,0,,0,,0,0,0.0,0,0
29,2008,2008-12-07,13,23.239,MIA,@,BUF,W 16-3,*,3,1,18,18.00,0,33.3%,6.00,1,-2,-2.00,0,0,0,,0,0,0,,,,,,1,22,22.00,0,1,7,7.00,0,,0,0,0.0,0,0
30,2008,2008-12-14,14,23.246,MIA,,SFO,W 14-9,*,4,2,6,3.00,0,50.0%,1.50,0,0,,0,0,0,,0,0,0,,,,,,3,70,23.33,0,0,0,,0,,0,0,0.0,0,0
31,2008,2008-12-21,15,23.253,MIA,@,KAN,W 38-31,*,5,4,44,11.00,0,80.0%,8.80,1,31,31.00,1,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,1,6,0.0,0,0
32,2008,2008-12-28,16,23.260,MIA,@,NYJ,W 24-17,,5,2,71,35.50,1,40.0%,14.20,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,1,6,0.0,0,0
33,2009,2009-09-13,1,24.154,MIA,@,ATL,L 7-19,*,5,2,26,13.00,0,40.0%,5.20,2,9,4.50,0,0,0,,0,0,0,,,,,,3,55,18.33,0,0,0,,0,,0,0,0.0,0,0
34,2009,2009-09-21,2,24.162,MIA,,IND,L 23-27,*,16,11,108,9.82,0,68.8%,6.75,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
35,2009,2009-09-27,3,24.168,MIA,@,SDG,L 13-23,*,6,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,2009,2009-10-04,4,24.175,MIA,,BUF,W 38-10,*,3,1,4,4.00,0,33.3%,1.33,1,22,22.00,0,0,0,,0,0,0,,,,,,0,0,,0,1,11,11.00,0,,0,0,0.0,0,0
37,2009,2009-10-12,5,24.183,MIA,,NYJ,W 31-27,,2,2,57,28.50,1,100.0%,28.50,0,0,,0,0,0,,0,0,0,,,,,,1,32,32.00,0,0,0,,0,,1,6,0.0,0,0
38,2009,2009-10-25,6,24.196,MIA,,NOR,L 34-46,*,8,2,16,8.00,0,25.0%,2.00,1,5,5.00,0,0,0,,0,0,0,,,,,,4,103,25.75,0,1,-2,-2.00,0,,0,0,0.0,0,0
39,2009,2009-11-01,7,24.203,MIA,@,NYJ,W 30-25,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,,,,,6,299,49.83,2,0,0,,0,,2,12,0.0,0,0
40,2009,2009-11-08,8,24.210,MIA,@,NWE,L 17-27,,3,1,7,7.00,0,33.3%,2.33,0,0,,0,0,0,,0,0,0,,,,,,4,97,24.25,0,0,0,,0,,0,0,0.0,0,0
41,2009,2009-11-15,9,24.217,MIA,,TAM,W 25-23,*,3,0,0,,0,0.0%,0.00,1,0,0.00,0,0,0,,0,0,0,,,,,,5,90,18.00,0,1,7,7.00,0,,0,0,0.0,1,0
42,2009,2009-11-19,10,24.221,MIA,@,CAR,W 24-17,*,6,4,32,8.00,0,66.7%,5.33,0,0,,0,0,0,,0,0,0,,,,,,2,85,42.50,0,0,0,,0,,0,0,0.0,0,0
43,2009,2009-11-29,11,24.231,MIA,@,BUF,L 14-31,*,5,2,18,9.00,0,40.0%,3.60,1,-4,-4.00,0,0,0,,0,0,0,,,,,,4,75,18.75,0,1,12,12.00,0,,0,0,0.0,0,0
44,2009,2009-12-06,12,24.238,MIA,,NWE,W 22-21,*,3,2,34,17.00,0,66.7%,11.33,0,0,,0,0,0,,0,0,0,,,,,,4,107,26.75,0,0,0,,0,,0,0,0.0,0,0
45,2009,2009-12-13,13,24.245,MIA,@,JAX,W 14-10,,2,1,12,12.00,0,50.0%,6.00,1,16,16.00,0,0,0,,0,0,0,,,,,,3,66,22.00,0,0,0,,0,,0,0,0.0,0,0
46,2009,2009-12-20,14,24.252,MIA,@,TEN,L 24-27,*,2,2,38,19.00,0,100.0%,19.00,0,0,,0,0,0,,0,0,0,,,,,,6,104,17.33,0,1,0,0.00,0,,0,0,0.0,1,0
47,2009,2009-12-27,15,24.259,MIA,,HOU,L 20-27,*,7,5,82,16.40,0,71.4%,11.71,0,0,,0,0,0,,0,0,0,,,,,,6,121,20.17,0,0,0,,0,,0,0,0.0,0,0
48,2009,2010-01-03,16,24.266,MIA,,PIT,L 24-30,*,6,3,20,6.67,0,50.0%,3.33,0,0,,0,0,0,,0,0,0,,,,,,4,62,15.50,0,0,0,,0,,0,0,0.0,1,0
49,2010,2010-09-12,1,25.153,SFO,@,SEA,L 6-31,,2,1,19,19.00,0,50.0%,9.50,0,0,,0,0,0,,0,0,0,,,,,,3,54,18.00,0,2,27,13.50,0,,0,0,0.0,0,0
50,2010,2010-10-10,5,25.181,SFO,,PHI,L 24-27,,3,2,26,13.00,0,66.7%,8.67,0,0,,0,0,0,,0,0,0,,,,,,5,181,36.20,0,2,9,4.50,0,,0,0,0.0,1,0
51,2010,2010-10-17,6,25.188,SFO,,OAK,W 17-9,,3,2,23,11.50,0,66.7%,7.67,1,2,2.00,0,0,0,,0,0,0,,,,,,2,48,24.00,0,4,37,9.25,0,,0,0,0.0,0,0
52,2010,2010-10-24,7,25.195,SFO,@,CAR,L 20-23,,4,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,,,,,2,47,23.50,0,3,24,8.00,0,,0,0,0.0,0,0
53,2010,2010-10-31,8,25.202,SFO,,DEN,W 24-16,,1,0,0,,0,0.0%,0.00,1,9,9.00,0,0,0,,0,0,0,,,,,,4,89,22.25,0,2,15,7.50,0,,0,0,0.0,0,0
54,2010,2010-11-14,9,25.216,SFO,,STL,W 23-20,,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,,,,,3,42,14.00,0,0,0,,0,,0,0,0.0,0,0
55,2010,2010-11-21,10,25.223,SFO,,TAM,L 0-21,,4,1,7,7.00,0,25.0%,1.75,0,0,,0,0,0,,0,0,0,,,,,,3,69,23.00,0,0,0,,0,,0,0,0.0,0,0
56,2010,2010-11-29,11,25.231,SFO,@,ARI,W 27-6,,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,,0,0,0,,,,,,2,62,31.00,0,2,54,27.00,0,,0,0,0.0,0,0
57,2010,2010-12-05,12,25.237,SFO,@,GNB,L 16-34,,3,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,,,,,5,81,16.20,0,2,31,15.50,0,,0,0,0.0,0,0
58,2010,2010-12-12,13,25.244,SFO,,SEA,W 40-21,,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,,,,,3,60,20.00,0,1,3,3.00,0,,0,0,0.0,0,0
59,2010,2010-12-16,14,25.248,SFO,@,SDG,L 7-34,,4,2,14,7.00,0,50.0%,3.50,0,0,,0,0,0,,0,0,0,,,,,,7,116,16.57,0,2,24,12.00,0,,0,0,0.0,1,0
60,2010,2010-12-26,15,25.258,SFO,@,STL,L 17-25,,2,1,22,22.00,0,50.0%,11.00,0,0,,0,0,0,,0,0,0,,,,,,6,100,16.67,0,3,97,32.33,1,,1,6,0.0,1,0
61,2010,2011-01-02,16,25.265,SFO,,ARI,W 38-7,,4,2,41,20.50,1,50.0%,10.25,0,0,,0,0,0,,0,0,0,,,,,,2,43,21.50,0,1,0,0.00,0,,1,6,0.0,0,0
62,2011,2011-09-11,1,26.152,SFO,,SEA,W 33-17,,0,0,0,,0,0.0%,,1,0,0.00,0,0,0,,0,0,0,,0,0,,,4,176,44.00,1,5,92,18.40,1,,0,12,0.0,0,0
63,2011,2011-09-18,2,26.159,SFO,,DAL,L 24-27,,7,4,38,9.50,0,57.1%,5.43,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,4,45,11.25,0,,0,0,0.0,0,0
64,2011,2011-09-25,3,26.166,SFO,@,CIN,W 13-8,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,2,59,29.50,0,3,19,6.33,0,,0,0,0.0,0,0
65,2011,2011-10-02,4,26.173,SFO,@,PHI,W 24-23,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,3,74,24.67,0,2,-6,-3.00,0,,0,0,0.0,0,0
66,2011,2011-10-09,5,26.180,SFO,,TAM,W 48-3,,0,0,0,,0,0.0%,,1,24,24.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,51,17.00,0,,0,0,0.0,0,0
67,2011,2011-10-16,6,26.187,SFO,@,DET,W 25-19,*,5,2,24,12.00,0,40.0%,4.80,2,21,10.50,0,0,0,,0,0,0,,0,0,,,4,105,26.25,0,3,72,24.00,0,,0,0,0.0,0,0
68,2011,2011-10-30,7,26.201,SFO,,CLE,W 20-10,*,1,0,0,,0,0.0%,0.00,1,-8,-8.00,0,0,0,,0,0,0,,0,0,,,2,33,16.50,0,2,18,9.00,0,,0,0,0.0,0,0
69,2011,2011-11-06,8,26.208,SFO,@,WAS,W 19-11,,1,1,14,14.00,0,100.0%,14.00,0,0,,0,0,0,,0,0,0,,0,0,,,1,20,20.00,0,5,47,9.40,0,,0,0,0.0,0,0
70,2011,2011-11-13,9,26.215,SFO,,NYG,W 27-20,,4,3,39,13.00,0,75.0%,9.75,0,0,,0,0,0,,0,0,0,,0,0,,,2,55,27.50,0,0,0,,0,,0,0,0.0,1,0
71,2011,2011-11-20,10,26.222,SFO,,ARI,W 23-7,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,2,42,21.00,0,4,16,4.00,0,,0,0,0.0,0,0
72,2011,2011-11-24,11,26.226,SFO,@,BAL,L 6-16,,3,2,21,10.50,0,66.7%,7.00,1,9,9.00,0,0,0,,0,0,0,,0,0,,,3,93,31.00,0,0,0,,0,,0,0,0.0,0,0
73,2011,2011-12-04,12,26.236,SFO,,STL,W 26-0,*,4,4,56,14.00,0,100.0%,14.00,1,16,16.00,0,0,0,,0,0,0,,0,0,,,1,31,31.00,0,3,19,6.33,0,,0,0,0.0,0,0
74,2011,2011-12-11,13,26.243,SFO,@,ARI,L 19-21,,6,2,14,7.00,0,33.3%,2.33,0,0,,0,0,0,,0,0,0,,0,0,,,4,100,25.00,0,4,93,23.25,0,,0,0,0.0,0,0
75,2011,2011-12-19,14,26.251,SFO,,PIT,W 20-3,,1,1,14,14.00,0,100.0%,14.00,1,6,6.00,0,0,0,,0,0,0,,0,0,,,1,12,12.00,0,0,0,,0,,0,0,0.0,0,0
76,2012,2012-09-30,4,27.171,SFO,@,NYJ,W 34-0,,0,0,0,,0,0.0%,,1,7,7.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,4,40,10.00,0,,0,0,0.0,0,0
77,2012,2012-10-07,5,27.178,SFO,,BUF,W 45-3,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,19,6.33,0,,0,0,0.0,0,0
78,2012,2012-10-14,6,27.185,SFO,,NYG,L 3-26,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,22,11.00,0,,0,0,0.0,0,0
79,2012,2012-10-18,7,27.189,SFO,,SEA,W 13-6,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,2,41,20.50,0,3,70,23.33,0,,0,0,0.0,0,0
80,2012,2012-10-29,8,27.200,SFO,@,ARI,W 24-3,,1,1,0,0.00,0,100.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,1,31,31.00,0,5,59,11.80,0,,0,0,0.0,0,0
81,2012,2012-11-11,9,27.213,SFO,,STL,T 24-24,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,5,118,23.60,0,2,23,11.50,0,,0,0,0.0,0,0
82,2012,2012-11-19,10,27.221,SFO,,CHI,W 32-7,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,3,63,21.00,0,4,19,4.75,0,,0,0,0.0,0,0
83,2012,2012-11-25,11,27.227,SFO,@,NOR,W 31-21,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,13,6.50,0,,0,0,0.0,0,0
84,2012,2012-12-02,12,27.234,SFO,@,STL,L 13-16,,1,1,1,1.00,0,100.0%,1.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,6,3.00,0,,0,0,0.0,0,0
85,2012,2012-12-09,13,27.241,SFO,,MIA,W 27-13,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,12,12.00,0,,0,0,0.0,0,0
86,2012,2012-12-16,14,27.248,SFO,@,NWE,W 41-34,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,15,5.00,0,,0,0,0.0,0,0
87,2012,2012-12-23,15,27.255,SFO,@,SEA,L 13-42,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
88,2012,2012-12-30,16,27.262,SFO,,ARI,W 27-13,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,28,28.00,0,,0,0,0.0,0,0
89,2013,2013-09-08,1,28.149,CAR,,SEA,L 7-12,,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,10,10.00,0,,0,0,0.0,0,0
90,2013,2013-09-15,2,28.156,CAR,@,BUF,L 23-24,,8,3,62,20.67,1,37.5%,7.75,0,0,,0,0,0,,0,0,0,,0,0,,,3,80,26.67,0,2,20,10.00,0,,1,6,0.0,0,0
91,2013,2013-09-22,3,28.163,CAR,,NYG,W 38-0,,4,3,71,23.67,1,75.0%,17.75,1,11,11.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,12,12.00,0,,1,6,0.0,0,0
92,2013,2013-10-06,4,28.177,CAR,@,ARI,L 6-22,,5,4,78,19.50,0,80.0%,15.60,0,0,,0,0,0,,0,0,0,,0,0,,,2,63,31.50,0,1,6,6.00,0,,0,0,0.0,0,0
93,2013,2013-10-13,5,28.184,CAR,@,MIN,W 35-10,,3,2,22,11.00,0,66.7%,7.33,1,-3,-3.00,0,0,0,,0,0,0,,0,0,,,2,31,15.50,0,3,22,7.33,0,,0,0,0.0,0,0
94,2013,2013-10-20,6,28.191,CAR,,STL,W 30-15,*,2,2,34,17.00,0,100.0%,17.00,0,0,,0,0,0,,0,0,0,,0,0,,,2,54,27.00,0,1,-1,-1.00,0,,0,0,0.0,0,0
95,2013,2013-10-24,7,28.195,CAR,@,TAM,W 31-13,,6,5,80,16.00,0,83.3%,13.33,0,0,,0,0,0,,0,0,0,,0,0,,,2,44,22.00,0,2,7,3.50,0,,0,0,0.0,0,0
96,2013,2013-11-03,8,28.205,CAR,,ATL,W 34-10,,3,1,10,10.00,0,33.3%,3.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,24,24.00,0,,0,0,0.0,1,0
97,2013,2013-11-10,9,28.212,CAR,@,SFO,W 10-9,,4,2,19,9.50,0,50.0%,4.75,0,0,,0,0,0,,0,0,0,,0,0,,,2,42,21.00,0,3,65,21.67,0,,0,0,0.0,0,0
98,2013,2013-11-18,10,28.220,CAR,,NWE,W 24-20,,3,1,25,25.00,1,33.3%,8.33,0,0,,0,0,0,,0,0,0,,0,0,,,3,53,17.67,0,0,0,,0,,1,6,0.0,0,0
99,2013,2013-11-24,11,28.226,CAR,@,MIA,W 20-16,,10,3,11,3.67,0,30.0%,1.10,0,0,,0,0,0,,0,0,0,,0,0,,,1,17,17.00,0,1,41,41.00,0,,0,0,0.0,0,0
100,2013,2013-12-01,12,28.233,CAR,,TAM,W 27-6,,4,2,47,23.50,1,50.0%,11.75,0,0,,0,0,0,,0,0,0,,0,0,,,2,34,17.00,0,3,25,8.33,0,,1,6,0.0,0,0
101,2013,2013-12-08,13,28.240,CAR,@,NOR,L 13-31,,5,2,5,2.50,0,40.0%,1.00,0,0,,0,0,0,,0,0,0,,0,0,,,2,73,36.50,0,1,32,32.00,0,,0,0,0.0,0,0
102,2013,2013-12-15,14,28.247,CAR,,NYJ,W 30-20,,1,1,10,10.00,0,100.0%,10.00,1,14,14.00,0,0,0,,0,0,0,,0,0,,,1,32,32.00,0,1,0,0.00,0,,0,0,0.0,0,0
103,2013,2013-12-22,15,28.254,CAR,,NOR,W 17-13,,4,2,66,33.00,0,50.0%,16.50,1,7,7.00,0,0,0,,0,0,0,,0,0,,,2,41,20.50,0,2,20,10.00,0,,0,0,0.0,0,0
104,2013,2013-12-29,16,28.261,CAR,@,ATL,W 21-20,*,5,2,6,3.00,1,40.0%,1.20,0,0,,0,0,0,,0,0,0,,0,0,,,1,31,31.00,0,3,33,11.00,0,,1,6,0.0,0,0
105,2014,2014-09-08,1,29.149,ARI,,SDG,W 18-17,,3,2,29,14.50,0,66.7%,9.67,0,0,,0,0,0,,0,0,0,,0,0,,,3,49,16.33,0,0,0,,0,,0,0,0.0,0,0
106,2014,2014-09-14,2,29.155,ARI,@,NYG,W 25-14,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,2,28,14.00,0,2,76,38.00,1,,0,6,0.0,0,0
107,2014,2014-09-21,3,29.162,ARI,,SFO,W 23-14,,3,1,8,8.00,0,33.3%,2.67,1,4,4.00,0,1,1,100.00,10,0,0,108.3,0,0,10.00,10.00,0,0,,0,1,8,8.00,0,,0,0,0.0,0,0
108,2014,2014-10-05,4,29.176,ARI,@,DEN,L 20-41,,2,0,0,,0,0.0%,0.00,1,-1,-1.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,7,3.50,0,,0,0,0.0,0,0
109,2014,2014-10-12,5,29.183,ARI,,WAS,W 30-20,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,1,21,21.00,0,3,37,12.33,0,,0,0,0.0,0,0
110,2014,2014-10-19,6,29.190,ARI,@,OAK,W 24-13,,1,1,17,17.00,0,100.0%,17.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,7,3.50,0,,0,0,0.0,0,0
111,2014,2014-10-26,7,29.197,ARI,,PHI,W 24-20,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,16,5.33,0,,0,0,0.0,0,0
112,2014,2014-11-02,8,29.204,ARI,@,DAL,W 28-17,,2,2,42,21.00,0,100.0%,21.00,0,0,,0,0,0,,0,0,0,,0,0,,,1,0,0.00,0,1,18,18.00,0,,0,0,0.0,0,0
113,2014,2014-11-09,9,29.211,ARI,,STL,W 31-14,,2,1,15,15.00,0,50.0%,7.50,0,0,,0,0,0,,0,0,0,,0,0,,,2,44,22.00,0,1,8,8.00,0,,0,0,0.0,0,0
114,2014,2014-11-16,10,29.218,ARI,,DET,W 14-6,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,1,21,21.00,0,2,4,2.00,0,,0,0,0.0,0,0
115,2014,2014-11-23,11,29.225,ARI,@,SEA,L 3-19,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,2,45,22.50,0,0,0,,0,,0,0,0.0,0,0
116,2014,2014-11-30,12,29.232,ARI,@,ATL,L 18-29,,7,4,61,15.25,0,57.1%,8.71,0,0,,0,0,0,,0,0,0,,0,0,,,1,18,18.00,0,1,14,14.00,0,,0,0,0.0,1,0
117,2014,2014-12-07,13,29.239,ARI,,KAN,W 17-14,,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,0,,0,0,,,2,64,32.00,0,2,6,3.00,0,,0,0,0.0,0,0
118,2014,2014-12-11,14,29.243,ARI,@,STL,W 12-6,,1,1,4,4.00,0,100.0%,4.00,1,3,3.00,0,0,0,,0,0,0,,0,0,,,1,18,18.00,0,4,54,13.50,0,,0,0,0.0,0,0
119,2014,2014-12-21,15,29.253,ARI,,SEA,L 6-35,,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,3,60,20.00,0,0,0,,0,,0,0,0.0,0,0
120,2014,2014-12-28,16,29.260,ARI,@,SFO,L 17-20,,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,0,,0,0,,,3,49,16.33,0,2,22,11.00,0,,0,0,0.0,0,0
121,2015,2015-09-13,1,30.154,CAR,@,JAX,W 20-9,*,7,2,54,27.00,0,28.6%,7.71,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,46,15.33,0,,0,0,0.0,0,0
