ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
79,2002,2002-11-24,11,30.099,STL,@,WAS,L 17-20,*,2,2,0,0.00,0,100.0%,0.00,0,0,,0,0,0
80,2002,2002-12-01,12,30.106,STL,@,PHI,L 3-10,*,2,2,13,6.50,0,100.0%,6.50,1,8,8.00,0,0,0
81,2002,2002-12-08,13,30.113,STL,@,KAN,L 10-49,*,4,3,17,5.67,0,75.0%,4.25,0,0,,0,0,0
82,2002,2002-12-15,14,30.120,STL,,ARI,W 30-28,*,7,5,54,10.80,0,71.4%,7.71,0,0,,0,0,0
83,2002,2002-12-22,15,30.127,STL,@,SEA,L 10-30,*,3,1,6,6.00,0,33.3%,2.00,1,3,3.00,0,0,0
84,2002,2002-12-30,16,30.135,STL,,SFO,W 31-20,*,5,3,52,17.33,1,60.0%,10.40,0,0,,0,1,6
85,2003,2003-09-07,1,31.021,NOR,@,SEA,L 10-27,*,6,4,38,9.50,0,66.7%,6.33,0,0,,0,0,0
86,2003,2003-09-14,2,31.028,NOR,,HOU,W 31-10,*,5,1,2,2.00,1,20.0%,0.40,0,0,,0,1,6
87,2003,2003-09-21,3,31.035,NOR,@,TEN,L 12-27,*,5,4,47,11.75,0,80.0%,9.40,0,0,,0,0,0
88,2003,2003-09-28,4,31.042,NOR,,IND,L 21-55,*,10,6,88,14.67,0,60.0%,8.80,0,0,,0,0,0
89,2003,2003-10-05,5,31.049,NOR,@,CAR,L 13-19,*,6,4,44,11.00,0,66.7%,7.33,0,0,,0,0,0
90,2003,2003-10-12,6,31.056,NOR,,CHI,W 20-13,*,3,2,12,6.00,1,66.7%,4.00,0,0,,0,1,6
91,2003,2003-10-19,7,31.063,NOR,@,ATL,W 45-17,*,3,2,36,18.00,0,66.7%,12.00,0,0,,0,0,0
92,2003,2003-10-26,8,31.070,NOR,,CAR,L 20-23,*,3,3,23,7.67,0,100.0%,7.67,0,0,,0,0,0
93,2003,2003-11-02,9,31.077,NOR,@,TAM,W 17-14,*,3,,,,,0.0%,,,,,,,
94,2003,2003-11-16,10,31.091,NOR,,ATL,W 23-20,*,,,,,,0.0%,,,,,,,
95,2004,2004-09-12,1,32.026,NOR,,SEA,L 7-21,*,4,3,32,10.67,1,75.0%,8.00,0,0,,0,1,6
96,2004,2004-09-19,2,32.033,NOR,,SFO,W 30-27,*,2,,,,,0.0%,,,,,,,
97,2004,2004-09-26,3,32.040,NOR,@,STL,W 28-25,,0,,,,,0.0%,,,,,,,
98,2004,2004-10-03,4,32.047,NOR,@,ARI,L 10-34,,1,,,,,0.0%,,,,,,,
99,2004,2004-10-10,5,32.054,NOR,,TAM,L 17-20,*,1,,,,,0.0%,,,,,,,
100,2004,2004-10-17,6,32.061,NOR,,MIN,L 31-38,,3,2,11,5.50,0,66.7%,3.67,0,0,,0,0,0
101,2004,2004-10-24,7,32.068,NOR,@,OAK,W 31-26,*,1,,,,,0.0%,,,,,,,
102,2004,2004-11-07,8,32.082,NOR,@,SDG,L 17-43,*,2,1,28,28.00,0,50.0%,14.00,0,0,,0,0,0
103,2004,2004-11-14,9,32.089,NOR,,KAN,W 27-20,,,,,,,0.0%,,,,,,,
104,2004,2004-11-21,10,32.096,NOR,,DEN,L 13-34,*,,,,,,0.0%,,,,,,,
105,2004,2004-11-28,11,32.103,NOR,@,ATL,L 21-24,*,1,,,,,0.0%,,,,,,,
106,2004,2004-12-05,12,32.110,NOR,,CAR,L 21-32,,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0
107,2004,2004-12-12,13,32.117,NOR,@,DAL,W 27-13,*,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0
108,2004,2004-12-19,14,32.124,NOR,@,TAM,W 21-17,*,,,,,,0.0%,,,,,,,
109,2004,2004-12-26,15,32.131,NOR,,ATL,W 26-13,*,1,1,19,19.00,0,100.0%,19.00,0,0,,0,0,0
110,2004,2005-01-02,16,32.138,NOR,@,CAR,W 21-18,,1,1,0,0.00,0,100.0%,0.00,0,0,,0,0,0
111,2005,2005-09-11,1,33.025,NOR,@,CAR,W 23-20,*,6,6,71,11.83,0,100.0%,11.83,0,0,,0,0,0
112,2005,2005-09-19,2,33.033,NOR,,NYG,L 10-27,*,4,0,0,,0,0.0%,0.00,0,0,,0,0,0
113,2005,2005-09-25,3,33.039,NOR,@,MIN,L 16-33,*,8,3,65,21.67,1,37.5%,8.13,0,0,,0,1,6
114,2005,2005-10-02,4,33.046,NOR,,BUF,W 19-7,*,3,1,5,5.00,0,33.3%,1.67,0,0,,0,0,0
115,2005,2005-10-09,5,33.053,NOR,@,GNB,L 3-52,*,6,3,24,8.00,0,50.0%,4.00,0,0,,0,0,0
116,2005,2005-10-16,6,33.060,NOR,,ATL,L 31-34,*,,0,0,,0,0.0%,,0,0,,0,0,0
117,2005,2005-10-23,7,33.067,NOR,@,STL,L 17-28,*,2,0,0,,0,0.0%,0.00,0,0,,0,0,0
118,2005,2005-10-30,8,33.074,NOR,,MIA,L 6-21,*,,0,0,,0,0.0%,,0,0,,0,0,0
119,2005,2005-11-06,9,33.081,NOR,,CHI,L 17-20,,,0,0,,0,0.0%,,0,0,,0,0,0
120,2006,2006-09-10,1,34.024,NOR,@,CLE,W 19-14,*,0,0,0,,0,0.0%,,0,0,,0,0,0
121,2006,2006-09-17,2,34.031,NOR,@,GNB,W 34-27,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
122,2006,2006-09-25,3,34.039,NOR,,ATL,W 23-3,*,,0,0,,0,0.0%,,0,0,,0,0,0
123,2006,2006-10-01,4,34.045,NOR,@,CAR,L 18-21,*,7,5,37,7.40,0,71.4%,5.29,0,0,,0,0,0
124,2006,2006-10-08,5,34.052,NOR,,TAM,W 24-21,*,4,2,14,7.00,1,50.0%,3.50,0,0,,0,1,6
125,2006,2006-10-15,6,34.059,NOR,,PHI,W 27-24,*,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0
126,2006,2006-11-26,11,34.101,NOR,@,ATL,W 31-13,,,0,0,,0,0.0%,,0,0,,0,0,0
