ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,1996,1996-09-08,2,24.022,STL,@,SFO,L 0-34,,0,0,0,,0,0.0%,,,,,,,
2,1996,1996-09-22,3,24.036,STL,,WAS,L 10-17,,,0,0,,0,0.0%,,,,,,,
3,1996,1996-09-29,4,24.043,STL,@,ARI,L 28-31,,,0,0,,0,0.0%,,,,,,,
4,1996,1996-10-06,5,24.050,STL,,SFO,L 11-28,,4,2,22,11.00,0,50.0%,5.50,0,0,,0,0,0
5,1996,1996-10-13,6,24.057,STL,@,CAR,L 13-45,,5,2,24,12.00,0,40.0%,4.80,0,0,,0,0,0
6,1996,1996-10-20,7,24.064,STL,,JAX,W 17-14,,2,1,4,4.00,0,50.0%,2.00,0,0,,0,0,0
7,1996,1996-10-27,8,24.071,STL,@,BAL,L 31-37,,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0
8,1996,1996-11-03,9,24.078,STL,@,PIT,L 6-42,,,0,0,,0,0.0%,,,,,,,
9,1996,1996-11-17,11,24.092,STL,,CAR,L 10-20,,5,4,54,13.50,0,80.0%,10.80,0,0,,0,0,0
10,1996,1996-11-24,12,24.099,STL,,GNB,L 9-24,,6,5,53,10.60,0,83.3%,8.83,0,0,,0,0,0
11,1997,1997-08-31,1,25.014,STL,,NOR,W 38-24,,4,3,63,21.00,1,75.0%,15.75,0,0,,0,1,6
12,1997,1997-09-07,2,25.021,STL,,SFO,L 12-15,,6,3,28,9.33,0,50.0%,4.67,0,0,,0,0,0
13,1997,1997-09-14,3,25.028,STL,@,DEN,L 14-35,,2,2,19,9.50,0,100.0%,9.50,0,0,,0,0,0
14,1997,1997-09-21,4,25.035,STL,,NYG,W 13-3,,4,4,26,6.50,0,100.0%,6.50,0,0,,0,0,0
15,1997,1997-09-28,5,25.042,STL,@,OAK,L 17-35,,3,2,14,7.00,0,66.7%,4.67,0,0,,0,0,0
16,1997,1997-10-12,6,25.056,STL,@,SFO,L 10-30,,1,0,0,,0,0.0%,0.00,,,,,,
17,1997,1997-10-19,7,25.063,STL,,SEA,L 9-17,,3,2,25,12.50,0,66.7%,8.33,0,0,,0,0,0
18,1997,1997-10-26,8,25.070,STL,,KAN,L 20-28,,3,2,14,7.00,0,66.7%,4.67,0,0,,0,0,0
19,1997,1997-11-02,9,25.077,STL,@,ATL,L 31-34,,4,2,18,9.00,0,50.0%,4.50,0,0,,0,0,0
20,1997,1997-11-09,10,25.084,STL,@,GNB,L 7-17,,2,0,0,,0,0.0%,0.00,,,,,,
21,1997,1997-11-16,11,25.091,STL,,ATL,L 21-27,,7,5,20,4.00,1,71.4%,2.86,0,0,,0,1,6
22,1997,1997-11-23,12,25.098,STL,,CAR,L 10-16,,5,4,75,18.75,0,80.0%,15.00,0,0,,0,0,0
23,1997,1997-11-30,13,25.105,STL,@,WAS,W 23-20,,4,1,25,25.00,0,25.0%,6.25,0,0,,0,0,0
24,1997,1997-12-07,14,25.112,STL,@,NOR,W 34-27,,3,2,15,7.50,1,66.7%,5.00,0,0,,0,1,6
25,1997,1997-12-14,15,25.119,STL,,CHI,L 10-13,,4,3,23,7.67,0,75.0%,5.75,0,0,,0,0,0
26,1997,1997-12-20,16,25.125,STL,@,CAR,W 30-18,,5,3,39,13.00,1,60.0%,7.80,0,0,,0,1,6
27,1998,1998-09-06,1,26.020,STL,,NOR,L 17-24,,6,4,37,9.25,0,66.7%,6.17,0,0,,0,0,0
28,1998,1998-09-13,2,26.027,STL,,MIN,L 31-38,,10,5,28,5.60,0,50.0%,2.80,0,0,,0,0,0
29,1998,1998-09-20,3,26.034,STL,@,BUF,W 34-33,,2,,,,,0.0%,,,,,,,
30,1998,1998-09-27,4,26.041,STL,,ARI,L 17-20,,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0
31,1998,1998-10-11,5,26.055,STL,,NYJ,W 30-10,,1,,,,,0.0%,,,,,,,
32,1998,1998-10-18,6,26.062,STL,@,MIA,L 0-14,,3,2,18,9.00,0,66.7%,6.00,0,0,,0,0,0
33,1998,1998-10-25,7,26.069,STL,,SFO,L 10-28,,7,3,17,5.67,0,42.9%,2.43,0,0,,0,0,0
34,1999,1999-12-05,12,27.110,STL,@,CAR,W 34-21,,,,,,,0.0%,,,,,,,
35,1999,1999-12-26,15,27.131,STL,,CHI,W 34-12,,1,,,,,0.0%,,,,,,,
36,1999,2000-01-02,16,27.138,STL,@,PHI,L 31-38,,2,1,11,11.00,0,50.0%,5.50,0,0,,0,0,0
37,2000,2000-09-04,1,28.018,STL,,DEN,W 41-36,,,,,,,0.0%,,,,,,,
38,2000,2000-09-10,2,28.024,STL,@,SEA,W 37-34,,2,1,2,2.00,0,50.0%,1.00,0,0,,0,0,0
39,2000,2000-09-17,3,28.031,STL,,SFO,W 41-24,,,,,,,0.0%,,,,,,,
40,2000,2000-09-24,4,28.038,STL,@,ATL,W 41-20,,,,,,,0.0%,,,,,,,
41,2000,2000-10-01,5,28.045,STL,,SDG,W 57-31,,,,,,,0.0%,,,,,,,
42,2000,2000-10-15,6,28.059,STL,,ATL,W 45-29,,,,,,,0.0%,,,,,,,
43,2000,2000-10-22,7,28.066,STL,@,KAN,L 34-54,,,,,,,0.0%,,,,,,,
44,2000,2000-10-29,8,28.073,STL,@,SFO,W 34-24,,1,0,0,,0,0.0%,0.00,1,17,17.00,0,0,0
45,2000,2000-11-05,9,28.080,STL,,CAR,L 24-27,,2,2,18,9.00,0,100.0%,9.00,0,0,,0,0,0
46,2000,2000-11-12,10,28.087,STL,@,NYG,W 38-24,*,1,,,,,0.0%,,,,,,,
47,2000,2000-11-20,11,28.095,STL,,WAS,L 20-33,,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0
48,2000,2000-11-26,12,28.101,STL,,NOR,L 24-31,,,,,,,0.0%,,,,,,,
49,2000,2000-12-03,13,28.108,STL,@,CAR,L 3-16,,,,,,,0.0%,,,,,,,
50,2000,2000-12-10,14,28.115,STL,,MIN,W 40-29,,0,0,0,,0,0.0%,,1,6,6.00,0,0,0
51,2000,2000-12-18,15,28.123,STL,@,TAM,L 35-38,,1,,,,,0.0%,,,,,,,
52,2000,2000-12-24,16,28.129,STL,@,NOR,W 26-21,,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0
53,2001,2001-09-09,1,29.023,STL,@,PHI,W 20-17,*,6,5,49,9.80,1,83.3%,8.17,1,4,4.00,0,1,6
54,2001,2001-09-23,2,29.037,STL,@,SFO,W 30-26,,1,1,31,31.00,0,100.0%,31.00,0,0,,0,0,0
55,2001,2001-09-30,3,29.044,STL,,MIA,W 42-10,*,4,3,27,9.00,0,75.0%,6.75,0,0,,0,0,0
56,2001,2001-10-08,4,29.052,STL,@,DET,W 35-0,,4,4,22,5.50,1,100.0%,5.50,0,0,,0,1,6
57,2001,2001-10-14,5,29.058,STL,,NYG,W 15-14,*,2,1,10,10.00,0,50.0%,5.00,0,0,,0,0,0
58,2001,2001-10-21,6,29.065,STL,@,NYJ,W 34-14,*,2,1,16,16.00,0,50.0%,8.00,0,0,,0,0,0
59,2001,2001-10-28,7,29.072,STL,,NOR,L 31-34,*,6,6,44,7.33,0,100.0%,7.33,1,2,2.00,1,1,6
60,2001,2001-11-11,8,29.086,STL,,CAR,W 48-14,*,1,1,5,5.00,0,100.0%,5.00,1,13,13.00,0,0,0
61,2001,2001-11-18,9,29.093,STL,@,NWE,W 24-17,*,3,1,12,12.00,0,33.3%,4.00,1,-1,-1.00,0,0,0
62,2001,2001-11-26,10,29.101,STL,,TAM,L 17-24,*,4,2,38,19.00,0,50.0%,9.50,1,3,3.00,0,0,0
63,2001,2001-12-02,11,29.107,STL,@,ATL,W 35-6,*,1,,,,,0.0%,,,,,,,
64,2001,2001-12-09,12,29.114,STL,,SFO,W 27-14,*,5,2,14,7.00,0,40.0%,2.80,0,0,,0,0,0
65,2001,2001-12-17,13,29.122,STL,@,NOR,W 34-21,*,3,3,63,21.00,0,100.0%,21.00,0,0,,0,0,0
66,2001,2001-12-23,14,29.128,STL,@,CAR,W 38-32,*,3,3,25,8.33,1,100.0%,8.33,0,0,,0,1,6
67,2001,2001-12-30,15,29.135,STL,,IND,W 42-17,*,1,0,0,,0,0.0%,0.00,2,7,3.50,0,0,0
68,2001,2002-01-06,16,29.142,STL,,ATL,W 31-13,,6,5,75,15.00,1,83.3%,12.50,0,0,,0,1,6
69,2002,2002-09-08,1,30.022,STL,@,DEN,L 16-23,*,3,3,50,16.67,0,100.0%,16.67,0,0,,0,0,0
70,2002,2002-09-15,2,30.029,STL,,NYG,L 21-26,,1,1,20,20.00,0,100.0%,20.00,0,0,,0,0,0
71,2002,2002-09-23,3,30.037,STL,@,TAM,L 14-26,*,2,2,20,10.00,0,100.0%,10.00,0,0,,0,0,0
72,2002,2002-09-29,4,30.043,STL,,DAL,L 10-13,,5,2,33,16.50,0,40.0%,6.60,1,2,2.00,0,0,0
73,2002,2002-10-06,5,30.050,STL,@,SFO,L 13-37,*,1,,,,,0.0%,,,,,,,
74,2002,2002-10-13,6,30.057,STL,,OAK,W 28-13,*,0,0,0,,0,0.0%,,1,1,1.00,0,0,0
75,2002,2002-10-20,7,30.064,STL,,SEA,W 37-20,,3,3,38,12.67,0,100.0%,12.67,0,0,,0,0,0
76,2002,2002-11-03,8,30.078,STL,@,ARI,W 27-14,*,3,3,27,9.00,0,100.0%,9.00,1,15,15.00,0,0,0
77,2002,2002-11-10,9,30.085,STL,,SDG,W 28-24,,2,2,20,10.00,1,100.0%,10.00,0,0,,0,1,6
78,2002,2002-11-18,10,30.093,STL,,CHI,W 21-16,,5,2,69,34.50,0,40.0%,13.80,1,1,1.00,1,1,6
