ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1978,1978-11-12,11,22.295,SFO,,STL,L 10-16,,,,,,,,,,
2,1978,1978-11-19,12,22.302,SFO,,RAM,L 28-31,,,,,,,,,,
3,1978,1978-11-27,13,22.310,SFO,,PIT,L 7-24,0,0,,0,1,28,28.00,0,0,0
4,1978,1978-12-03,14,22.316,SFO,@,NOR,L 13-24,0,0,,0,1,3,3.00,0,0,0
5,1978,1978-12-10,15,22.323,SFO,,TAM,W 6-3,1,11,11.00,0,6,73,12.17,0,0,0
6,1978,1978-12-17,16,22.330,SFO,@,DET,L 14-33,1,35,35.00,1,3,25,8.33,0,1,6
