ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1988,1988-09-04,1,22.044,RAI,,SDG,W 24-13,,,2,42,21.00,0,,,0,0,,0,2,113,56.50,1,4,44,11.00,0,1,6
2,1988,1988-09-11,2,22.051,RAI,@,HOU,L 35-38,,,3,23,7.67,1,,,0,0,,0,2,31,15.50,0,3,29,9.67,0,1,6
3,1988,1988-09-18,3,22.058,RAI,,RAM,L 17-22,,,1,49,49.00,1,,,0,0,,0,2,39,19.50,0,5,32,6.40,0,1,6
4,1988,1988-09-26,4,22.066,RAI,@,DEN,W 30-27,,,0,0,,0,,,3,17,5.67,0,1,40,40.00,0,2,22,11.00,0,0,0
5,1988,1988-10-02,5,22.072,RAI,,CIN,L 21-45,,,2,67,33.50,1,,,0,0,,0,4,106,26.50,0,2,28,14.00,0,1,6
6,1988,1988-10-09,6,22.079,RAI,,MIA,L 14-24,,,2,28,14.00,0,,,3,13,4.33,0,2,72,36.00,0,5,33,6.60,0,0,0
7,1988,1988-10-16,7,22.086,RAI,@,KAN,W 27-17,,,1,6,6.00,0,,,0,0,,0,3,83,27.67,0,2,36,18.00,0,0,0
8,1988,1988-10-23,8,22.093,RAI,@,NOR,L 6-20,,,1,7,7.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
9,1988,1988-10-30,9,22.100,RAI,,KAN,W 17-10,,,8,95,11.88,0,,,0,0,,0,1,17,17.00,0,3,22,7.33,0,0,0
10,1988,1988-11-06,10,22.107,RAI,@,SDG,W 13-3,,,4,49,12.25,0,,,2,-3,-1.50,0,1,23,23.00,0,7,102,14.57,0,0,0
11,1988,1988-11-13,11,22.114,RAI,@,SFO,W 9-3,,,4,58,14.50,0,,,0,0,,0,0,0,,0,4,21,5.25,0,0,0
