ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks
1,1989,1989-09-10,1,22.270,IND,,SFO,L 24-30,,,,,
2,1989,1989-09-17,2,22.277,IND,@,RAM,L 17-31,,,,,
3,1989,1989-09-24,3,22.284,IND,,ATL,W 13-9,,,,,
4,1989,1989-10-01,4,22.291,IND,@,NYJ,W 17-10,0,0,,0,2.0
5,1989,1989-10-08,5,22.298,IND,,BUF,W 37-14,,,,,
6,1989,1989-10-15,6,22.305,IND,@,DEN,L 3-14,,,,,
7,1989,1989-10-29,8,22.319,IND,,NWE,L 20-23,,,,,
8,1989,1989-11-05,9,22.326,IND,@,MIA,L 13-19,,,,,
9,1989,1989-11-12,10,22.333,IND,@,BUF,L 7-30,,,,,
10,1989,1989-11-19,11,22.340,IND,,NYJ,W 27-10,,,,,
11,1989,1989-11-26,12,22.347,IND,,SDG,W 10-6,,,,,
12,1989,1989-12-03,13,22.354,IND,@,NWE,L 16-22,,,,,
13,1989,1989-12-10,14,22.361,IND,,CLE,W 23-17,,,,,
14,1989,1989-12-17,15,23.003,IND,,MIA,W 42-13,,,,,
15,1989,1989-12-24,16,23.010,IND,@,NOR,L 6-41,,,,,
16,1990,1990-09-09,1,23.269,IND,@,BUF,L 10-26,,,,,
17,1990,1990-09-16,2,23.276,IND,,NWE,L 14-16,,,,,
18,1990,1990-09-23,3,23.283,IND,@,HOU,L 10-24,,,,,
19,1990,1990-09-30,4,23.290,IND,@,PHI,W 24-23,,,,,
20,1990,1990-10-07,5,23.297,IND,,KAN,W 23-19,,,,,
21,1990,1990-12-09,13,23.360,IND,,BUF,L 7-31,,,,,
22,1990,1990-12-16,14,24.002,IND,@,NYJ,W 29-21,,,,,
23,1990,1990-12-22,15,24.008,IND,,WAS,W 35-28,,,,,
24,1990,1990-12-30,16,24.016,IND,@,MIA,L 17-23,,,,,
25,1991,1991-09-01,1,24.261,IND,,NWE,L 7-16,0,0,,0,
26,1991,1991-09-08,2,24.268,IND,@,MIA,L 6-17,0,0,,0,
27,1991,1991-09-15,3,24.275,IND,@,RAI,L 0-16,0,0,,0,
28,1991,1991-09-22,4,24.282,IND,,DET,L 24-33,0,0,,0,
29,1991,1991-09-29,5,24.289,IND,@,SEA,L 3-31,0,0,,0,
30,1991,1991-10-06,6,24.296,IND,,PIT,L 3-21,0,0,,0,
31,1991,1991-10-13,7,24.303,IND,@,BUF,L 6-42,0,0,,0,
32,1991,1991-10-20,8,24.310,IND,,NYJ,L 6-17,0,0,,0,
33,1991,1991-11-03,9,24.324,IND,,MIA,L 6-10,0,0,,0,
34,1991,1991-11-10,10,24.331,IND,@,NYJ,W 28-27,0,0,,0,
35,1991,1991-11-17,11,24.338,IND,,CHI,L 17-31,0,0,,0,
36,1991,1991-11-24,12,24.345,IND,@,GNB,L 10-14,0,0,,0,
37,1991,1991-12-01,13,24.352,IND,,CLE,L 0-31,0,0,,0,
38,1991,1991-12-08,14,24.359,IND,@,NWE,L 17-23,1,3,3.00,0,0.0
39,1991,1991-12-15,15,25.001,IND,,BUF,L 7-35,0,0,,0,
40,1991,1991-12-22,16,25.008,IND,@,TAM,L 3-17,0,0,,0,
