ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,all_td,scoring
1,1975,1975-09-21,1,22.171,NWE,,HOU,L 0-7,1,15,15.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
2,1975,1975-09-28,2,22.178,NWE,,MIA,L 14-22,2,24,12.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
3,1975,1975-10-05,3,22.185,NWE,@,NYJ,L 7-36,3,89,29.67,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
4,1975,1975-10-12,4,22.192,NWE,@,CIN,L 10-27,3,30,10.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
5,1975,1975-10-19,5,22.199,NWE,,BAL,W 21-10,2,32,16.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
6,1975,1975-10-26,6,22.206,NWE,,SFO,W 24-16,3,36,12.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
7,1975,1975-11-02,7,22.213,NWE,@,STL,L 17-24,1,9,9.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
8,1975,1975-11-09,8,22.220,NWE,@,SDG,W 33-19,3,81,27.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
9,1975,1975-11-16,9,22.227,NWE,,DAL,L 31-34,2,63,31.50,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
10,1975,1975-11-23,10,22.234,NWE,@,BUF,L 31-45,7,125,17.86,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
11,1975,1975-12-01,11,22.242,NWE,@,MIA,L 7-20,5,80,16.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
12,1975,1975-12-07,12,22.248,NWE,,NYJ,L 28-30,1,6,6.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
13,1975,1975-12-14,13,22.255,NWE,,BUF,L 14-34,2,46,23.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
14,1975,1975-12-21,14,22.262,NWE,@,BAL,L 21-34,,,,,,,,,,,,,,,,,,,,,
15,1976,1976-09-12,1,23.162,NWE,,BAL,L 13-27,1,3,3.00,0,1,4,4.00,0,0,0,,0,0,0,,0,0,,,0,0
16,1976,1976-09-19,2,23.169,NWE,,MIA,W 30-14,3,21,7.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
17,1976,1976-09-26,3,23.176,NWE,@,PIT,W 30-27,6,139,23.17,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
18,1976,1976-10-03,4,23.183,NWE,,OAK,W 48-17,1,1,1.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
19,1976,1976-10-10,5,23.190,NWE,@,DET,L 10-30,2,15,7.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
20,1976,1976-10-18,6,23.198,NWE,,NYJ,W 41-7,2,41,20.50,0,1,8,8.00,0,0,0,,0,0,0,,0,0,,,0,0
21,1976,1976-10-24,7,23.204,NWE,@,BUF,W 26-22,3,41,13.67,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
22,1976,1976-10-31,8,23.211,NWE,@,MIA,L 3-10,4,47,11.75,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
23,1976,1976-11-07,9,23.218,NWE,,BUF,W 20-10,,,,,,,,,,,,,,,,,,,,,
24,1976,1976-11-14,10,23.225,NWE,@,BAL,W 21-14,3,52,17.33,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
25,1976,1976-11-28,12,23.239,NWE,,DEN,W 38-14,1,7,7.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
26,1976,1976-12-05,13,23.246,NWE,,NOR,W 27-6,,,,,,,,,,,,,,,,,,,,,
