ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring,sacks,tackles_solo,tackles_assists
36,1996,1996-12-22,16,25.144,WAS,,DAL,W 37-10,*,22,31,70.97,346,0,1,94.3,3,20,11.16,9.71,1,2,2.00,0,0,0,0.0,,
37,1997,1997-08-31,1,26.031,WAS,@,CAR,W 24-10,*,10,27,37.04,147,1,0,68.0,2,19,5.44,6.19,2,-2,-1.00,0,0,0,0.0,,
38,1997,1997-09-07,2,26.038,WAS,@,PIT,L 13-14,*,19,35,54.29,270,0,3,43.8,0,0,7.71,3.86,0,0,,0,0,0,0.0,,
39,1997,1997-09-14,3,26.045,WAS,,ARI,W 19-13,*,19,36,52.78,265,2,1,83.7,2,13,7.36,7.22,3,9,3.00,0,0,0,0.0,,
40,1997,1997-09-28,4,26.059,WAS,,JAX,W 24-12,*,16,24,66.67,244,3,1,122.2,4,21,10.17,10.79,2,2,1.00,0,0,0,0.0,,
41,1997,1997-10-05,5,26.066,WAS,@,PHI,L 10-24,*,16,37,43.24,216,1,1,60.2,2,18,5.84,5.16,0,0,,0,0,0,0.0,,
42,1997,1997-10-13,6,26.074,WAS,,DAL,W 21-16,*,12,23,52.17,155,1,0,88.1,3,16,6.74,7.61,3,-1,-0.33,0,0,0,0.0,,
43,1997,1997-10-19,7,26.080,WAS,@,TEN,L 14-28,*,16,31,51.61,228,2,3,57.7,1,8,7.35,4.29,2,32,16.00,0,0,0,0.0,,
44,1997,1997-10-26,8,26.087,WAS,,BAL,L 17-20,*,17,33,51.52,199,2,1,77.7,3,17,6.03,5.88,2,0,0.00,0,0,0,0.0,,
45,1997,1997-11-02,9,26.094,WAS,@,CHI,W 31-8,*,14,20,70.00,192,2,0,133.7,1,7,9.60,11.60,2,1,0.50,1,1,6,0.0,,
46,1997,1997-11-09,10,26.101,WAS,,DET,W 30-7,*,20,41,48.78,247,1,0,76.0,0,0,6.02,6.51,4,2,0.50,0,0,0,0.0,,
47,1997,1997-11-16,11,26.108,WAS,@,DAL,L 14-17,*,16,31,51.61,157,1,0,76.9,1,2,5.06,5.71,0,0,,0,0,0,0.0,,
48,1997,1997-11-23,12,26.115,WAS,,NYG,T 7-7,*,9,19,47.37,104,0,0,64.4,1,7,5.47,5.47,2,2,1.00,1,1,6,0.0,,
49,1997,1997-11-30,13,26.122,WAS,,STL,L 20-23,*,20,45,44.44,258,1,2,51.9,3,18,5.73,4.18,3,20,6.67,0,0,0,0.0,,
50,1998,1998-09-06,1,27.037,WAS,@,NYG,L 24-31,*,8,12,66.67,93,1,2,78.1,0,0,7.75,1.92,1,-1,-1.00,0,0,0,0.0,,
51,1998,1998-10-11,6,27.072,WAS,@,PHI,L 12-17,,7,16,43.75,73,0,0,57.6,2,13,4.56,4.56,1,20,20.00,0,0,0,0.0,,
52,1998,1998-10-18,7,27.079,WAS,@,MIN,L 7-41,*,10,26,38.46,117,0,1,36.9,5,22,4.50,2.77,1,1,1.00,0,0,0,0.0,,
53,1999,1999-10-17,5,28.078,DET,,MIN,W 25-23,,15,24,62.50,140,0,0,78.5,3,20,5.83,5.83,1,4,4.00,0,0,0,0.0,,
54,1999,1999-11-07,8,28.099,DET,,STL,W 31-27,,12,16,75.00,209,2,0,156.2,4,34,13.06,15.56,5,8,1.60,0,0,0,0.0,,
55,1999,1999-11-14,9,28.106,DET,@,ARI,L 19-23,*,24,39,61.54,375,2,0,110.5,5,44,9.62,10.64,0,0,,0,0,0,0.0,,
56,1999,1999-11-21,10,28.113,DET,@,GNB,L 17-26,*,20,39,51.28,225,1,2,56.0,0,0,5.77,3.97,1,7,7.00,0,0,0,0.0,,
57,1999,1999-11-25,11,28.117,DET,,CHI,W 21-17,*,29,42,69.05,309,2,0,106.2,2,16,7.36,8.31,4,5,1.25,0,0,0,0.0,,
58,1999,1999-12-05,12,28.127,DET,,WAS,W 33-17,*,21,32,65.63,280,1,0,103.6,5,19,8.75,9.38,1,1,1.00,0,0,0,0.0,,
59,1999,1999-12-12,13,28.134,DET,@,TAM,L 16-23,*,23,44,52.27,241,0,1,59.0,4,31,5.48,4.45,2,4,2.00,0,0,0,0.0,,
60,1999,1999-12-19,14,28.141,DET,@,CHI,L 10-28,*,17,30,56.67,158,0,3,31.7,1,3,5.27,0.77,1,4,4.00,0,0,0,0.0,,
61,1999,2000-01-02,16,28.155,DET,@,MIN,L 17-24,,14,22,63.64,180,1,1,85.4,4,35,8.18,7.05,0,0,,0,0,0,0.0,,
62,2000,2000-09-10,2,29.041,DEN,,ATL,W 42-14,,,,,,,,,0,,,,,,,,,,,,
63,2000,2000-09-24,4,29.055,DEN,,KAN,L 22-23,*,18,31,58.06,208,0,1,65.0,1,11,6.71,5.26,2,19,9.50,0,0,0,0.0,,
64,2000,2000-10-15,7,29.076,DEN,,CLE,W 44-10,,3,6,50.00,17,0,0,56.2,0,0,2.83,2.83,1,-1,-1.00,0,0,0,0.0,,
65,2000,2000-11-13,10,29.105,DEN,,OAK,W 27-24,,1,2,50.00,4,0,0,56.2,0,0,2.00,2.00,0,0,,0,0,0,0.0,,
66,2000,2000-11-19,11,29.111,DEN,,SDG,W 38-37,*,36,58,62.07,462,5,4,87.0,3,19,7.97,6.59,3,-4,-1.33,0,0,0,0.0,,
67,2000,2000-11-26,12,29.118,DEN,@,SEA,W 38-31,*,15,31,48.39,244,1,2,59.1,1,7,7.87,5.61,6,23,3.83,0,0,0,0.0,,
68,2000,2000-12-03,13,29.125,DEN,@,NOR,W 38-23,*,11,16,68.75,201,1,0,132.3,1,1,12.56,13.81,2,0,0.00,0,0,0,0.0,,
69,2000,2000-12-10,14,29.132,DEN,,SEA,W 31-24,*,14,25,56.00,201,1,1,78.9,1,19,8.04,7.04,3,0,0.00,0,0,0,0.0,,
70,2000,2000-12-17,15,29.139,DEN,@,KAN,L 7-20,*,22,34,64.71,234,0,0,84.7,2,9,6.88,6.88,2,4,2.00,0,0,0,0.0,,
71,2000,2000-12-23,16,29.145,DEN,,SFO,W 38-9,,18,29,62.07,205,1,0,94.8,3,11,7.07,7.76,3,23,7.67,1,1,6,0.0,,
72,2001,2001-09-23,2,30.054,DEN,@,ARI,W 38-17,,0,0,,0,0,0,,0,,,,4,-1,-0.25,0,0,0,0.0,,
73,2001,2001-11-05,8,30.097,DEN,@,OAK,L 28-38,,4,6,66.67,50,1,0,131.9,0,0,8.33,11.67,0,0,,0,0,0,0.0,,
74,2001,2001-12-09,13,30.131,DEN,,SEA,W 20-7,,10,20,50.00,77,1,0,76.5,2,14,3.85,4.85,2,-2,-1.00,0,0,0,0.0,,
75,2001,2001-12-16,14,30.138,DEN,@,KAN,L 23-26,*,16,22,72.73,181,1,0,112.1,1,7,8.23,9.14,4,12,3.00,1,1,6,0.0,,
76,2002,2002-09-08,1,31.039,CIN,,SDG,L 6-34,*,18,31,58.06,198,0,1,63.6,4,31,6.39,4.94,2,14,7.00,0,0,0,0.0,,
77,2002,2002-09-15,2,31.046,CIN,@,CLE,L 7-20,*,26,47,55.32,239,1,3,49.9,5,38,5.09,2.64,2,8,4.00,0,0,0,0.0,,
78,2002,2002-09-22,3,31.053,CIN,@,ATL,L 3-30,*,0,7,0.00,0,0,1,0.0,1,5,0.00,-6.43,0,0,,0,0,0,0.0,,
79,2002,2002-11-24,11,31.116,CIN,@,PIT,L 21-29,,,,,,,,,0,,,,,,,,,,,,
80,2003,2003-09-07,1,32.038,MIN,@,GNB,W 30-25,,,,,,,,,0,,,,,,,,,,,,
81,2003,2003-09-14,2,32.045,MIN,,CHI,W 24-13,,,,,,,,,0,,,,,,,,,,,,
82,2003,2003-09-21,3,32.052,MIN,@,DET,W 23-13,,8,19,42.11,184,1,1,73.1,1,1,9.68,8.37,4,1,0.25,0,0,0,0.0,,
83,2003,2003-09-28,4,32.059,MIN,,SFO,W 35-7,*,16,21,76.19,267,4,0,157.2,2,15,12.71,16.52,3,-4,-1.33,0,0,0,0.0,,
84,2003,2003-10-05,5,32.066,MIN,@,ATL,W 39-26,*,14,24,58.33,239,2,1,102.6,2,6,9.96,9.75,3,3,1.00,0,0,0,0.0,,
85,2003,2003-10-19,6,32.080,MIN,,DEN,W 28-20,,,,,,,,,0,,,,,,,,,,,,
86,2003,2003-10-26,7,32.087,MIN,,NYG,L 17-29,,,,,,,,,0,,,,,,,,,,,,
87,2003,2003-11-02,8,32.094,MIN,,GNB,L 27-30,,,,,,,,,0,,,,,,,,,,,,
88,2003,2003-11-09,9,32.101,MIN,@,SDG,L 28-42,,,,,,,,,0,,,,,,,,,,,,
89,2003,2003-11-16,10,32.108,MIN,@,OAK,L 18-28,,,,,,,,,0,,,,,,,,,,,,
90,2003,2003-11-23,11,32.115,MIN,,DET,W 24-14,,,,,,,,,0,,,,,,,,,,,,
91,2003,2003-11-30,12,32.122,MIN,@,STL,L 17-48,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,0.0,,
92,2003,2003-12-07,13,32.129,MIN,,SEA,W 34-7,,,,,,,,,0,,,,,,,,,,,,
93,2003,2003-12-14,14,32.136,MIN,@,CHI,L 10-13,,,,,,,,,0,,,,,,,,,,,,
94,2003,2003-12-20,15,32.142,MIN,,KAN,W 45-20,,0,0,,0,0,0,,0,,,,2,-2,-1.00,0,0,0,0.0,,
95,2003,2003-12-28,16,32.150,MIN,@,ARI,L 17-18,,,,,,,,,0,,,,,,,,,,,,
96,2004,2004-09-12,1,33.043,MIN,,DAL,W 35-17,,,,,,,,,0,,,,,,,,,,,,
97,2004,2004-09-20,2,33.051,MIN,@,PHI,L 16-27,,,,,,,,,0,,,,,,,,,,,,
98,2004,2004-09-26,3,33.057,MIN,,CHI,W 27-22,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,0.0,,
99,2004,2004-10-10,4,33.071,MIN,@,HOU,W 34-28,,,,,,,,,0,,,,,,,,,,,,
100,2004,2004-10-17,5,33.078,MIN,@,NOR,W 38-31,,,,,,,,,0,,,,,,,,,,,,
101,2004,2004-10-24,6,33.085,MIN,,TEN,W 20-3,,,,,,,,,0,,,,,,,,,,,,
102,2004,2004-10-31,7,33.092,MIN,,NYG,L 13-34,,,,,,,,,0,,,,,,,,,,,,
103,2004,2004-11-08,8,33.100,MIN,@,IND,L 28-31,,,,,,,,,0,,,,,,,,,,,,
104,2004,2004-11-14,9,33.106,MIN,@,GNB,L 31-34,,,,,,,,,0,,,,,,,,,,,,
105,2004,2004-11-21,10,33.113,MIN,,DET,W 22-19,,,,,,,,,0,,,,,,,,,,,,
106,2004,2004-11-28,11,33.120,MIN,,JAX,W 27-16,,,,,,,,,0,,,,,,,,,,,,
107,2004,2004-12-05,12,33.127,MIN,@,CHI,L 14-24,,,,,,,,,0,,,,,,,,,,,,
108,2004,2004-12-12,13,33.134,MIN,,SEA,L 23-27,,,,,,,,,0,,,,,,,,,,,,
109,2004,2004-12-19,14,33.141,MIN,@,DET,W 28-27,,,,,,,,,0,,,,,,,,,,,,
110,2004,2004-12-24,15,33.146,MIN,,GNB,L 31-34,,,,,,,,,0,,,,,,,,,,,,
111,2004,2005-01-02,16,33.155,MIN,@,WAS,L 18-21,,,,,,,,,0,,,,,,,,,,,,
112,2005,2005-09-11,1,34.042,MIA,,DEN,W 34-10,*,24,36,66.67,275,2,1,96.4,0,0,7.64,7.50,3,2,0.67,0,0,0,0.0,,
113,2005,2005-09-18,2,34.049,MIA,@,NYJ,L 7-17,*,20,43,46.51,177,1,1,56.1,2,8,4.12,3.53,0,0,,0,0,0,0.0,,
114,2005,2005-09-25,3,34.056,MIA,,CAR,W 27-24,*,14,33,42.42,171,2,1,66.6,0,0,5.18,5.03,1,-3,-3.00,0,0,0,0.0,,
115,2005,2005-10-09,4,34.070,MIA,@,BUF,L 14-20,*,21,33,63.64,226,2,3,66.0,2,16,6.85,3.97,2,16,8.00,0,0,0,0.0,,
116,2005,2005-10-16,5,34.077,MIA,@,TAM,L 13-27,*,21,43,48.84,267,0,0,68.7,4,24,6.21,6.21,1,9,9.00,0,0,0,0.0,,
117,2005,2005-10-21,6,34.082,MIA,,KAN,L 20-30,*,11,29,37.93,125,0,1,37.3,2,10,4.31,2.76,0,0,,0,0,0,0.0,,
118,2005,2005-10-30,7,34.091,MIA,@,NOR,W 21-6,*,16,28,57.14,168,1,1,71.7,2,14,6.00,5.11,6,-1,-0.17,0,0,0,0.0,,
119,2005,2005-11-06,8,34.098,MIA,,ATL,L 10-17,*,13,22,59.09,103,0,1,51.9,0,0,4.68,2.64,1,-1,-1.00,0,0,0,0.0,,
120,2005,2005-11-13,9,34.105,MIA,,NWE,L 16-23,*,25,47,53.19,360,2,1,83.6,0,0,7.66,7.55,0,0,,0,0,0,0.0,,
121,2005,2005-11-20,10,34.112,MIA,@,CLE,L 0-22,,4,18,22.22,53,0,0,39.6,2,12,2.94,2.94,0,0,,0,0,0,0.0,,
122,2005,2005-11-27,11,34.119,MIA,@,OAK,W 33-21,*,18,31,58.06,261,2,1,93.6,3,12,8.42,8.26,0,0,,0,0,0,0.0,,
123,2005,2005-12-04,12,34.126,MIA,,BUF,W 24-23,*,12,28,42.86,115,0,0,54.9,3,26,4.11,4.11,0,0,,0,0,0,0.0,,
124,2005,2005-12-11,13,34.133,MIA,@,SDG,W 23-21,*,14,22,63.64,229,2,0,128.8,0,0,10.41,12.23,4,13,3.25,0,0,0,0.0,,
125,2005,2005-12-18,14,34.140,MIA,,NYJ,W 24-20,*,8,16,50.00,76,1,1,58.3,1,6,4.75,3.19,1,3,3.00,0,0,0,0.0,,
126,2005,2005-12-24,15,34.146,MIA,,TEN,W 24-10,*,14,30,46.67,151,2,1,70.3,3,21,5.03,4.87,4,4,1.00,0,0,0,0.0,,
127,2005,2006-01-01,16,34.154,MIA,@,NWE,W 28-26,*,22,35,62.86,239,1,0,92.4,2,9,6.83,7.40,4,19,4.75,0,0,0,0.0,,
128,2006,2006-11-26,11,35.118,STL,,SFO,W 20-17,,1,3,33.33,27,0,0,67.4,0,0,9.00,9.00,0,0,,0,0,0,0.0,,
129,2007,2007-09-30,4,36.061,STL,@,DAL,L 7-35,,3,6,50.00,29,0,0,63.9,0,0,4.83,4.83,0,0,,0,0,0,0.0,,
130,2007,2007-10-07,5,36.068,STL,,ARI,L 31-34,*,24,43,55.81,262,3,3,68.2,2,10,6.09,4.35,1,1,1.00,0,0,0,0.0,,
131,2007,2007-10-14,6,36.075,STL,@,BAL,L 3-22,*,19,36,52.78,208,0,5,30.6,4,11,5.78,-0.47,1,2,2.00,0,0,0,0.0,,
132,2007,2007-10-28,8,36.089,STL,,CLE,L 20-27,,1,3,33.33,12,0,0,46.5,1,8,4.00,4.00,0,0,,0,0,0,0.0,,
133,2007,2007-11-25,11,36.117,STL,,SEA,L 19-24,,20,32,62.50,161,1,1,72.5,3,23,5.03,4.25,2,2,1.00,0,0,0,0.0,,
134,2007,2007-12-02,12,36.124,STL,,ATL,W 28-16,*,23,35,65.71,311,3,2,98.6,1,7,8.89,8.03,2,-2,-1.00,0,0,0,0.0,,
135,2007,2007-12-20,15,36.142,STL,,PIT,L 24-41,,3,7,42.86,27,0,0,53.9,0,0,3.86,3.86,0,0,,0,0,0,0.0,,
136,2007,2007-12-30,16,36.152,STL,@,ARI,L 19-48,,1,5,20.00,4,0,1,0.0,0,0,0.80,-8.20,0,0,,0,0,0,0.0,,
137,2008,2008-09-21,3,37.052,MIN,,CAR,W 20-10,*,16,28,57.14,204,1,1,77.1,3,18,7.29,6.39,4,-2,-0.50,0,0,0,0.0,0,0
138,2008,2008-09-28,4,37.059,MIN,@,TEN,L 17-30,*,25,43,58.14,266,0,1,66.6,2,9,6.19,5.14,1,0,0.00,0,0,0,0.0,0,0
139,2008,2008-10-06,5,37.067,MIN,@,NOR,W 30-27,*,19,36,52.78,222,1,0,81.0,1,0,6.17,6.72,2,4,2.00,0,0,0,0.0,0,0
140,2008,2008-10-12,6,37.073,MIN,,DET,W 12-10,*,18,33,54.55,296,1,1,82.4,5,39,8.97,8.21,0,0,,0,0,0,0.0,0,0
141,2008,2008-10-19,7,37.080,MIN,@,CHI,L 41-48,*,25,40,62.50,298,2,4,62.3,2,14,7.45,3.95,0,0,,0,0,0,0.0,0,0
142,2008,2008-11-02,8,37.094,MIN,,HOU,W 28-21,*,11,18,61.11,182,3,1,111.6,3,14,10.11,10.94,3,0,0.00,0,0,0,0.0,0,0
143,2008,2008-11-09,9,37.101,MIN,,GNB,W 28-27,*,15,28,53.57,151,2,3,53.4,2,10,5.39,2.00,1,-1,-1.00,0,0,0,0.0,1,0
144,2008,2008-11-16,10,37.108,MIN,@,TAM,L 13-19,*,14,20,70.00,138,1,0,105.8,5,27,6.90,7.90,2,3,1.50,0,0,0,0.0,0,0
145,2008,2008-11-23,11,37.115,MIN,@,JAX,W 30-12,*,12,20,60.00,120,0,1,56.2,3,16,6.00,3.75,5,2,0.40,0,0,0,0.0,0,0
146,2008,2008-11-30,12,37.122,MIN,,CHI,W 34-14,*,16,25,64.00,210,1,1,87.1,2,10,8.40,7.40,1,1,1.00,1,1,6,0.0,0,0
147,2008,2008-12-07,13,37.129,MIN,@,DET,W 20-16,*,7,10,70.00,70,0,2,50.0,1,7,7.00,-2.00,0,0,,0,0,0,0.0,1,0
