ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring
1,1968,1968-09-29,3,31.301,DEN,,BOS,L 17-20,2,2,100.0,1,3,33.3,0,5
2,1968,1968-10-06,4,31.308,DEN,,CIN,W 10-7,1,1,100.0,1,2,50.0,0,4
3,1968,1968-10-13,5,31.315,DEN,@,NYJ,W 21-13,3,3,100.0,,1,0.0,0,3
4,1968,1968-10-20,6,31.322,DEN,@,SDG,L 24-55,3,3,100.0,1,1,100.0,0,6
5,1968,1968-10-27,7,31.329,DEN,,MIA,W 21-14,3,3,100.0,,,,0,3
6,1968,1968-11-03,8,31.336,DEN,@,BOS,W 35-14,5,5,100.0,,,,0,5
7,1968,1968-11-10,9,31.343,DEN,,OAK,L 7-43,1,1,100.0,,1,0.0,0,1
8,1968,1968-11-17,10,31.350,DEN,@,HOU,L 17-38,2,2,100.0,1,2,50.0,0,5
9,1968,1968-11-24,11,31.357,DEN,,BUF,W 34-32,4,4,100.0,2,4,50.0,0,10
10,1968,1968-12-01,12,31.364,DEN,,SDG,L 23-47,2,2,100.0,1,1,100.0,0,5
11,1968,1968-12-08,13,32.005,DEN,@,OAK,L 27-33,3,3,100.0,2,3,66.7,0,9
12,1968,1968-12-14,14,32.011,DEN,,KAN,L 7-30,1,1,100.0,,,,0,1
13,1969,1969-09-14,1,32.285,DEN,,BOS,W 35-7,5,5,100.0,,1,0.0,0,5
14,1969,1969-09-21,2,32.292,DEN,,NYJ,W 21-19,3,3,100.0,,1,0.0,0,3
15,1969,1969-09-28,3,32.299,DEN,@,BUF,L 28-41,4,4,100.0,,1,0.0,0,4
16,1969,1969-10-05,4,32.306,DEN,,KAN,L 13-26,1,1,100.0,2,2,100.0,0,7
17,1969,1969-10-12,5,32.313,DEN,,OAK,L 14-24,2,2,100.0,,2,0.0,0,2
18,1969,1969-10-19,6,32.320,DEN,@,CIN,W 30-23,3,3,100.0,3,4,75.0,0,12
19,1969,1969-10-26,7,32.327,DEN,@,HOU,L 21-24,3,3,100.0,,2,0.0,0,3
20,1969,1969-11-02,8,32.334,DEN,,SDG,W 13-0,1,2,50.0,,1,0.0,0,1
21,1969,1969-11-09,9,32.341,DEN,@,OAK,L 10-41,1,1,100.0,1,3,33.3,0,4
22,1969,1969-11-16,10,32.348,DEN,,HOU,T 20-20,2,2,100.0,2,3,66.7,0,8
23,1969,1969-11-23,11,32.355,DEN,@,SDG,L 24-45,3,3,100.0,1,1,100.0,0,6
24,1969,1969-11-27,12,32.359,DEN,@,KAN,L 17-31,2,2,100.0,1,5,20.0,0,5
25,1969,1969-12-07,13,33.004,DEN,@,MIA,L 24-27,3,3,100.0,1,1,100.0,0,6
26,1969,1969-12-14,14,33.011,DEN,,CIN,W 27-16,3,3,100.0,2,2,100.0,0,9
27,1970,1970-09-20,1,33.291,DEN,@,BUF,W 25-10,2,2,100.0,3,4,75.0,0,11
28,1970,1970-09-27,2,33.298,DEN,,PIT,W 16-13,2,2,100.0,,2,0.0,0,2
29,1970,1970-10-04,3,33.305,DEN,,KAN,W 26-13,2,2,100.0,4,5,80.0,0,14
30,1970,1970-10-11,4,33.312,DEN,@,OAK,L 23-35,2,2,100.0,3,3,100.0,0,11
31,1970,1970-10-18,5,33.319,DEN,,ATL,W 24-10,3,3,100.0,1,2,50.0,0,6
