ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,def_int,def_int_yds,def_int_td
1,2001,2001-09-09,1,23.338,SDG,,WAS,W 30-3,,,,
2,2001,2001-09-23,2,23.352,SDG,@,DAL,W 32-21,*,1,0,0
3,2001,2001-09-30,3,23.359,SDG,,CIN,W 28-14,*,,,
4,2001,2001-10-07,4,24.001,SDG,@,CLE,L 16-20,,,,
5,2001,2001-10-14,5,24.008,SDG,@,NWE,L 26-29,*,,,
6,2001,2001-10-21,6,24.015,SDG,,DEN,W 27-10,*,,,
7,2001,2001-10-28,7,24.022,SDG,,BUF,W 27-24,*,,,
8,2001,2001-11-04,8,24.029,SDG,,KAN,L 20-25,*,1,3,0
9,2001,2001-11-11,9,24.036,SDG,@,DEN,L 16-26,*,,,
10,2001,2001-11-18,10,24.043,SDG,@,OAK,L 24-34,*,,,
11,2001,2001-11-25,11,24.050,SDG,,ARI,L 17-20,*,,,
12,2001,2001-12-02,12,24.057,SDG,@,SEA,L 10-13,*,,,
13,2001,2001-12-23,15,24.078,SDG,@,KAN,L 17-20,*,,,
14,2001,2001-12-30,16,24.085,SDG,,SEA,L 22-25,,,,
15,2002,2002-09-08,1,24.337,SDG,@,CIN,W 34-6,,,,
16,2002,2002-09-15,2,24.344,SDG,,HOU,W 24-3,,,,
17,2002,2002-09-22,3,24.351,SDG,@,ARI,W 23-15,,,,
18,2002,2002-09-29,4,24.358,SDG,,NWE,W 21-14,,,,
19,2003,2003-09-07,1,25.336,SDG,@,KAN,L 14-27,,,,
