ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1960,1960-11-06,7,22.336,DAL,,RAM,L 13-38,1,17,17.00,0,0,0,0,0,0
2,1960,1960-11-13,8,22.343,DAL,@,GNB,L 7-41,1,5,5.00,0,0,0,0,0,0
3,1961,1961-09-17,1,23.285,DAL,,PIT,W 27-24,2,33,16.50,0,0,0,0,0,0
4,1961,1961-12-10,13,24.004,DAL,@,STL,L 13-31,0,0,,0,0,0,1,14,0
5,1962,1962-11-18,10,24.347,DAL,,CHI,L 33-34,0,0,,0,0,0,1,7,0
6,1963,1963-11-03,8,25.332,SFO,,DET,L 7-45,0,0,,0,0,0,2,6,0
7,1964,1964-12-13,14,27.007,SFO,@,DET,L 7-24,0,0,,0,0,0,1,14,0
8,1966,1966-11-24,11,28.353,SFO,@,DET,W 41-14,0,0,,0,1,6,1,27,1
