ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,all_td,scoring,def_int,def_int_yds,def_int_td
1,1979,1979-09-02,1,22.324,BUF,,MIA,L 7-9,,,,,
2,1979,1979-09-09,2,22.331,BUF,,CIN,W 51-24,,,,,
3,1979,1979-09-16,3,22.338,BUF,@,SDG,L 19-27,,,,,
4,1979,1979-09-23,4,22.345,BUF,,NYJ,W 46-31,0,0,1,14,0
5,1979,1979-09-30,5,22.352,BUF,@,BAL,W 31-13,,,,,
6,1979,1979-10-07,6,22.359,BUF,,CHI,L 0-7,,,,,
7,1979,1979-10-14,7,23.001,BUF,@,MIA,L 7-17,0,0,1,0,0
8,1979,1979-10-21,8,23.008,BUF,,BAL,L 13-14,,,,,
9,1979,1979-10-28,9,23.015,BUF,@,DET,W 20-17,,,,,
10,1979,1979-11-04,10,23.022,BUF,,NWE,L 6-26,,,,,
11,1979,1979-11-11,11,23.029,BUF,@,NYJ,W 14-12,,,,,
12,1979,1979-11-18,12,23.036,BUF,,GNB,W 19-12,0,0,1,14,0
13,1979,1979-11-25,13,23.043,BUF,@,NWE,W 16-13,0,0,1,43,0
14,1979,1979-12-02,14,23.050,BUF,,DEN,L 16-19,,,,,
15,1979,1979-12-09,15,23.057,BUF,@,MIN,L 3-10,0,0,1,0,0
16,1979,1979-12-16,16,23.064,BUF,@,PIT,L 0-28,0,0,1,10,0
17,1980,1980-09-07,1,23.330,BUF,,MIA,W 17-7,0,0,3,31,0
18,1980,1980-09-14,2,23.337,BUF,,NYJ,W 20-10,1,6,1,50,1
19,1980,1980-09-21,3,23.344,BUF,@,NOR,W 35-26,,,,,
20,1980,1980-09-28,4,23.351,BUF,,OAK,W 24-7,0,0,1,0,0
21,1980,1980-10-05,5,23.358,BUF,@,SDG,W 26-24,,,,,
22,1980,1980-12-07,14,24.055,BUF,,RAM,W 10-7,,,,,
23,1980,1980-12-14,15,24.062,BUF,@,NWE,L 2-24,,,,,
24,1981,1981-09-13,2,24.335,BUF,@,BAL,W 35-3,,,,,
25,1981,1981-10-04,5,24.356,BUF,,BAL,W 23-17,,,,,
26,1981,1981-10-12,6,24.364,BUF,,MIA,W 31-21,,,,,
27,1981,1981-10-18,7,25.005,BUF,@,NYJ,L 14-33,,,,,
28,1981,1981-10-25,8,25.012,BUF,,DEN,W 9-7,,,,,
29,1981,1981-11-01,9,25.019,BUF,,CLE,W 22-13,,,,,
30,1981,1981-11-09,10,25.027,BUF,@,DAL,L 14-27,,,,,
31,1981,1981-11-15,11,25.033,BUF,@,STL,L 0-24,,,,,
32,1981,1981-11-22,12,25.040,BUF,,NWE,W 20-17,,,,,
33,1981,1981-11-29,13,25.047,BUF,,WAS,W 21-14,,,,,
34,1981,1981-12-06,14,25.054,BUF,@,SDG,W 28-27,,,,,
35,1981,1981-12-13,15,25.061,BUF,@,NWE,W 19-10,,,,,
36,1981,1981-12-19,16,25.067,BUF,@,MIA,L 6-16,,,,,
37,1982,1982-09-12,1,25.334,BUF,,KAN,W 14-9,,,,,
38,1982,1982-09-16,2,25.338,BUF,,MIN,W 23-22,,,,,
39,1982,1982-11-21,3,26.039,BUF,,MIA,L 7-9,,,,,
40,1982,1982-11-28,4,26.046,BUF,,BAL,W 20-0,,,,,
41,1982,1982-12-05,5,26.053,BUF,@,GNB,L 21-33,,,,,
42,1982,1982-12-12,6,26.060,BUF,,PIT,W 13-0,,,,,
43,1982,1983-01-02,9,26.081,BUF,@,NWE,L 19-30,,,,,
