ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1999,1999-09-12,1,23.152,NYG,@,TAM,W 17-13,,0,,,,,0.0%,,,,,,,
2,1999,1999-09-19,2,23.159,NYG,,WAS,L 21-50,,1,,,,,0.0%,,,,,,,
3,1999,1999-09-26,3,23.166,NYG,@,NWE,L 14-16,,,,,,,0.0%,,,,,,,
4,1999,1999-10-03,4,23.173,NYG,,PHI,W 16-15,,,,,,,0.0%,,,,,,,
5,1999,1999-10-10,5,23.180,NYG,@,ARI,L 3-14,,0,,,,,0.0%,,,,,,,
6,1999,1999-10-18,6,23.188,NYG,,DAL,W 13-10,,0,,,,,0.0%,,,,,,,
7,1999,1999-10-24,7,23.194,NYG,,NOR,W 31-3,,,,,,,0.0%,,,,,,,
8,1999,1999-10-31,8,23.201,NYG,@,PHI,W 23-17,,,,,,,0.0%,,,,,,,
9,1999,1999-11-14,9,23.215,NYG,,IND,L 19-27,,,,,,,0.0%,,,,,,,
10,1999,1999-11-21,10,23.222,NYG,@,WAS,L 13-23,,,,,,,0.0%,,,,,,,
11,1999,1999-11-28,11,23.229,NYG,,ARI,L 24-34,,,,,,,0.0%,,,,,,,
12,1999,1999-12-05,12,23.236,NYG,,NYJ,W 41-28,*,0,,,,,0.0%,,,,,,,
13,2000,2000-09-03,1,24.143,NYG,,ARI,W 21-16,,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0
14,2000,2000-09-10,2,24.150,NYG,@,PHI,W 33-18,,,,,,,0.0%,,,,,,,
15,2000,2000-09-17,3,24.157,NYG,@,CHI,W 14-7,,1,1,13,13.00,0,100.0%,13.00,0,0,,0,0,0
16,2000,2000-09-24,4,24.164,NYG,,WAS,L 6-16,,,,,,,0.0%,,,,,,,
17,2000,2000-10-01,5,24.171,NYG,@,TEN,L 14-28,*,2,1,1,1.00,1,50.0%,0.50,0,0,,0,1,6
18,2000,2000-10-08,6,24.178,NYG,@,ATL,W 13-6,,1,,,,,0.0%,,,,,,,
19,2000,2000-10-15,7,24.185,NYG,,DAL,W 19-14,,,,,,,0.0%,,,,,,,
20,2000,2000-10-29,8,24.199,NYG,,PHI,W 24-7,,1,,,,,0.0%,,,,,,,
21,2000,2000-11-05,9,24.206,NYG,@,CLE,W 24-3,,1,1,1,1.00,0,100.0%,1.00,0,0,,0,0,0
22,2000,2000-11-12,10,24.213,NYG,,STL,L 24-38,*,1,,,,,0.0%,,,,,,,
23,2000,2000-11-19,11,24.220,NYG,,DET,L 21-31,,1,1,2,2.00,1,100.0%,2.00,0,0,,0,1,6
24,2000,2000-11-26,12,24.227,NYG,@,ARI,W 31-7,*,1,1,5,5.00,1,100.0%,5.00,0,0,,0,1,6
25,2000,2000-12-03,13,24.234,NYG,@,WAS,W 9-7,,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0
26,2000,2000-12-10,14,24.241,NYG,,PIT,W 30-10,,,,,,,0.0%,,,,,,,
27,2000,2000-12-17,15,24.248,NYG,@,DAL,W 17-13,,,,,,,0.0%,,,,,,,
28,2000,2000-12-23,16,24.254,NYG,,JAX,W 28-25,,2,1,3,3.00,0,50.0%,1.50,0,0,,0,0,0
29,2001,2001-09-10,1,25.150,NYG,@,DEN,L 20-31,*,,,,,,0.0%,,,,,,,
30,2001,2001-09-23,2,25.163,NYG,@,KAN,W 13-3,,2,1,22,22.00,0,50.0%,11.00,0,0,,0,0,0
31,2001,2001-09-30,3,25.170,NYG,,NOR,W 21-13,*,,0,0,,0,0.0%,,1,0,0.00,0,0,0
32,2001,2001-10-07,4,25.177,NYG,,WAS,W 23-9,*,1,1,1,1.00,1,100.0%,1.00,0,0,,0,1,6
33,2001,2001-10-14,5,25.184,NYG,@,STL,L 14-15,*,0,,,,,0.0%,,,,,,,
34,2001,2001-10-22,6,25.192,NYG,,PHI,L 9-10,,1,,,,,0.0%,,,,,,,
35,2001,2001-10-28,7,25.198,NYG,@,WAS,L 21-35,,,,,,,0.0%,,,,,,,
36,2001,2001-11-04,8,25.205,NYG,,DAL,W 27-24,*,1,,,,,0.0%,,,,,,,
37,2001,2001-11-11,9,25.212,NYG,@,ARI,W 17-10,*,2,1,11,11.00,0,50.0%,5.50,0,0,,0,0,0
38,2001,2001-11-19,10,25.220,NYG,@,MIN,L 16-28,*,2,2,29,14.50,0,100.0%,14.50,0,0,,0,0,0
39,2001,2001-11-25,11,25.226,NYG,,OAK,L 10-28,,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0
40,2001,2001-12-09,12,25.240,NYG,@,DAL,L 13-20,*,5,2,8,4.00,0,40.0%,1.60,0,0,,0,0,0
41,2001,2001-12-15,13,25.246,NYG,,ARI,W 17-13,*,2,1,13,13.00,0,50.0%,6.50,1,8,8.00,0,0,0
42,2001,2001-12-23,14,25.254,NYG,,SEA,W 27-24,*,1,1,16,16.00,0,100.0%,16.00,0,0,,0,0,0
43,2001,2001-12-30,15,25.261,NYG,@,PHI,L 21-24,*,4,2,31,15.50,0,50.0%,7.75,0,0,,0,0,0
44,2001,2002-01-06,16,25.268,NYG,,GNB,L 25-34,*,3,1,9,9.00,0,33.3%,3.00,0,0,,0,0,0
45,2002,2002-09-05,1,26.145,NYG,,SFO,L 13-16,*,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0
46,2002,2002-09-15,2,26.155,NYG,@,STL,W 26-21,*,2,2,5,2.50,0,100.0%,2.50,0,0,,0,0,0
47,2002,2002-09-22,3,26.162,NYG,,SEA,W 9-6,*,0,0,0,,0,0.0%,,1,5,5.00,0,0,0
48,2002,2002-09-29,4,26.169,NYG,@,ARI,L 7-21,*,1,,,,,0.0%,,,,,,,
49,2002,2002-10-06,5,26.176,NYG,@,DAL,W 21-17,*,4,3,30,10.00,0,75.0%,7.50,0,0,,0,0,0
50,2002,2002-10-13,6,26.183,NYG,,ATL,L 10-17,*,1,1,19,19.00,0,100.0%,19.00,0,0,,0,0,0
51,2002,2002-10-28,7,26.198,NYG,@,PHI,L 3-17,*,,,,,,0.0%,,,,,,,
52,2002,2002-11-03,8,26.204,NYG,,JAX,W 24-17,*,2,2,19,9.50,0,100.0%,9.50,1,1,1.00,0,0,0
53,2002,2002-11-10,9,26.211,NYG,@,MIN,W 27-20,*,4,4,35,8.75,0,100.0%,8.75,0,0,,0,0,0
54,2002,2002-11-17,10,26.218,NYG,,WAS,W 19-17,*,5,1,7,7.00,0,20.0%,1.40,0,0,,0,0,0
55,2002,2002-11-24,11,26.225,NYG,@,HOU,L 14-16,*,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0
56,2002,2002-12-01,12,26.232,NYG,,TEN,L 29-32,*,1,1,1,1.00,1,100.0%,1.00,0,0,,0,1,6
57,2002,2002-12-08,13,26.239,NYG,@,WAS,W 27-21,*,1,,,,,0.0%,,,,,,,
58,2002,2002-12-15,14,26.246,NYG,,DAL,W 37-7,*,3,2,20,10.00,0,66.7%,6.67,0,0,,0,0,0
59,2002,2002-12-22,15,26.253,NYG,@,IND,W 44-27,*,2,2,19,9.50,0,100.0%,9.50,0,0,,0,0,0
60,2002,2002-12-28,16,26.259,NYG,,PHI,W 10-7,*,3,2,8,4.00,0,66.7%,2.67,0,0,,0,0,0
61,2003,2003-09-07,1,27.147,DAL,,ATL,L 13-27,*,1,,,,,0.0%,,,,,,,
62,2003,2003-09-15,2,27.155,DAL,@,NYG,W 35-32,*,2,1,23,23.00,0,50.0%,11.50,0,0,,0,0,0
63,2003,2003-09-28,3,27.168,DAL,@,NYJ,W 17-6,*,,,,,,0.0%,,,,,,,
64,2003,2003-10-05,4,27.175,DAL,,ARI,W 24-7,*,0,,,,,0.0%,,,,,,,
65,2003,2003-10-12,5,27.182,DAL,,PHI,W 23-21,*,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0
66,2003,2003-10-19,6,27.189,DAL,@,DET,W 38-7,*,2,2,28,14.00,0,100.0%,14.00,0,0,,0,0,0
67,2003,2003-10-26,7,27.196,DAL,@,TAM,L 0-16,*,1,,,,,0.0%,,,,,,,
68,2003,2003-11-02,8,27.203,DAL,,WAS,W 21-14,*,4,2,29,14.50,0,50.0%,7.25,0,0,,0,0,0
69,2003,2003-11-09,9,27.210,DAL,,BUF,W 10-6,*,4,3,7,2.33,1,75.0%,1.75,0,0,,0,1,6
70,2003,2003-11-16,10,27.217,DAL,@,NWE,L 0-12,*,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0
71,2003,2003-11-23,11,27.224,DAL,,CAR,W 24-20,*,5,3,22,7.33,0,60.0%,4.40,0,0,,0,0,0
72,2003,2003-11-27,12,27.228,DAL,,MIA,L 21-40,*,,,,,,0.0%,,,,,,,
73,2003,2003-12-07,13,27.238,DAL,@,PHI,L 10-36,*,1,1,1,1.00,0,100.0%,1.00,0,0,,0,0,0
74,2003,2003-12-14,14,27.245,DAL,@,WAS,W 27-0,*,1,1,23,23.00,0,100.0%,23.00,0,0,,0,0,0
75,2003,2003-12-21,15,27.252,DAL,,NYG,W 19-3,*,2,2,18,9.00,0,100.0%,9.00,0,0,,0,0,0
76,2003,2003-12-28,16,27.259,DAL,@,NOR,L 7-13,*,5,3,24,8.00,0,60.0%,4.80,0,0,,0,0,0
77,2004,2004-09-12,1,28.152,DAL,@,MIN,L 17-35,*,,,,,,0.0%,,,,,,,
78,2004,2004-09-19,2,28.159,DAL,,CLE,W 19-12,*,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0
79,2004,2004-09-27,3,28.167,DAL,@,WAS,W 21-18,,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0
80,2005,2005-09-11,1,29.151,DAL,@,SDG,W 28-24,*,,0,0,,0,0.0%,,0,0,,0,0,0
81,2005,2005-09-19,2,29.159,DAL,,WAS,L 13-14,*,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
82,2005,2005-09-25,3,29.165,DAL,@,SFO,W 34-31,*,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
83,2005,2005-10-02,4,29.172,DAL,@,OAK,L 13-19,*,,0,0,,0,0.0%,,0,0,,0,0,0
84,2005,2005-10-09,5,29.179,DAL,,PHI,W 33-10,*,,0,0,,0,0.0%,,0,0,,0,0,0
85,2005,2005-10-16,6,29.186,DAL,,NYG,W 16-13,*,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0
86,2005,2005-10-23,7,29.193,DAL,@,SEA,L 10-13,*,,0,0,,0,0.0%,,0,0,,0,0,0
87,2005,2005-10-30,8,29.200,DAL,,ARI,W 34-13,,,0,0,,0,0.0%,,0,0,,0,0,0
88,2005,2005-11-14,9,29.215,DAL,@,PHI,W 21-20,*,1,1,18,18.00,0,100.0%,18.00,0,0,,0,0,0
89,2005,2005-11-20,10,29.221,DAL,,DET,W 20-7,*,,0,0,,0,0.0%,,0,0,,0,0,0
90,2005,2005-11-24,11,29.225,DAL,,DEN,L 21-24,*,1,0,0,,0,0.0%,0.00,1,14,14.00,0,0,0
91,2005,2005-12-04,12,29.235,DAL,@,NYG,L 10-17,*,,0,0,,0,0.0%,,0,0,,0,0,0
92,2005,2005-12-11,13,29.242,DAL,,KAN,W 31-28,*,2,1,1,1.00,1,50.0%,0.50,0,0,,0,1,6
93,2005,2005-12-18,14,29.249,DAL,@,WAS,L 7-35,,,0,0,,0,0.0%,,0,0,,0,0,0
94,2005,2005-12-24,15,29.255,DAL,@,CAR,W 24-20,,,0,0,,0,0.0%,,0,0,,0,0,0
95,2005,2006-01-01,16,29.263,DAL,,STL,L 10-20,,,0,0,,0,0.0%,,0,0,,0,0,0
96,2006,2006-09-10,1,30.150,DET,,SEA,L 6-9,*,1,1,30,30.00,0,100.0%,30.00,0,0,,0,0,0
97,2006,2006-09-17,2,30.157,DET,@,CHI,L 7-34,*,1,1,23,23.00,0,100.0%,23.00,0,0,,0,0,0
98,2006,2006-09-24,3,30.164,DET,,GNB,L 24-31,*,3,3,53,17.67,0,100.0%,17.67,0,0,,0,0,0
99,2006,2006-10-01,4,30.171,DET,@,STL,L 34-41,*,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0
100,2006,2006-10-08,5,30.178,DET,@,MIN,L 17-26,*,2,1,12,12.00,1,50.0%,6.00,0,0,,0,1,6
101,2006,2006-10-15,6,30.185,DET,,BUF,W 20-17,,2,0,0,,0,0.0%,0.00,0,0,,0,0,0
102,2006,2006-10-22,7,30.192,DET,@,NYJ,L 24-31,*,2,1,22,22.00,0,50.0%,11.00,0,0,,0,0,0
103,2006,2006-11-05,8,30.206,DET,,ATL,W 30-14,,2,2,27,13.50,0,100.0%,13.50,0,0,,0,0,0
104,2006,2006-11-12,9,30.213,DET,,SFO,L 13-19,,3,2,32,16.00,1,66.7%,10.67,0,0,,0,1,6
105,2006,2006-11-19,10,30.220,DET,@,ARI,L 10-17,*,2,2,19,9.50,0,100.0%,9.50,0,0,,0,0,0
106,2006,2006-11-23,11,30.224,DET,,MIA,L 10-27,,3,2,6,3.00,1,66.7%,2.00,0,0,,0,1,6
107,2006,2006-12-03,12,30.234,DET,@,NWE,L 21-28,*,4,1,21,21.00,0,25.0%,5.25,0,0,,0,0,0
108,2006,2006-12-10,13,30.241,DET,,MIN,L 20-30,,2,2,30,15.00,0,100.0%,15.00,0,0,,0,0,0
109,2006,2006-12-17,14,30.248,DET,@,GNB,L 9-17,*,,0,0,,0,0.0%,,0,0,,0,0,0
110,2006,2006-12-24,15,30.255,DET,,CHI,L 21-26,*,3,2,31,15.50,1,66.7%,10.33,0,0,,0,1,6
111,2006,2006-12-31,16,30.262,DET,@,DAL,W 39-31,*,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
112,2007,2007-09-09,1,31.149,DET,@,OAK,W 36-21,*,1,1,1,1.00,0,100.0%,1.00,0,0,,0,0,0
113,2007,2007-09-16,2,31.156,DET,,MIN,W 20-17,,,0,0,,0,0.0%,,0,0,,0,0,0
114,2007,2007-09-23,3,31.163,DET,@,PHI,L 21-56,,,0,,,,0.0%,,,,,,,
115,2008,2008-09-07,1,32.147,DET,@,ATL,L 21-34,,1,1,21,21.00,0,100.0%,21.00,0,0,,0,0,0
