ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,2001,2001-12-09,12,25.225,TEN,@,MIN,L 24-42,,0,3,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,0,,0,0.0%,,0,0
2,2003,2003-09-14,2,27.139,TEN,@,IND,L 7-33,,6,9,66.67,61,0,1,46.3,2,13,6.78,1.78,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0
3,2003,2003-10-12,6,27.167,TEN,,HOU,W 38-17,,0,0,,0,0,0,,0,,,,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0
4,2003,2003-10-19,7,27.174,TEN,@,CAR,W 37-17,,1,2,50.00,50,1,0,135.4,0,0,25.00,35.00,0,0,,0,0,0,0,,0,0.0%,,0,0
5,2003,2003-11-09,9,27.195,TEN,,MIA,W 31-7,,2,2,100.00,22,0,0,112.5,0,0,11.00,11.00,2,0,0.00,0,0,0,0,,0,0.0%,,0,0
6,2003,2003-11-23,11,27.209,TEN,@,ATL,W 38-31,,9,15,60.00,117,1,0,106.8,0,0,7.80,9.13,4,2,0.50,0,0,0,0,,0,0.0%,,0,0
7,2003,2003-12-01,12,27.217,TEN,@,NYJ,L 17-24,,,,,,,,,0,,,,,,,,,,,,,0.0%,,,
8,2003,2003-12-14,14,27.230,TEN,,BUF,W 28-26,*,26,41,63.41,295,2,0,101.2,4,32,7.20,8.17,3,4,1.33,1,0,0,0,,0,0.0%,,1,6
9,2004,2004-09-26,3,28.151,TEN,,JAX,L 12-15,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,0,,0,0.0%,,0,0
10,2004,2004-10-03,4,28.158,TEN,@,SDG,L 17-38,*,39,58,67.24,279,2,0,89.7,3,21,4.81,5.50,3,17,5.67,0,1,1,0,0.00,0,100.0%,0.00,0,0
11,2004,2004-10-24,7,28.179,TEN,@,MIN,L 3-20,,17,36,47.22,190,0,3,28.7,2,10,5.28,1.53,0,0,,0,0,0,0,,0,0.0%,,0,0
12,2004,2004-10-31,8,28.186,TEN,,CIN,W 27-20,*,21,32,65.63,210,2,1,91.9,2,15,6.56,6.41,3,4,1.33,0,0,0,0,,0,0.0%,,0,0
13,2004,2004-11-14,9,28.200,TEN,,CHI,L 17-19,*,27,44,61.36,334,2,1,90.5,3,16,7.59,7.48,1,5,5.00,0,0,0,0,,0,0.0%,,0,0
14,2004,2004-12-05,12,28.221,TEN,@,IND,L 24-51,*,21,35,60.00,269,3,2,88.9,7,44,7.69,6.83,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0
15,2004,2004-12-13,13,28.229,TEN,,KAN,L 38-49,*,29,43,67.44,426,4,0,130.6,5,47,9.91,11.77,2,24,12.00,0,0,0,0,,0,0.0%,,0,0
16,2004,2004-12-19,14,28.235,TEN,@,OAK,L 35-40,*,40,60,66.67,492,4,1,107.1,3,26,8.20,8.78,1,1,1.00,1,0,0,0,,0,0.0%,,1,6
17,2004,2004-12-25,15,28.241,TEN,,DEN,L 16-37,*,8,20,40.00,111,0,2,19.0,5,37,5.55,1.05,0,0,,0,0,0,0,,0,0.0%,,0,0
18,2004,2005-01-02,16,28.249,TEN,,DET,W 24-19,*,16,28,57.14,175,1,0,87.6,0,0,6.25,6.96,0,0,,0,0,0,0,,0,0.0%,,0,0
19,2005,2005-09-11,1,29.136,TEN,@,PIT,L 7-34,,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,0,0,,0,0,0,0,,0,0.0%,,0,0
20,2005,2005-10-09,5,29.164,TEN,@,HOU,W 34-20,,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,,0,0.0%,,0,0
21,2005,2005-10-23,7,29.178,TEN,@,ARI,L 10-20,*,18,32,56.25,198,1,1,72.1,3,11,6.19,5.41,1,3,3.00,0,0,0,0,,0,0.0%,,0,0
22,2005,2005-12-04,12,29.220,TEN,@,IND,L 3-35,,4,6,66.67,30,0,0,78.5,2,10,5.00,5.00,0,0,,0,0,0,0,,0,0.0%,,0,0
23,2005,2005-12-24,15,29.240,TEN,@,MIA,L 10-24,,14,24,58.33,132,1,0,87.5,4,24,5.50,6.33,0,0,,0,0,0,0,,0,0.0%,,0,0
24,2005,2006-01-01,16,29.248,TEN,@,JAX,L 13-40,,14,25,56.00,114,2,0,94.4,0,0,4.56,6.16,0,0,,0,0,0,0,,0,0.0%,,0,0
25,2006,2006-12-31,16,30.247,SDG,,ARI,W 27-20,,1,2,50.00,4,0,0,56.2,1,6,2.00,2.00,3,-3,-1.00,0,0,0,0,,0,0.0%,,0,0
26,2007,2007-10-07,5,31.162,SDG,@,DEN,W 41-3,,0,0,,0,0,0,,0,,,,2,-2,-1.00,0,0,0,0,,0,0.0%,,0,0
27,2007,2007-12-09,13,31.225,SDG,@,TEN,W 23-17,,0,2,0.00,0,0,1,0.0,1,7,0.00,-22.50,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0
28,2007,2007-12-16,14,31.232,SDG,,DET,W 51-14,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,3,-2,-0.67,0,0,0,0,,0,0.0%,,0,0
29,2007,2007-12-24,15,31.240,SDG,,DEN,W 23-3,,1,3,33.33,1,0,0,42.4,1,0,0.33,0.33,4,-2,-0.50,0,0,0,0,,0,0.0%,,0,0
30,2007,2007-12-30,16,31.246,SDG,@,OAK,W 30-17,,2,4,50.00,5,0,0,56.2,0,0,1.25,1.25,1,0,0.00,0,0,0,0,,0,0.0%,,0,0
31,2009,2009-10-25,6,33.180,SDG,@,KAN,W 37-7,,0,0,,0,0,0,,0,,,,3,-3,-1.00,0,0,0,0,,0,0.0%,,0,0
32,2009,2009-11-29,11,33.215,SDG,,KAN,W 43-14,,1,1,100.00,15,0,0,118.7,0,0,15.00,15.00,2,-2,-1.00,0,0,0,0,,0,0.0%,,0,0
33,2009,2009-12-25,15,33.241,SDG,@,TEN,W 42-17,,0,0,,0,0,0,,0,,,,3,-3,-1.00,0,0,0,0,,0,0.0%,,0,0
34,2009,2010-01-03,16,33.250,SDG,,WAS,W 23-20,,19,30,63.33,216,1,1,82.1,1,1,7.20,6.37,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0
