ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1989,1989-09-11,1,22.034,NYG,@,WAS,W 27-24,,,0,0,,0,,,,,,,,
2,1989,1989-09-17,2,22.040,NYG,,DET,W 24-14,,,0,0,,0,,,,,,,,
3,1989,1989-09-24,3,22.047,NYG,,PHO,W 35-7,,,0,0,,0,,,,,,,,
4,1989,1989-10-01,4,22.054,NYG,@,DAL,W 30-13,,,0,0,,0,,,,,,,,
5,1989,1989-10-08,5,22.061,NYG,@,PHI,L 19-21,,,1,6,6.00,0,,,0,0,,0,0,0
6,1989,1989-10-15,6,22.068,NYG,,WAS,W 20-17,,,0,0,,0,,,,,,,,
7,1989,1989-10-22,7,22.075,NYG,@,SDG,W 20-13,,,0,0,,0,,,,,,,,
8,1989,1989-10-30,8,22.083,NYG,,MIN,W 24-14,,,0,0,,0,,,,,,,,
9,1989,1989-11-05,9,22.089,NYG,@,PHO,W 20-13,,,0,0,,0,,,,,,,,
10,1989,1989-11-12,10,22.096,NYG,@,RAM,L 10-31,,,0,0,,0,,,,,,,,
11,1989,1989-11-19,11,22.103,NYG,,SEA,W 15-3,,,3,52,17.33,1,,,0,0,,0,1,6
12,1989,1989-11-27,12,22.111,NYG,@,SFO,L 24-34,,,0,0,,0,,,,,,,,
13,1989,1989-12-03,13,22.117,NYG,,PHI,L 17-24,,,0,0,,0,,,,,,,,
14,1989,1989-12-10,14,22.124,NYG,@,DEN,W 14-7,,,0,0,,0,,,,,,,,
15,1989,1989-12-16,15,22.130,NYG,,DAL,W 15-0,,,0,0,,0,,,,,,,,
16,1989,1989-12-24,16,22.138,NYG,,RAI,W 34-17,,,2,49,24.50,0,,,0,0,,0,0,0
17,1990,1990-09-09,1,23.032,NYG,,PHI,W 27-20,,,1,14,14.00,0,,,0,0,,0,0,0
18,1990,1990-09-16,2,23.039,NYG,@,DAL,W 28-7,,,0,0,,0,,,0,0,,0,,
19,1990,1990-09-23,3,23.046,NYG,,MIA,W 20-3,,,0,0,,0,,,0,0,,0,,
20,1990,1990-09-30,4,23.053,NYG,,DAL,W 31-17,,,2,33,16.50,0,,,0,0,,0,0,0
21,1990,1990-10-14,5,23.067,NYG,@,WAS,W 24-20,,,0,0,,0,,,0,0,,0,,
22,1990,1990-10-21,6,23.074,NYG,,PHO,W 20-19,,,1,7,7.00,0,,,1,10,10.00,0,0,0
23,1990,1990-10-28,7,23.081,NYG,,WAS,W 21-10,,,0,0,,0,,,0,0,,0,,
24,1990,1990-11-05,8,23.089,NYG,@,IND,W 24-7,,,0,0,,0,,,0,0,,0,,
