ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1987,1987-09-13,1,21.347,GNB,,RAI,L 0-20,2,33,16.50,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
2,1987,1987-09-20,2,21.354,GNB,,DEN,T 17-17,1,7,7.00,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
3,1987,1987-10-25,6,22.024,GNB,@,DET,W 34-33,3,24,8.00,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
4,1987,1987-11-01,7,22.031,GNB,,TAM,L 17-23,4,42,10.50,1,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,1,6
5,1987,1987-11-08,8,22.038,GNB,,CHI,L 24-26,5,49,9.80,0,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0
6,1987,1987-11-15,9,22.045,GNB,@,SEA,L 13-24,2,48,24.00,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
7,1987,1987-11-22,10,22.052,GNB,@,KAN,W 23-3,3,46,15.33,2,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,2,12
8,1987,1987-11-29,11,22.059,GNB,@,CHI,L 10-23,5,55,11.00,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
9,1987,1987-12-06,12,22.066,GNB,,SFO,L 12-23,2,17,8.50,0,0,0,,0,0,0,,0,0,0,,0,,,,1,10,10.00,0,0,0
10,1987,1987-12-13,13,22.073,GNB,,MIN,W 16-10,5,57,11.40,0,1,0,0.00,0,0,0,,0,0,0,,0,,,,3,34,11.33,0,0,0
11,1987,1987-12-19,14,22.079,GNB,@,NYG,L 10-20,2,11,5.50,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
12,1987,1987-12-27,15,22.087,GNB,@,NOR,L 24-33,2,31,15.50,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
