ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td
1,1993,1993-09-06,1,27.162,DAL,@,WAS,L 16-35,,2,4,50.00,2,0,0,56.2,1,6,0.50,0.50,1,0,0.00,0
2,1993,1993-10-03,4,27.189,DAL,,GNB,W 36-14,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,2,-3,-1.50,0
3,1993,1993-10-10,5,27.196,DAL,@,IND,W 27-3,,0,2,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0
4,1993,1993-11-07,8,27.224,DAL,,NYG,W 31-9,,5,6,83.33,34,0,0,90.3,0,0,5.67,5.67,2,-2,-1.00,0
5,1993,1993-11-14,9,27.231,DAL,,PHO,W 20-15,*,2,6,33.33,25,0,0,47.2,0,0,4.17,4.17,3,-3,-1.00,0
6,1994,1994-11-20,11,28.237,DAL,,WAS,W 31-7,,1,5,20.00,4,0,0,39.6,0,0,0.80,0.80,2,-2,-1.00,0
7,1994,1994-11-24,12,28.241,DAL,,GNB,W 42-31,*,15,26,57.69,311,2,1,109.6,2,13,11.96,11.77,1,0,0.00,0
8,1995,1995-11-12,10,29.229,DAL,,SFO,L 20-38,,4,5,80.00,46,1,0,144.6,0,0,9.20,13.20,1,-1,-1.00,0
9,1996,1996-12-22,16,30.269,DAL,@,WAS,L 10-37,,3,3,100.00,44,0,0,118.7,0,0,14.67,14.67,0,0,,0
10,1997,1997-12-21,16,31.268,DAL,,NYG,L 7-20,,10,14,71.43,56,0,0,78.3,2,18,4.00,4.00,0,0,,0
11,1998,1998-09-13,2,32.169,DAL,@,DEN,L 23-42,,14,19,73.68,113,0,0,88.3,1,0,5.95,5.95,2,1,0.50,0
12,1998,1998-09-21,3,32.177,DAL,@,NYG,W 31-7,*,11,27,40.74,224,1,0,82.9,0,0,8.30,9.04,0,0,,0
13,1998,1998-09-27,4,32.183,DAL,,OAK,L 12-13,*,18,33,54.55,222,0,2,50.3,2,15,6.73,4.00,2,5,2.50,0
14,1998,1998-10-04,5,32.190,DAL,@,WAS,W 31-10,*,14,17,82.35,169,1,0,127.7,0,0,9.94,11.12,1,0,0.00,0
15,1998,1998-10-11,6,32.197,DAL,,CAR,W 27-20,*,14,22,63.64,287,2,0,137.5,2,10,13.05,14.86,2,5,2.50,0
16,1998,1998-10-18,7,32.204,DAL,@,CHI,L 12-13,*,14,26,53.85,136,1,1,65.5,1,8,5.23,4.27,4,3,0.75,0
17,1998,1998-11-08,9,32.225,DAL,,NYG,W 16-6,,1,3,33.33,4,0,0,42.4,0,0,1.33,1.33,0,0,,0
18,1998,1998-12-27,16,32.274,DAL,,WAS,W 23-7,,5,11,45.45,51,0,0,59.3,2,13,4.64,4.64,0,0,,0
19,1999,1999-10-03,3,33.189,DAL,,ARI,W 35-7,,0,0,,0,0,0,,0,,,,2,-2,-1.00,0
20,1999,1999-10-31,7,33.217,DAL,@,IND,L 24-34,,0,1,0.00,0,0,0,39.6,1,3,0.00,0.00,0,0,,0
21,1999,1999-11-08,8,33.225,DAL,@,MIN,L 17-27,,3,11,27.27,4,0,1,1.7,0,0,0.36,-3.73,2,11,5.50,0
22,1999,1999-11-14,9,33.231,DAL,,GNB,W 27-13,*,13,23,56.52,199,2,0,114.2,2,9,8.65,10.39,0,0,,0
23,1999,1999-11-21,10,33.238,DAL,@,ARI,L 9-13,*,16,29,55.17,111,1,0,75.5,2,9,3.83,4.52,2,3,1.50,0
24,2000,2000-11-26,12,34.243,NYG,@,ARI,W 31-7,,0,0,,0,0,0,,,,,,2,-2,-1.00,0
25,2000,2000-12-10,14,34.257,NYG,,PIT,W 30-10,,0,0,,0,0,0,,,,,,2,-2,-1.00,0
