ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,all_td,scoring
53,1975,1975-10-26,6,26.083,NYJ,,BAL,L 28-45,11,23,2.09,0,6,66,11.00,0,0,0,,0,0,0,,0,0,,,0,0
54,1975,1975-11-02,7,26.090,NYJ,,BUF,L 23-24,24,108,4.50,0,2,23,11.50,0,0,0,,0,0,0,,0,0,,,0,0
55,1975,1975-11-09,8,26.097,NYJ,@,MIA,L 7-27,16,90,5.63,0,4,52,13.00,0,0,0,,0,0,0,,0,0,,,0,0
56,1975,1975-11-16,9,26.104,NYJ,@,BAL,L 19-52,8,14,1.75,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
57,1975,1975-11-23,10,26.111,NYJ,,STL,L 6-37,17,92,5.41,0,1,19,19.00,0,0,0,,0,0,0,,0,0,,,0,0
58,1975,1975-11-30,11,26.118,NYJ,,PIT,L 7-20,16,69,4.31,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
59,1975,1975-12-07,12,26.125,NYJ,@,NWE,W 30-28,20,152,7.60,2,2,23,11.50,0,0,0,,0,0,0,,0,0,,,2,12
60,1975,1975-12-15,13,26.133,NYJ,@,SDG,L 16-24,25,75,3.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
61,1975,1975-12-21,14,26.139,NYJ,,DAL,L 21-31,27,62,2.30,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
62,1976,1976-09-12,1,27.039,WAS,,NYG,W 19-17,8,25,3.13,0,1,13,13.00,0,0,0,,0,0,0,,0,0,,,0,0
63,1976,1976-09-19,2,27.046,WAS,,SEA,W 31-7,17,71,4.18,0,4,40,10.00,0,0,0,,0,0,0,,0,0,,,0,0
64,1976,1976-09-27,3,27.054,WAS,@,PHI,W 20-17,15,38,2.53,0,2,9,4.50,0,0,0,,0,0,0,,0,0,,,0,0
65,1976,1976-10-03,4,27.060,WAS,@,CHI,L 7-33,4,20,5.00,0,2,9,4.50,0,0,0,,0,0,0,,0,0,,,0,0
66,1976,1976-10-10,5,27.067,WAS,,KAN,L 30-33,10,24,2.40,1,3,28,9.33,0,0,0,,0,0,0,,0,0,,,1,6
67,1976,1976-10-17,6,27.074,WAS,,DET,W 20-7,11,25,2.27,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
68,1976,1976-10-25,7,27.082,WAS,,STL,W 20-10,8,14,1.75,0,2,11,5.50,0,0,0,,0,0,0,,0,0,,,0,0
69,1976,1976-10-31,8,27.088,WAS,,DAL,L 7-20,5,21,4.20,0,1,8,8.00,0,0,0,,0,0,0,,0,0,,,0,0
70,1976,1976-11-07,9,27.095,WAS,@,SFO,W 24-21,9,23,2.56,0,1,-5,-5.00,0,0,0,,0,0,0,,0,0,,,0,0
71,1976,1976-11-14,10,27.102,WAS,@,NYG,L 9-12,9,48,5.33,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
72,1976,1976-11-21,11,27.109,WAS,@,STL,W 16-10,18,49,2.72,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
73,1976,1976-11-28,12,27.116,WAS,,PHI,W 24-0,6,15,2.50,0,1,14,14.00,0,0,0,,0,0,0,,0,0,,,0,0
74,1976,1976-12-05,13,27.123,WAS,@,NYJ,W 37-16,19,104,5.47,1,3,28,9.33,1,0,0,,0,0,0,,0,0,,,2,12
75,1976,1976-12-12,14,27.130,WAS,@,DAL,W 27-14,23,95,4.13,1,1,17,17.00,0,0,0,,0,0,0,,0,0,,,1,6
76,1977,1977-09-18,1,28.045,WAS,@,NYG,L 17-20,20,79,3.95,0,2,10,5.00,1,0,0,,0,0,0,,0,0,,,1,6
77,1977,1977-09-25,2,28.052,WAS,,ATL,W 10-6,8,4,0.50,0,1,6,6.00,0,0,0,,0,0,0,,0,0,,,0,0
78,1977,1977-10-02,3,28.059,WAS,,STL,W 24-14,18,47,2.61,0,3,70,23.33,1,0,0,,0,0,0,,0,0,,,1,6
79,1977,1977-10-09,4,28.066,WAS,@,TAM,W 10-0,17,52,3.06,0,1,9,9.00,0,0,0,,0,0,0,,0,0,,,0,0
80,1977,1977-10-16,5,28.073,WAS,@,DAL,L 16-34,5,21,4.20,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
81,1978,1978-09-03,1,29.030,WAS,@,NWE,W 16-14,16,60,3.75,0,1,11,11.00,0,0,0,,0,0,0,,0,0,,,0,0
82,1978,1978-09-10,2,29.037,WAS,,PHI,W 35-30,21,76,3.62,0,2,21,10.50,0,0,0,,0,0,0,,0,0,,,0,0
83,1978,1978-09-17,3,29.044,WAS,@,STL,W 28-10,16,108,6.75,0,1,13,13.00,0,0,0,,0,0,0,,0,0,,,0,0
84,1978,1978-09-24,4,29.051,WAS,,NYJ,W 23-3,21,114,5.43,0,3,16,5.33,0,0,0,,0,0,0,,0,0,,,0,0
85,1978,1978-10-02,5,29.059,WAS,,DAL,W 9-5,19,96,5.05,0,1,6,6.00,0,0,0,,0,0,0,,0,0,,,0,0
86,1978,1978-10-08,6,29.065,WAS,@,DET,W 21-19,12,44,3.67,0,2,16,8.00,0,0,0,,0,0,0,,0,0,,,0,0
87,1978,1978-10-15,7,29.072,WAS,@,PHI,L 10-17,21,97,4.62,1,3,43,14.33,0,0,0,,0,0,0,,0,0,,,1,6
88,1978,1978-10-22,8,29.079,WAS,@,NYG,L 6-17,18,78,4.33,0,3,28,9.33,0,0,0,,0,0,0,,0,0,,,0,0
89,1978,1978-10-29,9,29.086,WAS,,SFO,W 38-20,21,61,2.90,2,2,25,12.50,0,0,0,,0,0,0,,0,0,,,2,12
90,1978,1978-11-06,10,29.094,WAS,@,BAL,L 17-21,20,60,3.00,1,4,38,9.50,0,0,0,,0,0,0,,0,0,,,1,6
91,1978,1978-11-12,11,29.100,WAS,,NYG,W 16-13,12,29,2.42,0,1,4,4.00,0,0,0,,0,0,0,,0,0,,,0,0
92,1978,1978-11-23,13,29.111,WAS,@,DAL,L 10-37,12,40,3.33,0,2,24,12.00,0,0,0,,0,0,0,,0,0,,,0,0
93,1978,1978-12-03,14,29.121,WAS,,MIA,L 0-16,11,43,3.91,0,2,19,9.50,0,0,0,,0,0,0,,0,0,,,0,0
94,1978,1978-12-10,15,29.128,WAS,@,ATL,L 17-20,18,64,3.56,1,1,21,21.00,0,0,0,,0,0,0,,0,0,,,1,6
95,1978,1978-12-16,16,29.134,WAS,,CHI,L 10-14,10,44,4.40,0,3,14,4.67,0,0,0,,0,0,0,,0,0,,,0,0
96,1979,1979-09-02,1,30.029,WAS,,HOU,L 27-29,12,54,4.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
97,1979,1979-09-09,2,30.036,WAS,@,DET,W 27-24,18,80,4.44,0,4,29,7.25,0,0,0,,0,0,0,,0,0,,,0,0
98,1979,1979-09-17,3,30.044,WAS,,NYG,W 27-0,15,52,3.47,0,1,5,5.00,0,0,0,,0,0,0,,0,0,,,0,0
99,1979,1979-09-23,4,30.050,WAS,@,STL,W 17-7,12,34,2.83,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
100,1979,1979-09-30,5,30.057,WAS,@,ATL,W 16-7,18,56,3.11,1,1,4,4.00,0,0,0,,0,0,0,,0,0,,,1,6
101,1979,1979-10-07,6,30.064,WAS,@,PHI,L 17-28,23,115,5.00,1,4,9,2.25,1,0,0,,0,0,0,,0,0,,,2,12
102,1979,1979-10-14,7,30.071,WAS,@,CLE,W 13-9,14,31,2.21,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
103,1979,1979-10-21,8,30.078,WAS,,PHI,W 17-7,19,120,6.32,0,1,2,2.00,0,0,0,,0,0,0,,0,0,,,0,0
104,1979,1979-10-28,9,30.085,WAS,,NOR,L 10-14,12,47,3.92,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
105,1979,1979-11-04,10,30.092,WAS,@,PIT,L 7-38,13,56,4.31,1,4,33,8.25,0,0,0,,0,0,0,,0,0,,,1,6
106,1979,1979-11-11,11,30.099,WAS,,STL,W 30-28,17,62,3.65,1,2,20,10.00,1,0,0,,0,0,0,,0,0,,,2,12
107,1979,1979-11-18,12,30.106,WAS,,DAL,W 34-20,12,40,3.33,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
108,1979,1979-11-25,13,30.113,WAS,@,NYG,L 6-14,17,72,4.24,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
109,1979,1979-12-02,14,30.120,WAS,,GNB,W 38-21,17,88,5.18,0,7,34,4.86,1,0,0,,0,0,0,,0,0,,,1,6
110,1979,1979-12-09,15,30.127,WAS,,CIN,W 28-14,19,95,5.00,2,4,27,6.75,0,0,0,,0,0,0,,0,0,,,2,12
111,1979,1979-12-16,16,30.134,WAS,@,DAL,L 34-35,22,151,6.86,2,0,0,,0,0,0,,0,0,0,,0,0,,,2,12
112,1981,1981-09-06,1,32.033,WAS,,DAL,L 10-26,8,25,3.13,0,1,22,22.00,0,0,0,,0,0,0,,,,,,0,0
113,1981,1981-09-13,2,32.040,WAS,,NYG,L 7-17,6,28,4.67,0,0,0,,0,0,0,,0,0,0,,,,,,0,0
114,1981,1981-09-27,4,32.054,WAS,@,PHI,L 13-36,9,22,2.44,1,2,18,9.00,0,0,0,,0,0,0,,,,,,1,6
115,1981,1981-10-04,5,32.061,WAS,,SFO,L 17-30,13,47,3.62,0,0,0,,0,0,0,,0,0,0,,,,,,0,0
116,1981,1981-10-11,6,32.068,WAS,@,CHI,W 24-7,23,126,5.48,2,0,0,,0,0,0,,0,0,0,,,,,,2,12
117,1981,1981-10-18,7,32.075,WAS,@,MIA,L 10-13,20,77,3.85,1,1,-6,-6.00,0,0,0,,0,0,0,,,,,,1,6
118,1981,1981-10-25,8,32.082,WAS,,NWE,W 24-22,15,40,2.67,0,0,0,,0,0,0,,0,0,0,,,,,,0,0
119,1981,1981-11-01,9,32.089,WAS,,STL,W 42-21,14,53,3.79,3,0,0,,0,0,0,,0,0,0,,,,,,3,18
120,1981,1981-11-08,10,32.096,WAS,,DET,W 33-31,12,28,2.33,0,0,0,,0,0,0,,0,0,0,,,,,,0,0
121,1981,1981-11-15,11,32.103,WAS,@,NYG,W 30-27,26,82,3.15,1,2,25,12.50,0,0,0,,0,0,0,,,,,,1,6
122,1981,1981-11-22,12,32.110,WAS,@,DAL,L 10-24,9,12,1.33,0,0,0,,0,0,0,,0,0,0,,,,,,0,0
123,1981,1981-11-29,13,32.117,WAS,@,BUF,L 14-21,7,6,0.86,1,0,0,,0,0,0,,0,0,0,,,,,,1,6
124,1981,1981-12-06,14,32.124,WAS,,PHI,W 15-13,11,61,5.55,0,0,0,,0,0,0,,0,0,0,,,,,,0,0
125,1981,1981-12-13,15,32.131,WAS,,BAL,W 38-14,7,50,7.14,2,0,0,,0,0,0,,0,0,0,,,,,,2,12
126,1981,1981-12-20,16,32.138,WAS,@,RAM,W 30-7,15,57,3.80,2,0,0,,0,0,0,,0,0,0,,,,,,2,12
127,1982,1982-09-12,1,33.039,WAS,@,PHI,W 37-34,20,66,3.30,1,3,3,1.00,0,0,0,,0,0,0,,,,,,1,6
128,1982,1982-09-19,2,33.046,WAS,@,TAM,W 21-13,34,136,4.00,0,2,15,7.50,0,0,0,,0,0,0,,,,,,0,0
129,1982,1982-11-21,3,33.109,WAS,@,NYG,W 27-17,28,70,2.50,1,2,3,1.50,0,0,0,,0,0,0,,,,,,1,6
130,1982,1982-11-28,4,33.116,WAS,,PHI,W 13-9,20,52,2.60,0,1,11,11.00,0,0,0,,0,0,0,,,,,,0,0
131,1982,1982-12-05,5,33.123,WAS,,DAL,L 10-24,9,26,2.89,0,0,0,,0,0,0,,0,0,0,,,,,,0,0
132,1982,1982-12-12,6,33.130,WAS,@,STL,W 12-7,26,89,3.42,0,1,11,11.00,0,0,0,,0,0,0,,,,,,0,0
133,1982,1982-12-19,7,33.137,WAS,,NYG,W 15-14,31,87,2.81,0,1,7,7.00,0,0,0,,0,0,0,,,,,,0,0
134,1982,1982-12-26,8,33.144,WAS,@,NOR,W 27-10,9,27,3.00,1,0,0,,0,0,0,,0,0,0,,,,,,1,6
135,1983,1983-09-05,1,34.032,WAS,,DAL,L 30-31,27,89,3.30,1,0,0,,0,0,0,,0,0,0,,0,,,,1,6
136,1983,1983-09-11,2,34.038,WAS,@,PHI,W 23-13,27,100,3.70,1,2,2,1.00,0,0,0,,0,0,0,,0,,,,1,6
137,1983,1983-09-18,3,34.045,WAS,,KAN,W 27-12,21,84,4.00,1,2,18,9.00,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,1,6
138,1983,1983-09-25,4,34.052,WAS,@,SEA,W 27-17,30,83,2.77,1,0,0,,0,0,0,,0,0,0,,0,,,,1,6
139,1983,1983-10-02,5,34.059,WAS,,RAI,W 37-35,26,91,3.50,1,0,0,,0,0,0,,0,0,0,,0,,,,1,6
140,1983,1983-10-09,6,34.066,WAS,@,STL,W 38-14,22,115,5.23,3,0,0,,0,0,0,,0,0,0,,0,,,,3,18
141,1983,1983-10-17,7,34.074,WAS,@,GNB,L 47-48,25,98,3.92,2,1,9,9.00,0,0,0,,0,0,0,,0,,,,2,12
142,1983,1983-10-31,9,34.088,WAS,@,SDG,W 27-24,29,93,3.21,2,0,0,,0,0,0,,0,0,0,,0,,,,2,12
143,1983,1983-11-06,10,34.094,WAS,,STL,W 45-7,17,58,3.41,2,0,0,,0,0,0,,0,0,0,,0,,,,2,12
144,1983,1983-11-13,11,34.101,WAS,@,NYG,W 33-17,23,61,2.65,2,0,0,,0,0,0,,0,0,0,,0,,,,2,12
145,1983,1983-11-20,12,34.108,WAS,@,RAM,W 42-20,22,78,3.55,3,0,0,,0,0,0,,0,0,0,,0,,,,3,18
146,1983,1983-11-27,13,34.115,WAS,,PHI,W 28-24,26,99,3.81,2,0,0,,0,0,0,,0,0,0,,0,,,,2,12
147,1983,1983-12-04,14,34.122,WAS,,ATL,W 37-21,23,87,3.78,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0
148,1983,1983-12-11,15,34.129,WAS,@,DAL,W 31-10,27,89,3.30,2,0,0,,0,0,0,,0,0,0,,0,,,,2,12
149,1983,1983-12-17,16,34.135,WAS,,NYG,W 31-22,30,122,4.07,1,0,0,,0,0,0,,0,0,0,,0,,,,1,6
150,1984,1984-09-02,1,35.029,WAS,,MIA,L 17-35,15,98,6.53,1,2,18,9.00,0,0,0,,0,0,0,,,,,,1,6
151,1984,1984-09-10,2,35.037,WAS,@,SFO,L 31-37,10,12,1.20,2,1,0,0.00,0,0,0,,0,0,0,,,,,,2,12
152,1984,1984-09-16,3,35.043,WAS,,NYG,W 30-14,30,92,3.07,2,0,0,,0,0,0,,0,0,0,,,,,,2,12
153,1984,1984-09-23,4,35.050,WAS,@,NWE,W 26-10,33,140,4.24,1,0,0,,0,0,0,,0,0,0,,,,,,1,6
154,1984,1984-09-30,5,35.057,WAS,,PHI,W 20-0,28,104,3.71,1,2,12,6.00,0,0,0,,0,0,0,,,,,,1,6
155,1984,1984-10-07,6,35.064,WAS,@,IND,W 35-7,19,94,4.95,1,0,0,,0,0,0,,0,0,0,,,,,,1,6
156,1984,1984-10-14,7,35.071,WAS,,DAL,W 34-14,32,165,5.16,0,0,0,,0,0,0,,0,0,0,,,,,,0,0
157,1984,1984-10-21,8,35.078,WAS,@,STL,L 24-26,32,98,3.06,1,0,0,,0,0,0,,0,0,0,,,,,,1,6
158,1984,1984-10-28,9,35.085,WAS,@,NYG,L 13-37,16,51,3.19,0,0,0,,0,0,0,,0,0,0,,,,,,0,0
159,1984,1984-11-05,10,35.093,WAS,,ATL,W 27-14,32,100,3.13,2,1,11,11.00,0,0,0,,0,0,0,,,,,,2,12
160,1984,1984-11-18,12,35.106,WAS,@,PHI,L 10-16,26,92,3.54,0,0,0,,0,0,0,,0,0,0,,,,,,0,0
161,1984,1984-11-25,13,35.113,WAS,,BUF,W 41-14,3,6,2.00,1,1,2,2.00,0,0,0,,0,0,0,,,,,,1,6
162,1984,1984-12-09,15,35.127,WAS,@,DAL,W 30-28,24,111,4.63,1,0,0,,0,0,0,,0,0,0,,,,,,1,6
163,1984,1984-12-16,16,35.134,WAS,,STL,W 29-27,27,76,2.81,1,0,0,,0,0,0,,0,0,0,,,,,,1,6
164,1985,1985-09-09,1,36.036,WAS,@,DAL,L 14-44,12,44,3.67,1,0,0,,0,0,0,,0,0,0,,0,,,,1,6
165,1985,1985-09-15,2,36.042,WAS,,HOU,W 16-13,16,84,5.25,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0
166,1985,1985-09-22,3,36.049,WAS,,PHI,L 6-19,12,32,2.67,0,1,-2,-2.00,0,0,0,,0,0,0,,0,,,,0,0
167,1985,1985-09-29,4,36.056,WAS,@,CHI,L 10-45,11,29,2.64,1,0,0,,0,0,0,,0,0,0,,0,,,,1,6
168,1985,1985-10-07,5,36.064,WAS,,STL,W 27-10,17,103,6.06,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0
169,1985,1985-10-13,6,36.070,WAS,,DET,W 24-3,21,114,5.43,3,1,8,8.00,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,3,18
170,1985,1985-10-20,7,36.077,WAS,@,NYG,L 3-17,11,35,3.18,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0
171,1985,1985-10-27,8,36.084,WAS,@,CLE,W 14-7,30,112,3.73,1,2,6,3.00,0,0,0,,0,0,0,,0,,,,1,6
172,1985,1985-11-10,10,36.098,WAS,,DAL,L 7-13,7,34,4.86,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0
173,1985,1985-11-18,11,36.106,WAS,,NYG,W 23-21,11,7,0.64,1,1,1,1.00,0,0,0,,0,0,0,,0,,,,1,6
174,1985,1985-11-24,12,36.112,WAS,@,PIT,W 30-23,18,44,2.44,1,1,5,5.00,0,0,0,,0,0,0,,0,,,,1,6
175,1985,1985-12-01,13,36.119,WAS,,SFO,L 8-35,10,39,3.90,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0
