ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,all_td,scoring
1,1971,1971-09-19,1,22.046,NYJ,@,BAL,L 0-22,9,32,3.56,0,6,35,5.83,0,0,0,,0,0,0,,0,0,,,0,0
2,1971,1971-09-27,2,22.054,NYJ,@,STL,L 10-17,9,36,4.00,0,6,37,6.17,0,0,0,,0,0,0,,0,0,,,0,0
3,1971,1971-10-03,3,22.060,NYJ,@,MIA,W 14-10,6,17,2.83,0,1,7,7.00,0,0,0,,0,0,0,,0,0,,,0,0
4,1971,1971-10-10,4,22.067,NYJ,@,NWE,L 0-20,22,93,4.23,0,2,-9,-4.50,0,0,0,,0,0,0,,0,0,,,0,0
5,1971,1971-10-17,5,22.074,NYJ,,BUF,W 28-17,9,32,3.56,0,4,72,18.00,1,0,0,,0,0,0,,0,0,,,1,6
6,1971,1971-10-24,6,22.081,NYJ,,MIA,L 14-30,10,43,4.30,0,2,25,12.50,0,0,0,,0,0,0,,0,0,,,0,0
7,1971,1971-10-31,7,22.088,NYJ,@,SDG,L 21-49,10,63,6.30,0,2,33,16.50,1,0,0,,0,0,0,,0,0,,,1,6
8,1971,1971-11-07,8,22.095,NYJ,,KAN,W 13-10,11,63,5.73,0,1,-5,-5.00,0,0,0,,0,0,0,,0,0,,,0,0
9,1971,1971-11-14,9,22.102,NYJ,,BAL,L 13-14,10,28,2.80,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
10,1971,1971-11-21,10,22.109,NYJ,@,BUF,W 20-7,17,74,4.35,0,3,13,4.33,0,0,0,,0,0,0,,0,0,,,0,0
11,1971,1971-11-28,11,22.116,NYJ,,SFO,L 21-24,13,62,4.77,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
12,1971,1971-12-04,12,22.122,NYJ,@,DAL,L 10-52,13,36,2.77,0,3,2,0.67,0,0,0,,0,0,0,,0,0,,,0,0
13,1971,1971-12-12,13,22.130,NYJ,,NWE,W 13-6,24,91,3.79,1,3,21,7.00,0,0,0,,0,0,0,,0,0,,,1,6
14,1971,1971-12-19,14,22.137,NYJ,,CIN,W 35-21,17,99,5.82,0,3,0,0.00,0,0,0,,0,0,0,,0,0,,,0,0
15,1972,1972-09-17,1,23.044,NYJ,@,BUF,W 41-24,26,125,4.81,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
16,1972,1972-09-24,2,23.051,NYJ,@,BAL,W 44-34,21,87,4.14,0,1,67,67.00,1,0,0,,0,0,0,,0,0,,,1,6
17,1972,1972-10-01,3,23.058,NYJ,@,HOU,L 20-26,12,67,5.58,0,2,31,15.50,0,0,0,,0,0,0,,0,0,,,0,0
18,1972,1972-10-08,4,23.065,NYJ,,MIA,L 17-27,10,50,5.00,0,1,1,1.00,0,0,0,,0,0,0,,0,0,,,0,0
19,1972,1972-10-15,5,23.072,NYJ,@,NWE,W 41-13,32,168,5.25,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
20,1972,1972-10-22,6,23.079,NYJ,,BAL,W 24-20,21,90,4.29,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
21,1972,1972-10-29,7,23.086,NYJ,,NWE,W 34-10,,,,,,,,,,,,,,,,,,,,,
22,1972,1972-11-05,8,23.093,NYJ,,WAS,L 17-35,20,85,4.25,1,4,22,5.50,0,0,0,,0,0,0,,0,0,,,1,6
23,1972,1972-11-12,9,23.100,NYJ,,BUF,W 41-3,14,64,4.57,1,1,5,5.00,0,0,0,,0,0,0,,0,0,,,1,6
24,1972,1972-11-19,10,23.107,NYJ,@,MIA,L 24-28,18,83,4.61,1,7,52,7.43,0,0,0,,0,0,0,,0,0,,,1,6
25,1972,1972-11-23,11,23.111,NYJ,@,DET,L 20-37,24,105,4.38,1,1,12,12.00,0,0,0,,0,0,0,,0,0,,,1,6
26,1972,1972-12-03,12,23.121,NYJ,,NOR,W 18-17,9,20,2.22,0,4,40,10.00,0,0,0,,0,0,0,,0,0,,,0,0
27,1973,1973-09-17,1,24.044,NYJ,@,GNB,L 7-23,6,2,0.33,0,1,4,4.00,0,0,0,,0,0,0,,0,0,,,0,0
28,1973,1973-09-23,2,24.050,NYJ,@,BAL,W 34-10,13,36,2.77,0,6,32,5.33,0,0,0,,0,0,0,,0,0,,,0,0
29,1973,1973-09-30,3,24.057,NYJ,@,BUF,L 7-9,12,43,3.58,0,1,0,0.00,0,0,0,,0,0,0,,0,0,,,0,0
30,1973,1973-10-07,4,24.064,NYJ,@,MIA,L 3-31,8,16,2.00,0,1,4,4.00,0,0,0,,0,0,0,,0,0,,,0,0
31,1973,1973-10-14,5,24.071,NYJ,@,NWE,W 9-7,28,132,4.71,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
32,1973,1973-10-21,6,24.078,NYJ,@,PIT,L 14-26,15,42,2.80,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
33,1973,1973-10-28,7,24.085,NYJ,,DEN,L 28-40,8,31,3.88,0,4,34,8.50,0,0,0,,0,0,0,,0,0,,,0,0
34,1973,1973-11-04,8,24.092,NYJ,,MIA,L 14-24,23,79,3.43,2,8,64,8.00,0,0,0,,0,0,0,,0,0,,,2,12
35,1973,1973-11-11,9,24.099,NYJ,,NWE,W 33-13,19,96,5.05,1,2,20,10.00,0,0,0,,0,0,0,,0,0,,,1,6
36,1973,1973-11-18,10,24.106,NYJ,@,CIN,L 14-20,2,5,2.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
37,1973,1973-12-09,13,24.127,NYJ,@,PHI,L 23-24,,,,,,,,,,,,,,,,,,,,,
38,1974,1974-09-15,1,25.042,NYJ,@,KAN,L 16-24,22,116,5.27,0,1,5,5.00,0,0,0,,0,0,0,,0,0,,,0,0
39,1974,1974-09-22,2,25.049,NYJ,@,CHI,W 23-21,20,63,3.15,0,2,41,20.50,0,0,0,,0,0,0,,0,0,,,0,0
40,1974,1974-09-29,3,25.056,NYJ,@,BUF,L 12-16,15,37,2.47,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
41,1974,1974-10-07,4,25.064,NYJ,@,MIA,L 17-21,13,39,3.00,0,6,74,12.33,1,0,0,,0,0,0,,0,0,,,1,6
42,1974,1974-10-13,5,25.070,NYJ,,NWE,L 0-24,16,100,6.25,0,1,-1,-1.00,0,0,0,,0,0,0,,0,0,,,0,0
43,1974,1974-10-20,6,25.077,NYJ,,BAL,L 20-35,8,23,2.88,0,1,14,14.00,0,0,0,,0,0,0,,0,0,,,0,0
44,1974,1974-11-24,11,25.112,NYJ,,MIA,W 17-14,22,93,4.23,0,1,-2,-2.00,0,0,0,,0,0,0,,0,0,,,0,0
45,1974,1974-12-01,12,25.119,NYJ,,SDG,W 27-14,18,61,3.39,2,4,36,9.00,1,0,0,,0,0,0,,0,0,,,3,18
46,1974,1974-12-08,13,25.126,NYJ,,BUF,W 20-10,14,41,2.93,0,2,13,6.50,0,0,0,,0,0,0,,0,0,,,0,0
47,1974,1974-12-15,14,25.133,NYJ,@,BAL,W 45-38,21,107,5.10,2,1,0,0.00,0,0,0,,0,0,0,,0,0,,,2,12
48,1975,1975-09-21,1,26.048,NYJ,@,BUF,L 14-42,10,61,6.10,0,2,13,6.50,0,0,0,,0,0,0,,0,0,,,0,0
49,1975,1975-09-28,2,26.055,NYJ,@,KAN,W 30-24,27,145,5.37,2,2,28,14.00,0,0,0,,0,0,0,,0,0,,,2,12
50,1975,1975-10-05,3,26.062,NYJ,,NWE,W 36-7,11,36,3.27,0,3,26,8.67,0,0,0,,0,0,0,,0,0,,,0,0
51,1975,1975-10-12,4,26.069,NYJ,@,MIN,L 21-29,15,45,3.00,1,4,77,19.25,1,0,0,,0,0,0,,0,0,,,2,12
52,1975,1975-10-19,5,26.076,NYJ,,MIA,L 0-43,11,33,3.00,0,4,36,9.00,0,0,0,,0,0,0,,0,0,,,0,0
