ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1976,1976-09-13,1,22.105,BUF,,MIA,L 21-30,,,,,,,,,,,,,,
2,1976,1976-09-19,2,22.111,BUF,,HOU,L 3-13,9,32,3.56,0,1,6,6.00,0,0,0,,0,0,0
3,1976,1976-09-26,3,22.118,BUF,@,TAM,W 14-9,2,8,4.00,0,0,0,,0,0,0,,0,0,0
4,1976,1976-10-03,4,22.125,BUF,,KAN,W 50-17,,,,,,,,,,,,,,
5,1976,1976-10-17,6,22.139,BUF,,BAL,L 13-31,,,,,,,,,,,,,,
6,1976,1976-10-24,7,22.146,BUF,,NWE,L 22-26,,,,,,,,,,,,,,
7,1976,1976-10-31,8,22.153,BUF,,NYJ,L 14-19,,,,,,,,,,,,,,
8,1976,1976-11-07,9,22.160,BUF,@,NWE,L 10-20,,,,,,,,,,,,,,
9,1976,1976-11-15,10,22.168,BUF,@,DAL,L 10-17,,,,,,,,,,,,,,
10,1976,1976-11-21,11,22.174,BUF,,SDG,L 13-34,0,0,,0,0,0,,0,3,77,25.67,0,0,0
11,1976,1976-11-25,12,22.178,BUF,@,DET,L 14-27,0,0,,0,0,0,,0,1,24,24.00,0,0,0
12,1978,1978-09-03,1,24.095,NYJ,,MIA,W 33-20,,,,,,,,,,,,,,
13,1978,1978-09-10,2,24.102,NYJ,@,BUF,W 21-20,,,,,,,,,,,,,,
14,1978,1978-09-17,3,24.109,NYJ,,SEA,L 17-24,0,0,,0,0,0,,0,1,20,20.00,0,0,0
15,1978,1978-09-24,4,24.116,NYJ,@,WAS,L 3-23,,,,,,,,,,,,,,
16,1978,1978-10-01,5,24.123,NYJ,,PIT,L 17-28,,,,,,,,,,,,,,
17,1978,1978-10-08,6,24.130,NYJ,,BUF,W 45-14,6,31,5.17,0,0,0,,0,0,0,,0,0,0
18,1978,1978-10-15,7,24.137,NYJ,@,BAL,W 33-10,,,,,,,,,,,,,,
19,1978,1978-10-22,8,24.144,NYJ,,STL,W 23-10,2,9,4.50,0,0,0,,0,0,0,,0,0,0
20,1978,1978-10-29,9,24.151,NYJ,@,NWE,L 21-55,,,,,,,,,,,,,,
21,1978,1978-11-19,12,24.172,NYJ,,NWE,L 17-19,4,12,3.00,0,0,0,,0,0,0,,0,0,0
22,1978,1978-11-26,13,24.179,NYJ,@,MIA,W 24-13,8,25,3.13,1,0,0,,0,0,0,,0,1,6
23,1978,1978-12-03,14,24.186,NYJ,,BAL,W 24-16,0,0,,0,0,0,,0,1,4,4.00,0,0,0
24,1978,1978-12-10,15,24.193,NYJ,@,CLE,L 34-37,0,0,,0,0,0,,0,1,26,26.00,0,0,0
25,1978,1978-12-17,16,24.200,NYJ,,DAL,L 7-30,,,,,,,,,,,,,,
