ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td
1,1970,1970-11-01,7,22.256,GNB,@,SFO,L 10-26,,,,,,,,
2,1970,1970-11-09,8,22.264,GNB,,BAL,L 10-13,,,,,,,,
3,1972,1972-11-19,10,24.275,SDG,@,KAN,W 27-17,,,,,,,,
4,1972,1972-11-26,11,24.282,SDG,,HOU,W 34-20,1,10,10.00,0,1,25,25.00,0
5,1972,1972-12-03,12,24.289,SDG,,OAK,L 19-21,,,,,,,,
6,1972,1972-12-10,13,24.296,SDG,@,DEN,L 13-38,,,,,,,,
7,1972,1972-12-17,14,24.303,SDG,,PIT,L 2-24,1,14,14.00,0,0,0,,0
