ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2014,2014-09-21,3,28.152,ARI,,SFO,W 23-14,*,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
2,2014,2014-10-12,5,28.173,ARI,,WAS,W 30-20,,,,,,,0.0%,,,,,,,,,,
3,2014,2014-10-19,6,28.180,ARI,@,OAK,W 24-13,,,,,,,0.0%,,,,,,,,,,
4,2014,2014-10-26,7,28.187,ARI,,PHI,W 24-20,,,,,,,0.0%,,,,,,,,,,
5,2014,2014-11-23,11,28.215,ARI,@,SEA,L 3-19,,,,,,,0.0%,,,,,,,,,,
6,2014,2014-11-30,12,28.222,ARI,@,ATL,L 18-29,,,0,0,,0,0.0%,,0,0,,0,0,0,0.0,1,0
7,2014,2014-12-07,13,28.229,ARI,,KAN,W 17-14,*,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
8,2014,2014-12-11,14,28.233,ARI,@,STL,W 12-6,*,4,1,6,6.00,0,25.0%,1.50,0,0,,0,0,0,0.0,0,0
9,2014,2014-12-21,15,28.243,ARI,,SEA,L 6-35,*,3,2,26,13.00,0,66.7%,8.67,0,0,,0,0,0,0.0,0,0
10,2014,2014-12-28,16,28.250,ARI,@,SFO,L 17-20,*,3,2,39,19.50,0,66.7%,13.00,0,0,,0,0,0,0.0,0,0
11,2015,2015-09-13,1,29.144,ARI,,NOR,W 31-19,*,5,4,82,20.50,1,80.0%,16.40,0,0,,0,1,6,0.0,0,0
12,2015,2015-09-20,2,29.151,ARI,@,CHI,W 48-23,*,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
13,2015,2015-09-27,3,29.158,ARI,,SFO,W 47-7,*,2,1,13,13.00,0,50.0%,6.50,0,0,,0,0,0,0.0,0,0
14,2015,2015-10-04,4,29.165,ARI,,STL,L 22-24,*,1,1,17,17.00,0,100.0%,17.00,0,0,,0,0,0,0.0,0,0
15,2015,2015-10-11,5,29.172,ARI,@,DET,W 42-17,*,2,2,25,12.50,1,100.0%,12.50,0,0,,0,1,6,0.0,0,0
16,2015,2015-10-18,6,29.179,ARI,@,PIT,L 13-25,*,2,1,9,9.00,0,50.0%,4.50,0,0,,0,0,0,0.0,0,0
17,2015,2015-11-15,9,29.207,ARI,@,SEA,W 39-32,*,4,3,21,7.00,0,75.0%,5.25,0,0,,0,0,0,0.0,0,0
18,2015,2015-11-22,10,29.214,ARI,,CIN,W 34-31,*,2,1,18,18.00,1,50.0%,9.00,0,0,,0,1,6,0.0,0,0
19,2015,2015-11-29,11,29.221,ARI,@,SFO,W 19-13,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
20,2015,2015-12-06,12,29.228,ARI,@,STL,W 27-3,,1,1,22,22.00,0,100.0%,22.00,0,0,,0,0,0,0.0,0,0
21,2015,2015-12-10,13,29.232,ARI,,MIN,W 23-20,*,4,3,43,14.33,0,75.0%,10.75,0,0,,0,0,0,0.0,0,0
22,2015,2015-12-20,14,29.242,ARI,@,PHI,W 40-17,*,3,3,54,18.00,0,100.0%,18.00,0,0,,0,0,0,0.0,0,0
23,2015,2015-12-27,15,29.249,ARI,,GNB,W 38-8,*,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
24,2015,2016-01-03,16,29.256,ARI,,SEA,L 6-36,*,2,1,7,7.00,0,50.0%,3.50,0,0,,0,0,0,0.0,0,0
25,2016,2016-09-11,1,30.142,ARI,,NWE,L 21-23,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
26,2016,2016-09-18,2,30.149,ARI,,TAM,W 40-7,*,5,4,31,7.75,0,80.0%,6.20,0,0,,0,0,0,0.0,0,0
27,2016,2016-09-25,3,30.156,ARI,@,BUF,L 18-33,,2,2,15,7.50,0,100.0%,7.50,0,0,,0,0,0,0.0,0,0
28,2016,2016-10-02,4,30.163,ARI,,LAR,L 13-17,*,2,2,7,3.50,0,100.0%,3.50,0,0,,0,0,0,0.0,0,0
29,2016,2016-10-17,6,30.178,ARI,,NYJ,W 28-3,*,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,0.0,0,0
30,2016,2016-10-23,7,30.184,ARI,,SEA,T 6-6,*,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
31,2016,2016-11-13,9,30.205,ARI,,SFO,W 23-20,*,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
32,2016,2016-11-20,10,30.212,ARI,@,MIN,L 24-30,*,1,1,22,22.00,0,100.0%,22.00,0,0,,0,0,0,0.0,0,0
33,2016,2016-11-27,11,30.219,ARI,@,ATL,L 19-38,*,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
34,2016,2016-12-04,12,30.226,ARI,,WAS,W 31-23,,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,0.0,0,0
35,2016,2016-12-11,13,30.233,ARI,@,MIA,L 23-26,,3,1,12,12.00,0,33.3%,4.00,0,0,,0,0,0,0.0,0,0
36,2016,2016-12-18,14,30.240,ARI,,NOR,L 41-48,,1,1,13,13.00,0,100.0%,13.00,0,0,,0,0,0,0.0,0,0
37,2016,2016-12-24,15,30.246,ARI,@,SEA,W 34-31,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
38,2016,2017-01-01,16,30.254,ARI,@,LAR,W 44-6,,2,1,37,37.00,1,50.0%,18.50,0,0,,0,1,6,0.0,0,0
39,2017,2017-09-10,1,31.141,DET,,ARI,W 35-23,*,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
40,2017,2017-09-18,2,31.149,DET,@,NYG,W 24-10,*,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,0.0,0,0
41,2017,2017-09-24,3,31.155,DET,,ATL,L 26-30,*,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,0.0,0,0
42,2017,2017-10-01,4,31.162,DET,@,MIN,W 14-7,*,5,4,40,10.00,0,80.0%,8.00,0,0,,0,0,0,0.0,0,0
43,2017,2017-10-08,5,31.169,DET,,CAR,L 24-27,*,2,2,24,12.00,2,100.0%,12.00,0,0,,0,2,12,0.0,0,0
44,2017,2017-10-15,6,31.176,DET,@,NOR,L 38-52,*,4,2,26,13.00,1,50.0%,6.50,0,0,,0,1,6,0.0,0,0
45,2017,2017-10-29,7,31.190,DET,,PIT,L 15-20,*,3,1,12,12.00,0,33.3%,4.00,0,0,,0,0,0,0.0,0,0
46,2017,2017-11-06,8,31.198,DET,@,GNB,W 30-17,*,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0,0.0,0,0
47,2017,2017-11-12,9,31.204,DET,,CLE,W 38-24,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
