ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,all_td,scoring,def_int,def_int_yds,def_int_td
1,1961,1961-09-17,1,33.102,STL,@,NYG,W 21-10,0,0,1,22,0
2,1961,1961-10-01,3,33.116,STL,@,PHI,W 30-27,0,0,1,21,0
3,1961,1961-10-22,6,33.137,STL,@,WAS,W 24-0,1,6,1,35,1
4,1961,1961-11-26,11,33.172,STL,@,PIT,L 27-30,0,0,1,14,0
5,1962,1962-09-23,2,34.108,STL,@,GNB,L 0-17,0,0,1,0,0
6,1962,1962-12-16,14,34.192,STL,,PHI,W 45-35,0,0,1,15,0
7,1963,1963-09-14,1,35.099,STL,@,DAL,W 34-7,1,6,1,58,1
8,1963,1963-10-13,5,35.128,STL,,PIT,W 24-23,0,0,1,42,0
9,1963,1963-11-17,10,35.163,STL,@,CLE,W 20-14,0,0,1,26,0
10,1965,1965-09-26,2,37.111,DET,@,MIN,W 31-29,,,0,9,0
11,1965,1965-10-03,3,37.118,DET,,WAS,W 14-10,0,0,1,0,0
