ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,2001,2001-10-07,3,23.042,TEN,@,BAL,L 7-26,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,
2,2001,2001-10-14,4,23.049,TEN,,TAM,W 31-28,,5,3,39,13.00,0,60.0%,7.80,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
3,2001,2001-10-21,5,23.056,TEN,@,DET,W 27-24,,7,1,50,50.00,0,14.3%,7.14,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
4,2001,2001-10-29,6,23.064,TEN,@,PIT,L 7-34,,2,2,29,14.50,0,100.0%,14.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
5,2001,2001-11-04,7,23.070,TEN,,JAX,W 28-24,,3,2,26,13.00,0,66.7%,8.67,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
6,2001,2001-11-12,8,23.078,TEN,,BAL,L 10-16,,8,3,23,7.67,0,37.5%,2.88,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
7,2001,2001-11-18,9,23.084,TEN,@,CIN,W 20-7,*,4,1,5,5.00,0,25.0%,1.25,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
8,2001,2001-11-25,10,23.091,TEN,,PIT,L 24-34,,3,2,13,6.50,0,66.7%,4.33,0,0,,0,0,0,,0,0,0,,,,,,1,11,11.00,0,0,0
9,2001,2001-12-02,11,23.098,TEN,@,CLE,W 31-15,,2,2,17,8.50,1,100.0%,8.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
10,2001,2001-12-09,12,23.105,TEN,@,MIN,L 24-42,,5,4,87,21.75,0,80.0%,17.40,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
11,2001,2001-12-16,13,23.112,TEN,,GNB,W 26-20,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,
12,2001,2001-12-22,14,23.118,TEN,@,OAK,W 13-10,,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
13,2001,2001-12-30,15,23.126,TEN,,CLE,L 38-41,,3,1,10,10.00,0,33.3%,3.33,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
14,2001,2002-01-06,16,23.133,TEN,,CIN,L 21-23,,3,2,25,12.50,0,66.7%,8.33,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
15,2002,2002-09-08,1,24.013,TEN,,PHI,W 27-24,,4,2,13,6.50,0,50.0%,3.25,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
16,2002,2002-09-15,2,24.020,TEN,@,DAL,L 13-21,,4,1,7,7.00,0,25.0%,1.75,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
17,2002,2002-09-22,3,24.027,TEN,,CLE,L 28-31,,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,
18,2002,2002-09-29,4,24.034,TEN,@,OAK,L 25-52,,9,6,75,12.50,1,66.7%,8.33,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
19,2002,2002-10-06,5,24.041,TEN,,WAS,L 14-31,*,5,2,26,13.00,0,40.0%,5.20,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
20,2002,2002-10-13,6,24.048,TEN,,JAX,W 23-14,*,7,6,68,11.33,0,85.7%,9.71,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
21,2002,2002-10-27,7,24.062,TEN,@,CIN,W 30-24,,2,1,12,12.00,0,50.0%,6.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
22,2002,2002-11-03,8,24.069,TEN,@,IND,W 23-15,,1,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,
23,2002,2002-11-10,9,24.076,TEN,,HOU,W 17-10,,2,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,
24,2002,2002-11-17,10,24.083,TEN,,PIT,W 31-23,,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
25,2002,2002-11-24,11,24.090,TEN,@,BAL,L 12-13,,6,3,49,16.33,0,50.0%,8.17,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
26,2002,2002-12-01,12,24.097,TEN,@,NYG,W 32-29,*,6,4,65,16.25,1,66.7%,10.83,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
27,2002,2002-12-08,13,24.104,TEN,,IND,W 27-17,*,4,2,46,23.00,0,50.0%,11.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
28,2002,2002-12-16,14,24.112,TEN,,NWE,W 24-7,*,5,1,16,16.00,0,20.0%,3.20,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
29,2002,2002-12-22,15,24.118,TEN,@,JAX,W 28-10,*,4,2,32,16.00,0,50.0%,8.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
30,2002,2002-12-29,16,24.125,TEN,@,HOU,W 13-3,*,4,2,58,29.00,0,50.0%,14.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
31,2003,2003-09-07,1,25.012,TEN,,OAK,W 25-20,*,1,,,,,0.0%,,,,,,,,,,,,,0,,,,,,,,,
32,2003,2003-09-14,2,25.019,TEN,@,IND,L 7-33,*,2,,,,,0.0%,,,,,,,,,,,,,0,,,,,,,,,
33,2003,2003-09-21,3,25.026,TEN,,NOR,W 27-12,*,12,8,105,13.13,1,66.7%,8.75,0,0,,0,1,1,100.00,14,0,0,118.7,0,0,14.00,14.00,0,0,,0,1,6
34,2003,2003-09-28,4,25.033,TEN,@,PIT,W 30-13,*,2,2,52,26.00,1,100.0%,26.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,1,6
35,2003,2003-10-05,5,25.040,TEN,@,NWE,L 30-38,*,7,3,41,13.67,0,42.9%,5.86,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
36,2003,2003-10-12,6,25.047,TEN,,HOU,W 38-17,*,2,2,29,14.50,0,100.0%,14.50,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
37,2003,2003-10-19,7,25.054,TEN,@,CAR,W 37-17,*,6,4,97,24.25,1,66.7%,16.17,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,1,6
38,2003,2003-10-26,8,25.061,TEN,@,JAX,W 30-17,*,4,4,48,12.00,0,100.0%,12.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
39,2003,2003-12-07,13,25.103,TEN,,IND,L 27-29,,3,,,,,0.0%,,,,,,,,,,,,,0,,,,,,,,,
40,2003,2003-12-14,14,25.110,TEN,,BUF,W 28-26,,4,3,32,10.67,0,75.0%,8.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
41,2003,2003-12-21,15,25.117,TEN,@,HOU,W 27-24,,8,5,84,16.80,1,62.5%,10.50,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,1,6
42,2003,2003-12-28,16,25.124,TEN,,TAM,W 33-13,,3,1,16,16.00,0,33.3%,5.33,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
43,2004,2004-09-11,1,26.016,TEN,@,MIA,W 17-7,*,4,3,15,5.00,0,75.0%,3.75,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
44,2004,2004-09-19,2,26.024,TEN,,IND,L 17-31,*,12,7,85,12.14,0,58.3%,7.08,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
45,2004,2004-09-26,3,26.031,TEN,,JAX,L 12-15,*,8,6,55,9.17,0,75.0%,6.88,0,0,,0,0,0,,0,0,0,,0,,,,1,-8,-8.00,0,0,0
46,2004,2004-10-03,4,26.038,TEN,@,SDG,L 17-38,*,16,9,109,12.11,0,56.3%,6.81,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
47,2004,2004-10-11,5,26.046,TEN,@,GNB,W 48-27,*,8,2,47,23.50,0,25.0%,5.88,1,12,12.00,0,1,1,100.00,26,1,0,158.3,0,0,26.00,46.00,0,0,,0,0,0
48,2004,2004-10-17,6,26.052,TEN,,HOU,L 10-20,*,10,5,59,11.80,1,50.0%,5.90,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,1,6
49,2004,2004-10-24,7,26.059,TEN,@,MIN,L 3-20,*,5,1,18,18.00,0,20.0%,3.60,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
50,2004,2004-10-31,8,26.066,TEN,,CIN,W 27-20,*,2,,,,,0.0%,,,,,,,,,,,,,0,,,,,,,,,
51,2004,2004-11-14,9,26.080,TEN,,CHI,L 17-19,*,11,6,148,24.67,1,54.5%,13.45,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,1,6
52,2004,2004-11-21,10,26.087,TEN,@,JAX,W 18-15,*,11,4,64,16.00,0,36.4%,5.82,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
53,2004,2004-11-28,11,26.094,TEN,@,HOU,L 21-31,*,6,5,54,10.80,0,83.3%,9.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
54,2004,2004-12-05,12,26.101,TEN,@,IND,L 24-51,*,6,3,124,41.33,3,50.0%,20.67,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,3,18
55,2004,2004-12-13,13,26.109,TEN,,KAN,L 38-49,*,17,12,233,19.42,3,70.6%,13.71,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,3,18
56,2004,2004-12-19,14,26.115,TEN,@,OAK,L 35-40,*,17,13,160,12.31,2,76.5%,9.41,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,2,12
57,2004,2004-12-25,15,26.121,TEN,,DEN,L 16-37,*,6,2,26,13.00,0,33.3%,4.33,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
58,2004,2005-01-02,16,26.129,TEN,,DET,W 24-19,*,5,2,50,25.00,1,40.0%,10.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,1,6
59,2005,2005-09-11,1,27.016,TEN,@,PIT,L 7-34,,7,3,79,26.33,0,42.9%,11.29,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
60,2005,2005-09-18,2,27.023,TEN,,BAL,W 25-10,*,8,3,52,17.33,0,37.5%,6.50,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0
61,2005,2005-09-25,3,27.030,TEN,@,STL,L 27-31,*,10,6,96,16.00,0,60.0%,9.60,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
62,2005,2005-10-02,4,27.037,TEN,,IND,L 10-31,*,7,2,20,10.00,0,28.6%,2.86,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
63,2005,2005-10-09,5,27.044,TEN,@,HOU,W 34-20,*,6,5,99,19.80,1,83.3%,16.50,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,1,6
64,2005,2005-10-16,6,27.051,TEN,,CIN,L 23-31,,11,7,61,8.71,0,63.6%,5.55,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
