ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,1976,1976-09-12,1,23.233,RAM,@,ATL,W 30-14,,1,1,100.00,47,1,0,158.3,0,0,47.00,67.00,1,0,0.00,0,0,0
2,1976,1976-09-19,2,23.240,RAM,@,MIN,T 10-10,*,11,22,50.00,136,0,2,31.6,0,0,6.18,2.09,6,15,2.50,0,0,0
3,1976,1976-10-17,6,23.268,RAM,,CHI,W 20-12,*,2,3,66.67,18,1,0,122.2,0,0,6.00,12.67,1,1,1.00,0,0,0
4,1976,1976-10-24,7,23.275,RAM,@,NOR,W 16-10,,2,4,50.00,77,1,0,135.4,0,0,19.25,24.25,1,-3,-3.00,0,0,0
5,1976,1976-10-31,8,23.282,RAM,,SEA,W 45-6,,2,3,66.67,26,1,0,133.3,0,0,8.67,15.33,1,12,12.00,0,0,0
6,1976,1976-11-14,10,23.296,RAM,,STL,L 28-30,*,10,17,58.82,172,1,1,88.4,0,0,10.12,8.65,6,29,4.83,1,1,6
7,1976,1976-11-21,11,23.303,RAM,@,SFO,W 23-3,*,3,8,37.50,61,1,0,104.7,0,0,7.63,10.13,4,-1,-0.25,1,1,6
8,1976,1976-11-28,12,23.310,RAM,,NOR,W 33-14,*,14,21,66.67,126,2,1,94.5,0,0,6.00,5.76,3,26,8.67,1,1,6
9,1976,1976-12-04,13,23.316,RAM,,ATL,W 59-0,*,13,21,61.90,214,0,0,96.1,0,0,10.19,10.19,2,5,2.50,1,1,6
10,1976,1976-12-11,14,23.323,RAM,@,DET,W 20-17,*,2,5,40.00,19,0,0,51.2,0,0,3.80,3.80,0,0,,0,0,0
11,1977,1977-10-02,3,24.252,RAM,,SFO,W 34-14,,0,0,,0,0,,,,,,,0,0,,0,0,
12,1977,1977-10-10,4,24.260,RAM,@,CHI,L 23-24,,3,6,50.00,55,1,0,121.5,0,0,9.17,12.50,1,8,8.00,0,0,0
13,1977,1977-10-16,5,24.266,RAM,,NOR,W 14-7,*,9,16,56.25,180,0,1,69.8,0,0,11.25,8.44,2,-4,-2.00,0,0,0
14,1977,1977-10-24,6,24.274,RAM,,MIN,W 35-3,*,12,21,57.14,116,2,0,104.5,0,0,5.52,7.43,3,13,4.33,1,1,6
15,1977,1977-10-30,7,24.280,RAM,@,NOR,L 26-27,*,17,26,65.38,261,2,0,124.0,0,0,10.04,11.58,1,5,5.00,0,0,0
16,1977,1977-11-06,8,24.287,RAM,,TAM,W 31-0,*,10,21,47.62,123,2,0,97.9,0,0,5.86,7.76,0,0,,0,0,0
17,1977,1977-11-13,9,24.294,RAM,@,GNB,W 24-6,*,10,17,58.82,146,1,0,106.5,0,0,8.59,9.76,6,15,2.50,0,0,0
