ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2016,2016-09-08,1,21.199,CAR,@,DEN,L 20-21,,0.0,0,0,0,0,0
2,2016,2016-09-18,2,21.209,CAR,,SFO,W 46-27,,0.0,4,1,0,0,0
3,2016,2016-09-25,3,21.216,CAR,,MIN,L 10-22,,0.0,0,0,0,0,0
4,2016,2016-10-02,4,21.223,CAR,@,ATL,L 33-48,,0.0,2,2,0,0,0
5,2016,2016-10-10,5,21.231,CAR,,TAM,L 14-17,*,0.0,2,3,0,0,0
6,2016,2016-10-16,6,21.237,CAR,@,NOR,L 38-41,*,0.0,1,1,0,0,0
7,2016,2016-10-30,7,21.251,CAR,,ARI,W 30-20,*,1.0,7,4,0,0,0
8,2016,2016-11-06,8,21.258,CAR,@,LAR,W 13-10,*,0.0,4,1,0,0,0
9,2016,2016-11-13,9,21.265,CAR,,KAN,L 17-20,*,0.0,6,1,0,0,0
10,2016,2016-11-17,10,21.269,CAR,,NOR,W 23-20,*,0.0,6,3,0,0,0
11,2016,2016-11-27,11,21.279,CAR,@,OAK,L 32-35,*,0.0,10,2,0,0,0
12,2016,2016-12-04,12,21.286,CAR,@,SEA,L 7-40,,0.0,4,2,0,0,0
13,2016,2016-12-11,13,21.293,CAR,,SDG,W 28-16,*,0.0,8,2,1,22,0
14,2016,2016-12-19,14,21.301,CAR,@,WAS,W 26-15,*,0.0,4,1,0,0,0
15,2016,2016-12-24,15,21.306,CAR,,ATL,L 16-33,*,0.0,1,2,0,0,0
16,2016,2017-01-01,16,21.314,CAR,@,TAM,L 16-17,*,0.0,3,0,0,0,0
17,2017,2017-09-10,1,22.200,CAR,@,SFO,W 23-3,*,0.0,4,0,0,0,0
18,2017,2017-09-17,2,22.207,CAR,,BUF,W 9-3,*,0.0,3,0,0,0,0
19,2017,2017-09-24,3,22.214,CAR,,NOR,L 13-34,*,0.0,4,3,0,0,0
20,2017,2017-10-08,5,22.228,CAR,@,DET,W 27-24,*,0.0,2,2,0,0,0
21,2017,2017-10-12,6,22.232,CAR,,PHI,L 23-28,*,0.0,2,0,0,0,0
22,2017,2017-10-22,7,22.242,CAR,@,CHI,L 3-17,*,0.0,0,1,0,0,0
23,2017,2017-10-29,8,22.249,CAR,@,TAM,W 17-3,*,0.0,3,1,0,0,0
24,2017,2017-11-05,9,22.256,CAR,,ATL,W 20-17,*,0.0,1,2,0,0,0
25,2017,2017-11-13,10,22.264,CAR,,MIA,W 45-21,*,0.0,1,0,0,0,0
26,2017,2017-11-26,11,22.277,CAR,@,NYJ,W 35-27,*,0.0,3,0,0,0,0
27,2017,2017-12-03,12,22.284,CAR,@,NOR,L 21-31,,0.0,3,0,0,0,0
28,2017,2017-12-10,13,22.291,CAR,,MIN,W 31-24,*,0.0,8,1,1,0,0
29,2017,2017-12-17,14,22.298,CAR,,GNB,W 31-24,*,0.0,6,1,1,0,0
30,2017,2017-12-24,15,22.305,CAR,,TAM,W 22-19,*,1.0,4,1,0,0,0
31,2017,2017-12-31,16,22.312,CAR,@,ATL,L 10-22,*,0.0,5,2,0,0,0
