ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,1971,1971-09-19,1,22.219,OAK,@,NWE,L 6-20,,,,,,,,,,
2,1971,1971-09-26,2,22.226,OAK,@,SDG,W 34-0,,,,,,,,,,
3,1971,1971-10-04,3,22.234,OAK,@,CLE,W 34-20,,,,,,,,,,
4,1971,1971-10-10,4,22.240,OAK,@,DEN,W 27-16,1,14,14.00,0,0,0,,0,0,0
5,1971,1971-10-17,5,22.247,OAK,,PHI,W 34-10,,,,,,,,,,
6,1971,1971-10-24,6,22.254,OAK,,CIN,W 31-27,,,,,,,,,,
7,1971,1971-10-31,7,22.261,OAK,,KAN,T 20-20,,,,,,,,,,
8,1971,1971-11-07,8,22.268,OAK,@,NOR,T 21-21,,,,,,,,,,
9,1971,1971-11-14,9,22.275,OAK,,HOU,W 41-21,1,12,12.00,0,0,0,,0,0,0
10,1971,1971-11-21,10,22.282,OAK,,SDG,W 34-33,,,,,,,,,,
11,1971,1971-11-28,11,22.289,OAK,,BAL,L 14-37,,,,,,,,,,
12,1971,1971-12-05,12,22.296,OAK,@,ATL,L 13-24,,,,,,,,,,
13,1971,1971-12-12,13,22.303,OAK,@,KAN,L 14-16,,,,,,,,,,
14,1971,1971-12-19,14,22.310,OAK,,DEN,W 21-13,,,,,,,,,,
15,1972,1972-09-17,1,23.218,OAK,@,PIT,L 28-34,4,41,10.25,0,0,0,,0,0,0
16,1972,1972-09-24,2,23.225,OAK,@,GNB,W 20-14,,,,,,,,,,
17,1972,1972-10-01,3,23.232,OAK,,SDG,T 17-17,,,,,,,,,,
18,1972,1972-10-09,4,23.240,OAK,@,HOU,W 34-0,1,1,1.00,1,0,0,,0,1,6
19,1972,1972-10-15,5,23.246,OAK,,BUF,W 28-16,,,,,,,,,,
20,1972,1972-10-22,6,23.253,OAK,,DEN,L 23-30,,,,,,,,,,
21,1972,1972-10-29,7,23.260,OAK,,RAM,W 45-17,,,,,,,,,,
