ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1994,1994-09-05,1,24.111,SFO,,RAI,W 44-14,,,,,
2,1994,1994-09-11,2,24.117,SFO,@,KAN,L 17-24,,,,,
3,1994,1994-09-18,3,24.124,SFO,@,RAM,W 34-19,,,,,
4,1994,1994-09-25,4,24.131,SFO,,NOR,W 24-13,,,,,
5,1994,1994-10-02,5,24.138,SFO,,PHI,L 8-40,,,,,
6,1994,1994-10-09,6,24.145,SFO,@,DET,W 27-21,,,,,
7,1994,1994-10-16,7,24.152,SFO,@,ATL,W 42-3,,,,,
8,1994,1994-10-23,8,24.159,SFO,,TAM,W 41-16,,,,,
9,1994,1994-11-06,9,24.173,SFO,@,WAS,W 37-22,,,,,
10,1994,1994-11-13,10,24.180,SFO,,DAL,W 21-14,,,,,
11,1994,1994-11-20,11,24.187,SFO,,RAM,W 31-27,,,,,
12,1994,1994-11-28,12,24.195,SFO,@,NOR,W 35-14,,,,,
13,1994,1994-12-04,13,24.201,SFO,,ATL,W 50-14,,,,,
14,1994,1994-12-11,14,24.208,SFO,@,SDG,W 38-15,,,,,
15,1994,1994-12-17,15,24.214,SFO,,DEN,W 42-19,,,,,
16,1994,1994-12-26,16,24.223,SFO,@,MIN,L 14-21,,,,,
17,1995,1995-09-03,1,25.109,SFO,@,NOR,W 24-22,,,,,
18,1995,1995-09-10,2,25.116,SFO,,ATL,W 41-10,,,,,
19,1996,1996-09-01,1,26.107,SFO,,NOR,W 27-11,,0,0,,0
20,1996,1996-09-08,2,26.114,SFO,,STL,W 34-0,,1,12,12.00,0
21,1996,1996-09-22,3,26.128,SFO,@,CAR,L 7-23,,0,0,,0
22,1996,1996-09-29,4,26.135,SFO,,ATL,W 39-17,,0,0,,0
23,1996,1996-10-06,5,26.142,SFO,@,STL,W 28-11,,0,0,,0
24,1996,1996-10-14,6,26.150,SFO,@,GNB,L 20-23,,1,8,8.00,0
25,1996,1996-10-20,7,26.156,SFO,,CIN,W 28-21,,0,0,,0
26,1996,1996-10-27,8,26.163,SFO,@,HOU,W 10-9,,0,0,,0
27,1996,1996-11-03,9,26.170,SFO,@,NOR,W 24-17,,0,0,,0
28,1996,1996-11-10,10,26.177,SFO,,DAL,L 17-20,,0,0,,0
29,1996,1996-11-17,11,26.184,SFO,,BAL,W 38-20,,0,0,,0
30,1996,1996-11-24,12,26.191,SFO,@,WAS,W 19-16,,0,0,,0
31,1996,1996-12-02,13,26.199,SFO,@,ATL,W 34-10,,0,0,,0
32,1996,1996-12-08,14,26.205,SFO,,CAR,L 24-30,,0,0,,0
33,1996,1996-12-15,15,26.212,SFO,@,PIT,W 25-15,,0,0,,0
34,1996,1996-12-23,16,26.220,SFO,,DET,W 24-14,,0,0,,0
35,1997,1997-08-31,1,27.106,SFO,@,TAM,L 6-13,,,,,
36,1997,1997-09-07,2,27.113,SFO,@,STL,W 15-12,,,,,
37,1997,1997-09-14,3,27.120,SFO,,NOR,W 33-7,,,,,
38,1997,1997-09-21,4,27.127,SFO,,ATL,W 34-7,,,,,
39,1997,1997-09-29,5,27.135,SFO,@,CAR,W 34-21,,,,,
40,1997,1997-10-12,6,27.148,SFO,,STL,W 30-10,,,,,
41,1997,1997-10-19,7,27.155,SFO,@,ATL,W 35-28,,,,,
42,1997,1997-10-26,8,27.162,SFO,@,NOR,W 23-0,,,,,
43,1997,1997-11-02,9,27.169,SFO,,DAL,W 17-10,,,,,
44,1997,1997-11-10,10,27.177,SFO,@,PHI,W 24-12,,,,,
45,1997,1997-11-16,11,27.183,SFO,,CAR,W 27-19,,,,,
46,1997,1997-11-23,12,27.190,SFO,,SDG,W 17-10,,,,,
47,1997,1997-11-30,13,27.197,SFO,@,KAN,L 9-44,,,,,
48,1997,1997-12-07,14,27.204,SFO,,MIN,W 28-17,,,,,
49,1997,1997-12-15,15,27.212,SFO,,DEN,W 34-17,,,,,
50,1997,1997-12-21,16,27.218,SFO,@,SEA,L 9-38,,,,,
51,1998,1998-09-06,1,28.112,SFO,,NYJ,W 36-30,,,,,
52,1998,1998-09-14,2,28.120,SFO,@,WAS,W 45-10,,,,,
53,1998,1998-09-27,3,28.133,SFO,,ATL,W 31-20,,,,,
54,1998,1998-10-04,4,28.140,SFO,@,BUF,L 21-26,,,,,
55,1998,1998-10-11,5,28.147,SFO,@,NOR,W 31-0,,,,,
56,1998,1998-10-18,6,28.154,SFO,,IND,W 34-31,,,,,
57,1998,1998-10-25,7,28.161,SFO,@,STL,W 28-10,,,,,
58,1998,1998-11-01,8,28.168,SFO,@,GNB,L 22-36,,,,,
59,1998,1998-11-08,9,28.175,SFO,,CAR,W 25-23,,,,,
60,1998,1998-11-15,10,28.182,SFO,@,ATL,L 19-31,,,,,
61,1998,1998-11-22,11,28.189,SFO,,NOR,W 31-20,,,,,
62,1998,1998-11-30,12,28.197,SFO,,NYG,W 31-7,,,,,
63,1998,1998-12-06,13,28.203,SFO,@,CAR,W 31-28,,,,,
64,1998,1998-12-14,14,28.211,SFO,,DET,W 35-13,,,,,
65,1998,1998-12-20,15,28.217,SFO,@,NWE,L 21-24,,,,,
66,1998,1998-12-27,16,28.224,SFO,,STL,W 38-19,,,,,
67,1999,1999-09-12,1,29.118,SFO,@,JAX,L 3-41,*,,,,
68,1999,1999-09-19,2,29.125,SFO,,NOR,W 28-21,*,,,,
69,1999,1999-09-27,3,29.133,SFO,@,ARI,W 24-10,*,,,,
70,1999,1999-10-03,4,29.139,SFO,,TEN,W 24-22,*,,,,
71,1999,1999-10-10,5,29.146,SFO,@,STL,L 20-42,*,,,,
72,1999,1999-10-17,6,29.153,SFO,,CAR,L 29-31,*,,,,
73,1999,1999-10-24,7,29.160,SFO,@,MIN,L 16-40,*,,,,
74,1999,1999-11-07,8,29.174,SFO,,PIT,L 6-27,*,,,,
75,1999,1999-11-14,9,29.181,SFO,@,NOR,L 6-24,*,,,,
76,1999,1999-11-21,10,29.188,SFO,,STL,L 7-23,*,,,,
77,1999,1999-11-29,11,29.196,SFO,,GNB,L 3-20,*,,,,
78,1999,1999-12-05,12,29.202,SFO,@,CIN,L 30-44,*,,,,
79,1999,1999-12-12,13,29.209,SFO,,ATL,W 26-7,*,,,,
80,1999,1999-12-18,14,29.215,SFO,@,CAR,L 24-41,*,,,,
81,1999,1999-12-26,15,29.223,SFO,,WAS,L 20-26,*,,,,
82,1999,2000-01-03,16,29.231,SFO,@,ATL,L 29-34,*,,,,
83,2000,2000-09-03,1,30.109,SFO,@,ATL,L 28-36,*,,,,
84,2000,2000-09-10,2,30.116,SFO,,CAR,L 22-38,*,,,,
85,2000,2000-09-17,3,30.123,SFO,@,STL,L 24-41,*,,,,
86,2000,2000-09-24,4,30.130,SFO,@,DAL,W 41-24,*,,,,
87,2000,2000-10-01,5,30.137,SFO,,ARI,W 27-20,*,,,,
88,2000,2000-10-08,6,30.144,SFO,,OAK,L 28-34,*,,,,
89,2000,2000-10-15,7,30.151,SFO,@,GNB,L 28-31,,,,,
90,2000,2000-10-22,8,30.158,SFO,@,CAR,L 16-34,*,,,,
91,2000,2000-10-29,9,30.165,SFO,,STL,L 24-34,*,,,,
92,2000,2000-11-05,10,30.172,SFO,@,NOR,L 15-31,*,,,,
93,2000,2000-12-03,13,30.200,SFO,@,SDG,W 45-17,,,,,
94,2000,2000-12-10,14,30.207,SFO,,NOR,L 27-31,*,,,,
95,2000,2000-12-17,15,30.214,SFO,,CHI,W 17-0,*,,,,
96,2001,2001-09-09,1,31.115,SFO,,ATL,W 16-13,*,,,,
97,2001,2001-09-23,2,31.129,SFO,,STL,L 26-30,*,,,,
98,2001,2001-10-01,3,31.137,SFO,@,NYJ,W 19-17,*,,,,
99,2001,2001-10-07,4,31.143,SFO,,CAR,W 24-14,*,,,,
100,2001,2001-10-14,5,31.150,SFO,@,ATL,W 37-31,*,,,,
101,2001,2001-10-28,6,31.164,SFO,@,CHI,L 31-37,*,,,,
102,2001,2001-11-04,7,31.171,SFO,,DET,W 21-13,*,,,,
103,2001,2001-11-11,8,31.178,SFO,,NOR,W 28-27,*,,,,
104,2001,2001-11-18,9,31.185,SFO,@,CAR,W 25-22,*,,,,
105,2001,2001-11-25,10,31.192,SFO,@,IND,W 40-21,*,,,,
106,2001,2001-12-02,11,31.199,SFO,,BUF,W 35-0,*,,,,
107,2001,2001-12-09,12,31.206,SFO,@,STL,L 14-27,*,,,,
108,2001,2001-12-16,13,31.213,SFO,,MIA,W 21-0,*,,,,
109,2001,2001-12-22,14,31.219,SFO,,PHI,W 13-3,*,,,,
110,2001,2001-12-30,15,31.227,SFO,@,DAL,L 21-27,*,,,,
111,2001,2002-01-06,16,31.234,SFO,@,NOR,W 38-0,*,,,,
112,2002,2002-09-05,1,32.111,SFO,@,NYG,W 16-13,*,,,,
113,2002,2002-09-15,2,32.121,SFO,,DEN,L 14-24,*,,,,
114,2002,2002-09-22,3,32.128,SFO,,WAS,W 20-10,*,,,,
115,2002,2002-10-06,4,32.142,SFO,,STL,W 37-13,*,,,,
116,2002,2002-10-14,5,32.150,SFO,@,SEA,W 28-21,*,,,,
117,2002,2002-10-20,6,32.156,SFO,@,NOR,L 27-35,*,,,,
118,2002,2002-10-27,7,32.163,SFO,,ARI,W 38-28,*,,,,
119,2002,2002-11-03,8,32.170,SFO,@,OAK,W 23-20,*,,,,
120,2002,2002-11-10,9,32.177,SFO,,KAN,W 17-13,*,,,,
121,2002,2002-11-17,10,32.184,SFO,@,SDG,L 17-20,*,,,,
122,2002,2002-11-25,11,32.192,SFO,,PHI,L 17-38,*,,,,
123,2002,2002-12-01,12,32.198,SFO,,SEA,W 31-24,*,,,,
124,2002,2002-12-15,14,32.212,SFO,,GNB,L 14-20,*,,,,
125,2002,2002-12-21,15,32.218,SFO,@,ARI,W 17-14,*,,,,
126,2003,2003-09-07,1,33.113,SFO,,CHI,W 49-7,*,,,,
127,2003,2003-10-05,5,33.141,SFO,,DET,W 24-17,*,,,,
128,2003,2003-10-12,6,33.148,SFO,@,SEA,L 19-20,*,,,,
129,2003,2003-11-02,9,33.169,SFO,,STL,W 30-10,*,,,,
130,2003,2003-11-17,10,33.184,SFO,,PIT,W 30-14,*,,,,
131,2003,2003-11-23,11,33.190,SFO,@,GNB,L 10-20,*,,,,
132,2003,2003-11-30,12,33.197,SFO,@,BAL,L 6-44,*,,,,
133,2003,2003-12-07,13,33.204,SFO,,ARI,W 50-14,*,,,,
134,2003,2003-12-14,14,33.211,SFO,@,CIN,L 38-41,*,,,,
135,2003,2003-12-21,15,33.218,SFO,@,PHI,W 31-28,*,,,,
136,2003,2003-12-27,16,33.224,SFO,,SEA,L 17-24,*,,,,
137,2004,2004-09-12,1,34.118,TAM,@,WAS,L 10-16,*,,,,
138,2004,2004-09-19,2,34.125,TAM,,SEA,L 6-10,*,,,,
139,2004,2004-09-26,3,34.132,TAM,@,OAK,L 20-30,*,,,,
140,2004,2004-10-03,4,34.139,TAM,,DEN,L 13-16,*,,,,
141,2004,2004-10-10,5,34.146,TAM,@,NOR,W 20-17,*,,,,
142,2004,2004-10-18,6,34.154,TAM,@,STL,L 21-28,*,,,,
143,2004,2004-10-24,7,34.160,TAM,,CHI,W 19-7,*,,,,
144,2004,2004-11-07,8,34.174,TAM,,KAN,W 34-31,*,,,,
145,2004,2004-11-14,9,34.181,TAM,@,ATL,L 14-24,*,,,,
146,2004,2004-11-21,10,34.188,TAM,,SFO,W 35-3,*,,,,
