ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td
1,1987,1987-10-04,3,27.345,IND,@,BUF,W 47-6,1,21,21.00,0
2,1987,1987-10-11,4,27.352,IND,,NYJ,W 6-0,1,20,20.00,0
3,1987,1987-10-18,5,27.359,IND,@,PIT,L 7-21,1,15,15.00,0
