ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,2018,2018-09-09,1,22.149,ARI,,WAS,L 6-24,,4,24,6.00,0,4,4,24,6.00,0,100.0%,6.00
2,2018,2018-09-16,2,22.156,ARI,@,LAR,L 0-34,,1,5,5.00,0,5,5,15,3.00,0,100.0%,3.00
3,2018,2018-09-23,3,22.163,ARI,,CHI,L 14-16,,5,10,2.00,0,0,0,0,,0,0.0%,
