ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,2004,2004-12-12,13,24.071,BUF,,CLE,W 37-7,,10,42,4.20,1,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0,,0,1,6
2,2004,2004-12-19,14,24.078,BUF,@,CIN,W 33-17,,14,30,2.14,0,1,1,10,10.00,0,100.0%,10.00,0,0,,0,1,0,0.00,0,0,0
3,2004,2004-12-26,15,24.085,BUF,@,SFO,W 41-7,,17,93,5.47,1,1,1,-1,-1.00,0,100.0%,-1.00,0,0,,0,0,0,,0,1,6
4,2004,2005-01-02,16,24.092,BUF,,PIT,L 24-29,,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
5,2005,2005-09-11,1,24.344,BUF,,HOU,W 22-7,,7,14,2.00,0,2,2,11,5.50,0,100.0%,5.50,0,0,,0,0,0,,0,0,0
6,2005,2005-09-18,2,24.351,BUF,@,TAM,L 3-19,,0,0,,0,4,3,22,7.33,0,75.0%,5.50,0,0,,0,0,0,,0,0,0
7,2005,2005-09-25,3,24.358,BUF,,ATL,L 16-24,,2,11,5.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
8,2005,2005-10-02,4,25.000,BUF,@,NOR,L 7-19,,2,19,9.50,0,1,1,1,1.00,0,100.0%,1.00,0,0,,0,0,0,,0,0,0
9,2005,2005-10-09,5,25.007,BUF,,MIA,W 20-14,,1,2,2.00,0,2,1,2,2.00,0,50.0%,1.00,0,0,,0,0,0,,0,0,0
10,2005,2005-10-16,6,25.014,BUF,,NYJ,W 27-17,,6,34,5.67,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
11,2005,2005-10-23,7,25.021,BUF,@,OAK,L 17-38,,4,27,6.75,0,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0,,0,0,0
12,2005,2005-10-30,8,25.028,BUF,@,NWE,L 16-21,,5,14,2.80,0,3,3,37,12.33,0,100.0%,12.33,0,0,,0,0,0,,0,0,0
13,2005,2005-11-13,9,25.042,BUF,,KAN,W 14-3,,3,-1,-0.33,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
14,2005,2005-11-20,10,25.049,BUF,@,SDG,L 10-48,,1,-4,-4.00,0,2,2,2,1.00,0,100.0%,1.00,0,0,,0,0,0,,0,0,0
15,2005,2005-11-27,11,25.056,BUF,,CAR,L 9-13,,0,0,,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0
16,2005,2005-12-04,12,25.063,BUF,@,MIA,L 23-24,,3,1,0.33,0,2,1,13,13.00,0,50.0%,6.50,0,0,,0,0,0,,0,0,0
17,2005,2005-12-11,13,25.070,BUF,,NWE,L 7-35,,3,4,1.33,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
18,2005,2005-12-17,14,25.076,BUF,,DEN,L 17-28,,5,40,8.00,0,3,2,15,7.50,0,66.7%,5.00,0,0,,0,0,0,,0,0,0
19,2005,2005-12-24,15,25.083,BUF,@,CIN,W 37-27,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
20,2005,2006-01-01,16,25.091,BUF,@,NYJ,L 26-30,,3,0,0.00,0,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0,,0,0,0
21,2006,2006-11-05,8,26.034,BUF,,GNB,W 24-10,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
22,2006,2006-11-12,9,26.041,BUF,@,IND,L 16-17,,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
23,2006,2006-11-19,10,26.048,BUF,@,HOU,W 24-21,,0,0,,0,0,0,0,,0,0.0%,,1,17,17.00,0,0,0,,0,0,0
24,2006,2006-11-26,11,26.055,BUF,,JAX,W 27-24,,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
25,2006,2006-12-10,13,26.069,BUF,@,NYJ,W 31-13,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
