ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,1988,1988-09-04,1,23.042,SEA,@,DEN,W 21-14,,2,20,10.00,0,,,0,0,,0,0,0
2,1988,1988-09-11,2,23.049,SEA,,KAN,W 31-10,,3,39,13.00,1,,,1,12,12.00,0,1,6
3,1988,1988-09-18,3,23.056,SEA,@,SDG,L 6-17,,1,6,6.00,0,,,0,0,,0,0,0
4,1988,1988-09-25,4,23.063,SEA,,SFO,L 7-38,,0,0,,0,,,0,0,,0,0,
5,1988,1988-10-02,5,23.070,SEA,@,ATL,W 31-20,,1,53,53.00,0,,,1,9,9.00,0,0,0
6,1988,1988-10-09,6,23.077,SEA,@,CLE,W 16-10,,2,33,16.50,0,,,0,0,,0,0,0
7,1988,1988-10-16,7,23.084,SEA,,NOR,L 19-20,,8,145,18.13,1,,,1,2,2.00,0,1,6
8,1988,1988-10-23,8,23.091,SEA,@,RAM,L 10-31,,2,29,14.50,0,,,0,0,,0,0,0
9,1988,1988-10-30,9,23.098,SEA,,SDG,W 17-14,,2,30,15.00,1,,,1,7,7.00,0,1,6
10,1988,1988-11-06,10,23.105,SEA,,BUF,L 3-13,,1,9,9.00,0,,,0,0,,0,0,0
11,1988,1988-11-13,11,23.112,SEA,,HOU,W 27-24,,1,23,23.00,1,,,0,0,,0,1,6
12,1988,1988-11-20,12,23.119,SEA,@,KAN,L 24-27,,7,89,12.71,1,,,0,0,,0,1,6
13,1988,1988-11-28,13,23.127,SEA,,RAI,W 35-27,,2,54,27.00,1,,,0,0,,0,1,6
14,1988,1988-12-04,14,23.133,SEA,@,NWE,L 7-13,,1,2,2.00,0,,,1,-6,-6.00,0,0,0
15,1988,1988-12-11,15,23.140,SEA,,DEN,W 42-14,,3,27,9.00,0,,,0,0,,0,0,0
16,1988,1988-12-18,16,23.147,SEA,@,RAI,W 43-37,,4,123,30.75,2,,,0,0,,0,2,12
17,1989,1989-09-10,1,24.048,SEA,@,PHI,L 7-31,,2,15,7.50,0,,,0,0,,0,0,0
18,1989,1989-09-17,2,24.055,SEA,,PHO,L 24-34,,9,146,16.22,1,,,0,0,,0,1,6
19,1989,1989-09-24,3,24.062,SEA,@,NWE,W 24-3,,1,14,14.00,0,,,0,0,,0,0,0
20,1989,1989-10-01,4,24.069,SEA,@,RAI,W 24-20,,7,113,16.14,1,,,0,0,,0,1,6
21,1989,1989-10-08,5,24.076,SEA,,KAN,L 16-20,,4,86,21.50,0,,,0,0,,0,0,0
22,1989,1989-10-15,6,24.083,SEA,@,SDG,W 17-16,,3,37,12.33,0,,,0,0,,0,0,0
23,1989,1989-10-22,7,24.090,SEA,,DEN,L 21-24,,6,61,10.17,0,,,0,0,,0,0,0
24,1989,1989-10-29,8,24.097,SEA,,SDG,W 10-7,,10,117,11.70,1,,,1,3,3.00,0,1,6
25,1989,1989-11-05,9,24.104,SEA,@,KAN,L 10-20,,4,34,8.50,0,,,0,0,,0,0,0
26,1989,1989-11-12,10,24.111,SEA,,CLE,L 7-17,,4,57,14.25,1,,,0,0,,0,1,6
27,1989,1989-11-19,11,24.118,SEA,@,NYG,L 3-15,,3,36,12.00,0,,,0,0,,0,0,0
28,1989,1989-11-26,12,24.125,SEA,@,DEN,L 14-41,,8,122,15.25,0,,,0,0,,0,0,0
29,1989,1989-12-04,13,24.133,SEA,,BUF,W 17-16,,5,66,13.20,0,,,0,0,,0,0,0
30,1989,1989-12-10,14,24.139,SEA,@,CIN,W 24-17,,6,107,17.83,1,,,0,0,,0,1,6
31,1989,1989-12-17,15,24.146,SEA,,RAI,W 23-17,,0,0,,0,,,0,0,,0,0,
32,1989,1989-12-23,16,24.152,SEA,,WAS,L 0-29,,5,52,10.40,0,,,0,0,,0,0,0
33,1990,1990-09-09,1,25.047,SEA,@,CHI,L 0-17,,0,0,,0,,,0,0,,0,0,
34,1990,1990-09-16,2,25.054,SEA,,RAI,L 13-17,,3,44,14.67,0,,,1,9,9.00,0,0,0
35,1990,1990-09-23,3,25.061,SEA,@,DEN,L 31-34,,4,50,12.50,0,,,0,0,,0,0,0
36,1990,1990-10-01,4,25.069,SEA,,CIN,W 31-16,,3,26,8.67,0,,,0,0,,0,0,0
37,1990,1990-10-07,5,25.075,SEA,@,NWE,W 33-20,,1,2,2.00,0,,,0,0,,0,0,0
38,1990,1990-10-14,6,25.082,SEA,@,RAI,L 17-24,,0,0,,0,,,0,0,,0,0,
39,1990,1990-10-21,7,25.089,SEA,,KAN,W 19-7,,3,27,9.00,0,,,0,0,,0,0,0
40,1990,1990-11-04,8,25.103,SEA,,SDG,L 14-31,,5,57,11.40,1,,,0,0,,0,1,6
41,1990,1990-11-11,9,25.110,SEA,@,KAN,W 17-16,,3,53,17.67,0,,,0,0,,0,0,0
42,1990,1990-11-18,10,25.117,SEA,,MIN,L 21-24,,5,50,10.00,2,,,1,12,12.00,0,2,12
43,1990,1990-11-25,11,25.124,SEA,@,SDG,W 13-10,,5,63,12.60,0,,,0,0,,0,0,0
44,1990,1990-12-02,12,25.131,SEA,,HOU,W 13-10,,3,37,12.33,0,,,1,-2,-2.00,0,0,0
45,1990,1990-12-09,13,25.138,SEA,@,GNB,W 20-14,,1,7,7.00,0,,,0,0,,0,0,0
46,1990,1990-12-16,14,25.145,SEA,@,MIA,L 17-24,,4,45,11.25,0,,,0,0,,0,0,0
47,1990,1990-12-23,15,25.152,SEA,,DEN,W 17-12,,2,14,7.00,0,,,0,0,,0,0,0
48,1990,1990-12-30,16,25.159,SEA,,DET,W 30-10,,7,50,7.14,0,,,0,0,,0,0,0
49,1991,1991-09-01,1,26.039,SEA,@,NOR,L 24-27,,12,160,13.33,2,,,0,0,,0,2,12
50,1991,1991-09-08,2,26.046,SEA,,NYJ,W 20-13,,4,53,13.25,0,,,0,0,,0,0,0
