ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att
34,1952,1952-11-30,10,27.337,CLE,@,WAS,W 48-24,2,5,2.50,0,3,59,19.67,1,1,1,100.00,3,1,0,118.7,0,0,3.00,23.00
35,1952,1952-12-07,11,27.344,CLE,@,CRD,W 10-0,11,43,3.91,0,6,82,13.67,1,0,0,,0,0,,,,,,
36,1952,1952-12-14,12,27.351,CLE,@,NYG,L 34-37,2,28,14.00,0,1,10,10.00,0,0,0,,0,0,,,,,,
37,1953,1953-09-27,1,28.272,CLE,@,GNB,W 27-0,2,-5,-2.50,0,2,61,30.50,0,0,0,,0,0,,,,,,
38,1953,1953-10-04,2,28.279,CLE,@,CRD,W 27-7,4,3,0.75,0,4,35,8.75,0,0,0,,0,0,,,,,,
39,1953,1953-10-10,3,28.285,CLE,,PHI,W 37-13,1,2,2.00,0,2,25,12.50,0,0,0,,0,0,,,,,,
40,1953,1953-10-18,4,28.293,CLE,@,WAS,W 30-14,4,4,1.00,0,1,10,10.00,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00
41,1953,1953-11-01,6,28.307,CLE,,WAS,W 27-3,2,0,0.00,0,3,84,28.00,0,0,0,,0,0,,,,,,
42,1953,1953-11-08,7,28.314,CLE,,PIT,W 34-16,2,9,4.50,0,2,38,19.00,0,0,0,,0,0,,,,,,
43,1953,1953-11-15,8,28.321,CLE,,SFO,W 23-21,3,16,5.33,0,2,11,5.50,0,0,0,,0,0,,,,,,
44,1953,1953-11-22,9,28.328,CLE,@,PIT,W 20-16,6,-6,-1.00,0,2,35,17.50,0,0,0,,0,0,,,,,,
45,1953,1953-11-29,10,28.335,CLE,,CRD,W 27-16,1,3,3.00,0,2,40,20.00,0,0,0,,0,0,,,,,,
46,1953,1953-12-06,11,28.342,CLE,,NYG,W 62-14,5,2,0.40,0,2,18,9.00,0,0,0,,0,0,,,,,,
47,1953,1953-12-13,12,28.349,CLE,@,PHI,L 27-42,1,0,0.00,0,2,16,8.00,0,0,0,,0,0,,,,,,
48,1954,1954-09-26,1,29.271,CLE,@,PHI,L 10-28,2,-1,-0.50,0,1,11,11.00,0,0,0,,0,0,,,,,,
49,1954,1954-10-10,2,29.285,CLE,,CRD,W 31-7,0,0,,0,2,49,24.50,0,0,0,,0,0,,,,,,
50,1954,1954-10-17,3,29.292,CLE,@,PIT,L 27-55,0,0,,0,4,61,15.25,1,0,0,,0,0,,,,,,
51,1954,1954-10-24,4,29.299,CLE,@,CRD,W 35-3,2,5,2.50,0,2,22,11.00,0,0,0,,0,0,,,,,,
52,1954,1954-10-31,5,29.306,CLE,,NYG,W 24-14,3,27,9.00,0,0,0,,0,0,0,,0,0,,,,,,
53,1954,1954-11-07,6,29.313,CLE,,WAS,W 62-3,8,84,10.50,0,3,93,31.00,1,0,0,,0,0,,,,,,
54,1954,1954-11-14,7,29.320,CLE,@,CHI,W 39-10,8,35,4.38,0,0,0,,0,0,0,,0,0,,,,,,
55,1954,1954-11-21,8,29.327,CLE,,PHI,W 6-0,5,-4,-0.80,0,3,29,9.67,0,0,0,,0,0,,,,,,
56,1954,1954-11-28,9,29.334,CLE,@,NYG,W 16-7,12,44,3.67,0,2,50,25.00,0,0,0,,0,0,,,,,,
57,1954,1954-12-05,10,29.341,CLE,@,WAS,W 34-14,2,-3,-1.50,0,2,32,16.00,0,0,0,,0,0,,,,,,
58,1954,1954-12-12,11,29.348,CLE,,PIT,W 42-7,5,37,7.40,0,0,0,,0,0,0,,0,0,,,,,,
59,1954,1954-12-19,12,29.355,CLE,,DET,L 10-14,4,7,1.75,0,0,0,,0,0,0,,0,0,,,,,,
60,1955,1955-10-02,2,30.277,CLE,@,SFO,W 38-3,3,13,4.33,0,1,43,43.00,0,0,0,,0,0,,,,,,
61,1955,1955-10-16,4,30.291,CLE,@,WAS,W 24-14,1,3,3.00,0,0,0,,0,0,0,,0,0,,,,,,
62,1955,1955-10-23,5,30.298,CLE,,GNB,W 41-10,0,0,,0,1,26,26.00,1,0,0,,0,0,,,,,,
63,1955,1955-11-06,7,30.312,CLE,,NYG,W 24-14,1,9,9.00,0,0,0,,0,0,0,,0,0,,,,,,
64,1955,1955-11-13,8,30.319,CLE,@,PHI,L 17-33,3,6,2.00,0,1,46,46.00,0,0,0,,0,0,,,,,,
65,1955,1955-11-27,10,30.333,CLE,@,NYG,T 35-35,1,0,0.00,0,0,0,,0,0,0,,0,0,,,,,,
66,1955,1955-12-04,11,30.340,CLE,@,PIT,W 30-7,1,13,13.00,0,0,0,,0,0,0,,0,0,,,,,,
