ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1989,1989-09-10,1,22.298,IND,,SFO,L 24-30,0,0,,0,0,0,,0,4,58,14.50,0
2,1989,1989-09-17,2,22.305,IND,@,RAM,L 17-31,0,0,,0,,,,,0,0,,0
3,1989,1989-09-24,3,22.312,IND,,ATL,W 13-9,0,0,,0,,,,,0,0,,0
4,1989,1989-10-01,4,22.319,IND,@,NYJ,W 17-10,0,0,,0,,,,,0,0,,0
5,1989,1989-10-08,5,22.326,IND,,BUF,W 37-14,0,0,,0,,,,,0,0,,0
6,1989,1989-10-15,6,22.333,IND,@,DEN,L 3-14,0,0,,0,,,,,0,0,,0
7,1989,1989-10-22,7,22.340,IND,@,CIN,W 23-12,0,0,,0,,,,,0,0,,0
8,1989,1989-10-29,8,22.347,IND,,NWE,L 20-23,3,18,6.00,0,0,0,,0,0,0,,0
9,1989,1989-11-05,9,22.354,IND,@,MIA,L 13-19,0,0,,0,,,,,0,0,,0
10,1989,1989-11-12,10,22.361,IND,@,BUF,L 7-30,0,0,,0,,,,,0,0,,0
11,1989,1989-11-19,11,23.003,IND,,NYJ,W 27-10,0,0,,0,,,,,0,0,,0
12,1989,1989-11-26,12,23.010,IND,,SDG,W 10-6,0,0,,0,,,,,0,0,,0
13,1989,1989-12-03,13,23.017,IND,@,NWE,L 16-22,3,4,1.33,0,0,0,,0,0,0,,0
14,1989,1989-12-10,14,23.024,IND,,CLE,W 23-17,0,0,,0,,,,,0,0,,0
15,1989,1989-12-17,15,23.031,IND,,MIA,W 42-13,4,11,2.75,0,0,0,,0,0,0,,0
16,1989,1989-12-24,16,23.038,IND,@,NOR,L 6-41,3,14,4.67,0,0,0,,0,0,0,,0
17,1990,1990-09-09,1,23.297,IND,@,BUF,L 10-26,,,,,,,,,,,,
18,1990,1990-09-16,2,23.304,IND,,NWE,L 14-16,,,,,,,,,,,,
19,1990,1990-09-23,3,23.311,IND,@,HOU,L 10-24,,,,,,,,,,,,
20,1990,1990-09-30,4,23.318,IND,@,PHI,W 24-23,,,,,,,,,,,,
21,1990,1990-10-07,5,23.325,IND,,KAN,W 23-19,,,,,,,,,,,,
22,1990,1990-10-21,6,23.339,IND,,DEN,L 17-27,,,,,,,,,,,,
23,1990,1990-10-28,7,23.346,IND,,MIA,L 7-27,,,,,,,,,,,,
24,1990,1990-11-05,8,23.354,IND,,NYG,L 7-24,,,,,,,,,,,,
25,1990,1990-11-11,9,23.360,IND,@,NWE,W 13-10,,,,,,,,,,,,
26,1990,1990-11-18,10,24.002,IND,,NYJ,W 17-14,,,,,,,,,,,,
27,1990,1990-11-25,11,24.009,IND,@,CIN,W 34-20,,,,,,,,,,,,
28,1990,1990-12-02,12,24.016,IND,@,PHO,L 17-20,,,,,,,,,,,,
29,1990,1990-12-09,13,24.023,IND,,BUF,L 7-31,,,,,,,,,,,,
30,1990,1990-12-16,14,24.030,IND,@,NYJ,W 29-21,,,,,,,,,,,,
31,1990,1990-12-22,15,24.036,IND,,WAS,W 35-28,,,,,,,,,,,,
32,1990,1990-12-30,16,24.044,IND,@,MIA,L 17-23,,,,,,,,,,,,
33,1991,1991-09-01,1,24.289,NWE,@,IND,W 16-7,0,0,,0,0,0,,0,,,,
34,1991,1991-09-08,2,24.296,NWE,,CLE,L 0-20,3,7,2.33,0,1,2,2.00,0,0,0,,0
35,1991,1991-09-15,3,24.303,NWE,@,PIT,L 6-20,3,6,2.00,0,1,3,3.00,0,0,0,,0
36,1991,1991-09-22,4,24.310,NWE,,HOU,W 24-20,1,2,2.00,0,1,7,7.00,0,0,0,,0
37,1991,1991-09-29,5,24.317,NWE,@,PHO,L 10-24,0,0,,0,1,9,9.00,0,0,0,,0
38,1991,1991-10-06,6,24.324,NWE,,MIA,L 10-20,1,9,9.00,0,1,13,13.00,0,0,0,,0
39,1991,1991-10-20,7,24.338,NWE,,MIN,W 26-23,1,1,1.00,0,0,0,,0,0,0,,0
40,1991,1991-10-27,8,24.345,NWE,,DEN,L 6-9,1,3,3.00,0,1,7,7.00,0,0,0,,0
41,1991,1991-11-03,9,24.352,NWE,@,BUF,L 17-22,3,12,4.00,0,2,16,8.00,0,0,0,,0
42,1991,1991-11-10,10,24.359,NWE,@,MIA,L 20-30,3,9,3.00,0,3,40,13.33,0,0,0,,0
43,1991,1991-11-17,11,25.001,NWE,,NYJ,L 21-28,0,0,,0,0,0,,0,,,,
44,1991,1991-11-24,12,25.008,NWE,,BUF,W 16-13,1,2,2.00,0,0,0,,0,0,0,,0
45,1991,1991-12-01,13,25.015,NWE,@,DEN,L 3-20,1,2,2.00,0,0,0,,0,0,0,,0
