ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,2015,2015-09-13,1,24.021,NOR,@,ARI,L 19-31,,1,1,100.0,4,4,100.0,0,13,0,0,,0
2,2015,2015-09-20,2,24.028,NOR,,TAM,L 19-26,,1,2,50.0,,1,0.0,0,1,0,0,,0
3,2015,2015-09-27,3,24.035,NOR,@,CAR,L 22-27,,1,1,100.0,1,1,100.0,0,4,0,0,,0
4,2015,2015-10-04,4,24.042,NOR,,DAL,W 26-20,,2,2,100.0,2,3,66.7,0,8,1,43,43.00,0
5,2015,2015-10-11,5,24.049,NOR,@,PHI,L 17-39,,2,2,100.0,1,1,100.0,0,5,0,0,,0
6,2015,2015-10-15,6,24.053,NOR,,ATL,W 31-21,,4,4,100.0,1,3,33.3,0,7,0,0,,0
7,2015,2015-11-29,11,24.098,STL,@,CIN,L 7-31,,1,1,100.0,,,,0,1,0,0,,0
8,2015,2015-12-06,12,24.105,STL,,ARI,L 3-27,,,,,1,1,100.0,0,3,0,0,,0
